cluster_id,cluster_label,config_label,kappa_residual_mean,kappa_residual_std,kappa_residual_median,kappa_residual_max_abs,kappa_residual_skew,gamma_residual_mean,gamma_residual_std,gamma_residual_median,gamma_residual_max_abs,gamma_residual_skew
Abell2744,Abell 2744,high_accuracy,-0.057924977244130565,0.14594859637103025,-0.0430080896654082,0.5984351368406797,-0.6405760981429568,0.00021047488071386356,0.06045655895200808,-0.005032864394941801,0.17175067420751472,0.3038914691952897
MACS0416,MACS J0416,high_accuracy,-0.09812139197950655,0.15740038617775068,-0.10080142547802969,0.7134482674211907,-0.17647239987828942,-0.015347932880899097,0.06340116838206286,-0.019976466340502923,0.23235128545630973,-0.06285601395563474
MACS1149,MACS J1149,high_accuracy,-0.033372531245124126,0.08303819902165058,-0.021340173103005327,0.3141786380582854,-0.40320353644947293,-0.09218654366408713,0.0682468447722105,-0.08421132619344371,0.3513989712983649,-1.2989711878984702
AbellS1063,Abell S1063,high_accuracy,-0.05159603669189097,0.11918192494398255,-0.04013821823236635,0.6383998050227229,-1.0877993816597775,-0.027738683638562724,0.06352325202795882,-0.028953413448624135,0.23649864588965253,-0.20733373971173172
Abell370,Abell 370,high_accuracy,-0.061404262558137385,0.17135493791149106,-0.05357580933845002,0.7920699308073083,-0.24936970227451782,-0.011932797917233277,0.09712177248664808,-0.007313254709710244,0.48155357045666275,-0.7795773689970454
