cluster_id,cluster_label,config_label,predicted_kappa_rms,observed_kappa_rms,predicted_gamma_rms,observed_gamma_rms,predicted_kappa_min,predicted_kappa_max,predicted_gamma_min,predicted_gamma_max,predicted_magnification_min,predicted_magnification_max,predicted_deflection_x_rms,predicted_deflection_y_rms
Abell2744,Abell 2744,high_accuracy,0.13257290635107355,0.10762073259171052,0.0887652673146394,0.08610113731176358,-0.5933010656172419,0.39702817444094796,0.0031560587218021703,0.2965256474004156,0.3956163777658415,2.8143181453057524,4.784765795109064,0.0292082782449644
MACS0416,MACS J0416,high_accuracy,0.13863896677854667,0.11900074328228331,0.08729509465001581,0.10075145550131871,-0.41359944693920925,0.5465606500228912,0.005709942067816083,0.27371187858345125,0.504887072693847,5.214597961155291,4.784772727797421,0.031188202974895343
MACS1149,MACS J1149,high_accuracy,0.05660127285992862,0.12320088759436647,0.03697098664871321,0.12492280153087422,-0.158656416836223,0.2718433261658644,0.0004977393352971857,0.1366740897449777,0.763310959837346,1.8972471789016578,4.784902880848641,0.02114349283921086
AbellS1063,Abell S1063,high_accuracy,0.108059020861829,0.09315038662366147,0.07222588459283917,0.08180029942339787,-0.4999876324270627,0.3945873589557769,0.0003544548619655903,0.2735340975625843,0.446078610718683,2.786947247091162,4.784731401541101,0.0343394243456389
Abell370,Abell 370,high_accuracy,0.16766479141864796,0.12613656962229886,0.10772530052810839,0.11047229623516767,-0.5975935072883083,0.5940484764963884,0.0018267343544778934,0.3030108509694602,0.4849463602303667,6.416558467381072,4.784566631232244,0.04015129649362523
