cluster_id,cluster_label,config_label,predicted_kappa_rms,observed_kappa_rms,predicted_gamma_rms,observed_gamma_rms,predicted_kappa_min,predicted_kappa_max,predicted_gamma_min,predicted_gamma_max,predicted_magnification_min,predicted_magnification_max,predicted_deflection_x_rms,predicted_deflection_y_rms
Abell2744,Abell 2744,minimum_production,0.13336683084763037,0.10762073259171052,0.08905748338107283,0.08610113731176358,-0.5622204248691449,0.3470100274640324,0.002139989287179845,0.28139915690310124,0.41198628251867453,2.3734025626376285,4.769752315873508,0.03019586915424526
MACS0416,MACS J0416,minimum_production,0.14251876558117588,0.11900074328228331,0.09090712747344805,0.10075145550131871,-0.47698160937303236,0.4918396027072328,0.0020418852388684253,0.24627236811953118,0.46023459525497895,4.140255090285309,4.769756101902532,0.03242391508602006
MACS1149,MACS J1149,minimum_production,0.057171292933358916,0.12320088759436647,0.035752604209965635,0.12492280153087422,-0.16610185740613148,0.29461487396854313,0.0002987376881883769,0.14909820191501363,0.7370637143920884,2.0237041452224953,4.769893805918607,0.022362202746725176
AbellS1063,Abell S1063,minimum_production,0.11767048361486043,0.09315038662366147,0.07848886066281192,0.08180029942339787,-0.5848424214158587,0.405867056408984,0.00035132906365458,0.29197795912080615,0.3995751879950155,2.8943988621087957,4.769694187584669,0.03656554477303784
Abell370,Abell 370,minimum_production,0.16351323673318055,0.12613656962229886,0.10106674702127924,0.11047229623516767,-0.5567679554943146,0.5998251033275208,0.0037448820988387195,0.29997532132088583,0.49180897271779656,6.769527984106356,4.769598613929323,0.03871068339489375
