cluster_id,candidate_id,physical_source_representation,independent_source_role,independent_source_limit,amplitude_probe_role,source_amplitude_family,response_amplitude_family,probe_scales,benchmark_role,benchmark_values_loaded_after_all_independent_amplitude_runs_complete,observed_kappa_used_to_select_amplitude,observed_kappa_used_in_independent_source,source_rho2_vs_observed_pearson,source_rho2_vs_observed_spearman,source_rho2_vs_observed_count,luminous_positive_sum,luminous_positive_mean,luminous_positive_rms,luminous_positive_max,normalized_rho2_max,normalized_rho2_rms,normalization_divisor,normalization_erases_absolute_photometric_scale,existing_initial_state_strength,source_m10_los_mag_rms_elasticity_loglog_slope,source_m10_los_mag_rms_elasticity_loglog_r2,source_final_angular_centroid_mag_rms_elasticity_loglog_slope,source_final_angular_centroid_mag_rms_elasticity_loglog_r2,source_final_angular_spread_rms_rms_elasticity_loglog_slope,source_final_angular_spread_rms_rms_elasticity_loglog_r2,source_final_angular_rms_angle_mag_rms_elasticity_loglog_slope,source_final_angular_rms_angle_mag_rms_elasticity_loglog_r2,source_final_transverse_velocity_rms_elasticity_loglog_slope,source_final_transverse_velocity_rms_elasticity_loglog_r2,source_final_transverse_displacement_rms_elasticity_loglog_slope,source_final_transverse_displacement_rms_elasticity_loglog_r2,response_m10_los_mag_rms_elasticity_loglog_slope,response_m10_los_mag_rms_elasticity_loglog_r2,response_final_angular_centroid_mag_rms_elasticity_loglog_slope,response_final_angular_centroid_mag_rms_elasticity_loglog_r2,response_final_angular_spread_rms_rms_elasticity_loglog_slope,response_final_angular_spread_rms_rms_elasticity_loglog_r2,response_final_angular_rms_angle_mag_rms_elasticity_loglog_slope,response_final_angular_rms_angle_mag_rms_elasticity_loglog_r2,response_final_transverse_velocity_rms_elasticity_loglog_slope,response_final_transverse_velocity_rms_elasticity_loglog_r2,response_final_transverse_displacement_rms_elasticity_loglog_slope,response_final_transverse_displacement_rms_elasticity_loglog_r2,baseline_m10_los_mag_vs_observed_pearson,baseline_final_angular_rms_angle_mag_vs_observed_pearson,all_g3d_unit_speed_pass,all_first_step_exact_pass,all_angular_covariance_psd_pass,all_angular_direction_mean_bound_pass
Abell2744,PL1_PM1_PS2,M10_interface_field,HST_F160W_positive_luminous_structure_proxy_common_footprint_no_kappa_pixel_values,luminous_structure_proxy_not_mass_map_no_absolute_mass_calibration,dimensionless_sensitivity_only_not_mass_not_fit,scale_rho3_before_existing_initial_state_strength,scale_fixed_baseline_M10_LOS_Rx_Ry_before_G3D,"[0.25, 0.5, 1.0, 2.0, 4.0]",measurement_only_loaded_after_all_independent_amplitude_runs_complete,True,False,False,0.27002331490525705,0.4114354079877749,4096,9.440042211610358,0.01193431379470336,0.04620555464830968,0.4870983665174856,1.0,0.04168557365896372,0.4870983665174856,True,0.18,0.9913498241599948,0.9998551123991065,0.9926750533545207,0.99986955336407,1.0004112193458645,0.9999879580392851,0.9976600383321191,0.999996735022553,0.9976013885917201,0.999995925505127,1.0012697909945594,0.999989262818731,1.0000000000000009,1.0,0.9962338114488306,0.9999984357383183,0.986839197509014,0.9999689191139898,0.9901138152424349,0.9999897144804446,0.9903618928079861,0.9999898917593322,0.9938195048110866,0.99999631677123,0.4014899169350398,0.6727105702509663,True,True,True,True
MACS0416,PL1_PM1_PS2,M10_interface_field,HST_F160W_positive_luminous_structure_proxy_common_footprint_no_kappa_pixel_values,luminous_structure_proxy_not_mass_map_no_absolute_mass_calibration,dimensionless_sensitivity_only_not_mass_not_fit,scale_rho3_before_existing_initial_state_strength,scale_fixed_baseline_M10_LOS_Rx_Ry_before_G3D,"[0.25, 0.5, 1.0, 2.0, 4.0]",measurement_only_loaded_after_all_independent_amplitude_runs_complete,True,False,False,0.12384136620318398,0.5394503912415103,4096,25.99352156769949,0.03794674681415984,0.24076520708212507,4.260955538952304,1.0,0.023107450774170826,4.260955538952304,True,0.18,0.9582685802027548,0.9990575739979163,0.9025325820408637,0.9961135733535602,0.9649355130033332,0.9986691635822613,0.9409684895098993,0.9978088114170873,0.941660838501073,0.9978113223682309,0.9437906583215846,0.9977376160751754,1.0000000000000009,1.0,0.9973740755295537,0.9999978235077205,0.9970108849349126,0.9999975626006355,0.997143060485732,0.9999976775049841,0.9971725222973253,0.9999977288492541,0.9987139840462872,0.999999135710494,0.22195892163225425,0.42458692581085966,True,True,True,True
MACS1149,PL1_PM1_PS2,M10_interface_field,HST_F160W_positive_luminous_structure_proxy_common_footprint_no_kappa_pixel_values,luminous_structure_proxy_not_mass_map_no_absolute_mass_calibration,dimensionless_sensitivity_only_not_mass_not_fit,scale_rho3_before_existing_initial_state_strength,scale_fixed_baseline_M10_LOS_Rx_Ry_before_G3D,"[0.25, 0.5, 1.0, 2.0, 4.0]",measurement_only_loaded_after_all_independent_amplitude_runs_complete,True,False,False,0.0207008035892935,0.4923426913356081,4096,18.64603459845184,0.025507571270111957,0.26586352362499466,6.8856277936837404,1.0,0.01631150103075735,6.8856277936837404,True,0.18,0.8981233791272601,0.9964631920709254,0.7118054050678981,0.9579526873409627,0.8332311155458043,0.9807902459446253,0.7791585613693114,0.971362446798953,0.7807740484073576,0.971494145788133,0.7813192720452433,0.9719558269296185,1.0000000000000018,1.0,0.999669536581571,0.9999996548323818,0.9931675639022411,0.9999969062709411,0.9958575060917056,0.9999987156635064,0.9959784062957886,0.9999987904772666,0.9972636875548756,0.9999985675954496,0.011395402240682077,0.09116335211973742,True,True,True,True
AbellS1063,PL1_PM1_PS2,M10_interface_field,HST_F160W_positive_luminous_structure_proxy_common_footprint_no_kappa_pixel_values,luminous_structure_proxy_not_mass_map_no_absolute_mass_calibration,dimensionless_sensitivity_only_not_mass_not_fit,scale_rho3_before_existing_initial_state_strength,scale_fixed_baseline_M10_LOS_Rx_Ry_before_G3D,"[0.25, 0.5, 1.0, 2.0, 4.0]",measurement_only_loaded_after_all_independent_amplitude_runs_complete,True,False,False,0.1914265541464446,0.5571902359662709,4096,11.197861791934272,0.01850886246600706,0.07648887304944328,1.4281149712030778,1.0,0.02058414363302559,1.4281149712030778,True,0.18,0.9489621006525618,0.9970581182651298,0.9748551410806845,0.9980849090771948,0.9934347997749311,0.9993988075572848,0.9856842146975099,0.9989686905573082,0.9852562078558579,0.9989531346101846,0.9840788765426349,0.9990058458911821,1.0000000000000009,1.0,1.0038555485178622,0.999982999841421,0.990387822612322,0.9999955758717243,0.9958292661809371,0.9999986086277832,0.9957136650762538,0.9999986178766328,0.9949808891641491,0.9999998342254219,0.21184393055849068,0.18067316086736668,True,True,True,True
Abell370,PL1_PM1_PS2,M10_interface_field,HST_F160W_positive_luminous_structure_proxy_common_footprint_no_kappa_pixel_values,luminous_structure_proxy_not_mass_map_no_absolute_mass_calibration,dimensionless_sensitivity_only_not_mass_not_fit,scale_rho3_before_existing_initial_state_strength,scale_fixed_baseline_M10_LOS_Rx_Ry_before_G3D,"[0.25, 0.5, 1.0, 2.0, 4.0]",measurement_only_loaded_after_all_independent_amplitude_runs_complete,True,False,False,0.25602140646018484,0.46953301600289393,4096,15.399105153490492,0.030921897898575284,0.0921556983134961,0.9658001887934137,1.0,0.033271287399524785,0.9658001887934137,True,0.18,0.9854313041499879,0.9997772821498074,0.9900267955231428,0.9998279345351879,1.0165541881489704,0.9999847035624762,1.0070981546753117,0.9999877297677195,1.0068602609788666,0.9999886997164056,1.0084339346202353,0.9999889571066013,1.0000000000000002,1.0,0.997640279070242,0.999999831739673,0.9929785008564586,0.9999964139180854,0.9945818764328451,0.9999986036811567,0.9945473562680499,0.9999985917916816,0.9963606956036135,0.9999987490822598,0.40610941511749377,0.546694539923673,True,True,True,True
