E_in_plane,E_z,F_Dz,cluster_id,correlation_Dz_kappa_gr,f_z,rms_D_total_proj,rms_Dz_proj
0.20263375004257864,0.06498129148300283,0.20720789477246165,Abell2744,-0.010971483874839654,0.24281628981901315,0.004115041646503788,0.0008526691164730542
0.1813444864952702,0.060252609203147976,0.21518365742639176,MACS0416,-0.03514213265492166,0.24939293673612845,0.004043803422203258,0.0008701604103030564
0.15154008495056126,0.044506660021825295,0.22538270300511049,MACS1149,-0.019789654989257267,0.22702065279428188,0.0038022950759003912,0.000856971541829452
0.1553617560501543,0.047983345495549015,0.21230221959365206,AbellS1063,-0.011251623034297765,0.23597000926410028,0.003916899694122982,0.0008315664989880059
0.2160562368315069,0.06770589487336996,0.20632025649203292,Abell370,-0.005658397440893081,0.23860088189563858,0.0042260973729492035,0.0008719294939471862
