cluster_id,curl_magnitude_max,curl_magnitude_rms,curl_x_rms,curl_y_rms,curl_z_rms,divergence_max,divergence_rms,helicity_rms,helicity_total,lane
Abell2744,0.021463858998015325,0.002396441466761563,0.0011768923487677355,0.0011855032129444575,0.0017182660548135853,0.01990430459650136,0.0014579617116281906,3.449541173758873e-06,0.03628183103125564,L4
MACS0416,0.02445879125798616,0.0022579329349869015,0.0011177499007020268,0.0011369201896899268,0.001598846077849457,0.017113205157224948,0.0013517943755454605,3.461151638331722e-06,0.03079912407631517,L4
MACS1149,0.020090681352229366,0.001983974488218887,0.0010349661400645125,0.0010260684861204139,0.0013461735848745212,0.015089914367483897,0.0012063399138203838,2.318938559677389e-06,0.023594801306329856,L4
AbellS1063,0.019974233855871156,0.002005491703579417,0.0010205057057545038,0.0010373893089115683,0.0013799958331112286,0.01935227131053508,0.0012315741369933956,2.3832255914955982e-06,0.02392220667952951,L4
Abell370,0.02274659794814927,0.0024319138056630076,0.0011951128509542011,0.0012050342439625713,0.001741781416405632,0.02230550943498815,0.0014850832653387402,3.608398137204118e-06,0.03734354917178123,L4
