cluster_id,f_z,lane,response_energy_total,response_energy_x,response_energy_y,response_energy_z,rx_max,rx_proj_rms,rx_rms,ry_max,ry_proj_rms,ry_rms,rz_max,rz_rms
Abell2744,0.24281628981901315,L4,0.26761504152558147,0.10151010396152078,0.10112364608105785,0.06498129148300283,0.014812347677966867,0.008589424454352939,0.0016594088714887688,0.014508018562542212,0.010426841386052413,0.001656247101683276,0.012154106550504262,0.0013276785553056922
MACS0416,0.24939293673612847,L4,0.24159709569841817,0.09014983033653172,0.09119465615873848,0.060252609203147976,0.015577931346120802,0.008112352366371166,0.0015638000697021774,0.012910862360459392,0.010062261074334606,0.0015728360920202755,0.014760017249794843,0.0012784586930596155
MACS1149,0.22702065279428188,L4,0.19604674497238656,0.07462187181074692,0.07691821313981434,0.044506660021825295,0.012602201607105153,0.0069074051566375486,0.0014227606350779084,0.01034893661342591,0.009205464114661919,0.0014444860920001766,0.012604340635623015,0.0010987813347518212
AbellS1063,0.2359700092641002,L4,0.20334510154570334,0.07864687278207487,0.07671488326807943,0.047983345495549015,0.013087965010375627,0.007466489142420384,0.0014606275924832694,0.014315537615175605,0.009190823741792496,0.0014425756112619828,0.011895439551377899,0.0011408906831883719
Abell370,0.23860088189563858,L4,0.28376213170487685,0.10752932346031455,0.10852691337119233,0.06770589487336996,0.014004379596958084,0.008738334034144053,0.001707899171998822,0.012942703674079204,0.010858142650779955,0.001715803292913774,0.009952659053490985,0.001355226897385282
