cluster_id,dr_3Dslice,dr_LOS,dr_centering,dr_divproj,r_kappa_L1,r_kappa_L2,r_kappa_L3,r_kappa_L4,r_kappa_L5
Abell2744,-0.14740188578457383,-0.29631652862607544,0.14065734886497827,-0.049895873791305514,0.2519540490312848,0.3926113978962631,0.24520951211168926,-0.05110701651438619,-0.1010028903056917
MACS0416,-0.22242679658013031,-0.1779585218452518,0.10714347959553466,-0.3177291612425483,0.3644889864202237,0.47163246601575837,0.24920566943562805,0.07124714759037626,-0.24648201365217204
MACS1149,-0.22402134503009388,-0.11480641215933254,0.0823858072526395,-0.11250250003952617,0.23662895121166677,0.31901475846430627,0.09499341343421239,-0.019812998725120157,-0.13231549876464632
AbellS1063,-0.20454114722385167,-0.1624290408280814,0.06959687206764587,-0.1753941262737735,0.3228455360618753,0.3924424081295212,0.18790126090566953,0.025472220077588113,-0.14992190619618537
Abell370,-0.15599461023758004,-0.22345857556735083,0.07275058446700022,-0.33225381433845724,0.4268277781281266,0.49957836259512683,0.3435837523575468,0.12012517679019598,-0.21212863754826125
