cluster_id,rho_sha256,minimum,maximum,mean,median,std,nonzero_pixel_fraction,masked_pixel_fraction
Abell2744,50c303c7b216bbc285bf6d76907107307fa80fa7a3de8219b926da54fc6a3c8e,0.0,1.0,0.08002337477794823,0.0702519622286564,0.07605123158762021,0.859375,0.0
MACS0416,552c1d3ad00330b6816190049f7172b1cd4fb7d0578fed842ecb84d5210b6b7b,0.0,1.0,0.06560328421537254,0.05471416244209943,0.0725804683991855,0.783447265625,0.0
MACS1149,f2ce6780b3bac6fc2ae5d8308db247743224ceec0ca602315c9b61a0a3ce027e,0.0,1.0,0.04645475871248057,0.03597262204887091,0.055179844942938455,0.776611328125,0.0
AbellS1063,e4163afe96b8077207a912865a9b427dc6220d6ebde667df29c1b907afccb65f,0.0,1.0,0.052409369306094925,0.03747178910876474,0.06828995068832526,0.72021484375,0.0
Abell370,d63894b56f88ca0870ebbff4ede5ae1383ef5d8621cfd6df40bf4b933c8dc263,0.0,1.0,0.08622661821888833,0.07333819386816531,0.08587787950163474,0.841552734375,0.0
