depth_id,nz,gaussian_sum,gaussian_max,gaussian_min,uniform_sum,profile_width_sigma_cells
Z1,3,0.9999999999999998,0.7869860421615984,0.10650697891920073,1.0,0.5
Z2,9,1.0,0.26655997480060273,0.007614419169296346,1.0,1.5
Z3,17,1.0,0.14116521524064093,0.0026215658034700593,1.0,2.8333333333333335
