cluster_id,lane,e_irr,e_sol,e_total,f_irr_3d,f_sol_3d
Abell2744,L4,0.06364850140503178,0.2117323625079074,0.26761504152558147,0.23783603881976711,0.7911825931042362
MACS0416,L4,0.05539980209362024,0.19276836958442584,0.24159709569841817,0.22930657313354022,0.7978919159899817
MACS1149,L4,0.04291099489875419,0.15692138527173538,0.19604674497238656,0.2188814453654829,0.8004284146305921
AbellS1063,L4,0.04636589748125976,0.1624967179744073,0.20334510154570334,0.22801580725975182,0.7991179366466564
Abell370,L4,0.06745622050963093,0.22449475479450232,0.28376213170487685,0.23772100986254185,0.7911371170131509
