cluster_id,lane,mean_diff_gamma1,mean_diff_gamma2,mean_diff_gamma_mag,mean_diff_kappa,mean_diff_omega,nrmse_gamma1,nrmse_gamma2,nrmse_gamma_mag,nrmse_kappa,nrmse_omega,pearson_gamma1,pearson_gamma2,pearson_gamma_mag,pearson_kappa,pearson_omega,rms_gamma1,rms_gamma2,rms_gamma_mag,rms_kappa,rms_omega,rms_ratio_gamma1,rms_ratio_gamma2,rms_ratio_gamma_mag,rms_ratio_kappa,rms_ratio_omega,sign_agree_gamma1,sign_agree_gamma2,sign_agree_gamma_mag,sign_agree_kappa,sign_agree_omega,spearman_gamma1,spearman_gamma2,spearman_gamma_mag,spearman_kappa,spearman_omega,ssim_gamma1,ssim_gamma2,ssim_gamma_mag,ssim_kappa,ssim_omega,var_ratio_gamma1,var_ratio_gamma2,var_ratio_gamma_mag,var_ratio_kappa,var_ratio_omega
MACS1149,L1,0.39644447702313623,-0.6728444032721769,-0.9440240296569029,-0.014791086420591888,0.0,0.26561599497081795,0.2731591553047486,0.37174952480621765,0.648419494963547,nan,-0.2660623499882612,-0.1390955517073668,0.15293366355291071,0.23662895121166677,nan,0.6216091345070897,1.0125954825457184,1.1446163705628456,0.08404410387911755,0.0,14.131601790029986,52.42842954741916,25.074797366385162,0.544626005298248,0.0,0.4027777777777778,0.5,1.0,0.4270833333333333,1.0,-0.2447378520992328,-0.11338107696450173,0.176578594134928,0.212561136362723,1.0,0.001694235289261344,5.175259550008079e-05,0.0026121205344852394,0.14235951991586637,1.0,123.33495500393936,1536.7882670477418,633.0600583858053,0.15889819419960227,0.0
MACS1149,L2,0.3973279466617008,-0.673510451117244,-0.9446203789165618,-0.013049869757588031,0.0,0.26677202496815755,0.2736882643808391,0.3717317050817222,0.6100190406578513,nan,-0.3450122078551766,-0.25412709759936053,0.19573931368513783,0.31901475846430627,nan,0.6243145393762107,1.0145568792253408,1.1445615036510801,0.07906687571781029,0.0,14.40414690585961,54.252220542358394,25.62259171444892,0.55523635068717,0.0,0.3472222222222222,0.4722222222222222,1.0,0.4583333333333333,1.0,-0.32814603603277753,-0.20328418311370458,0.12853405350662503,0.2803265495581303,1.0,0.00247885942515454,1.1129244158601516e-05,0.00279455528289885,0.2058942547824189,1.0,129.62697918338137,1638.5646661345672,680.964302496499,0.16705248450938173,0.0
MACS1149,L3,0.38807761096491106,-0.6743638179523068,-0.9772586750746631,-0.03160114775153243,0.0,0.25939897494110115,0.27287905316422945,0.3814571082762891,0.3652388095583857,nan,-0.11641830728813923,-0.08906812689065559,-0.1619745459918574,0.09499341343421239,nan,0.6070597229013989,1.011557149556935,1.1745060091958501,0.04733998389875043,0.0,82.50973052393766,543.2925696046424,155.61467169194955,3.183560144163246,0.0,0.5138888888888888,0.5243055555555556,1.0,0.3541666666666667,1.0,-0.12092139581801156,-0.062483171173777975,-0.07775721479409554,0.10666411471331717,1.0,-6.708884445689628e-06,3.139588702368538e-05,0.00024292815594228022,0.005275672103538755,1.0,4044.4118839629714,164027.55267487213,20211.012102837496,5.221183011694353,0.0
MACS1149,L4,0.39398239297410786,-0.6725379260417825,-0.933044136775601,-0.019594289825244016,0.0,0.2614885530541044,0.2731747891197176,0.3697567247627092,0.94748936968373,nan,0.021500085267551705,-0.19928897489477812,-0.023204628395981825,-0.019812998725120157,nan,0.6119498683252527,1.0126534367826718,1.1384805414605834,0.12280768179947416,0.0,10.404259340943588,64.36001696810051,19.544268073701016,0.4011147202794515,0.0,0.4479166666666667,0.5347222222222222,1.0,0.3888888888888889,1.0,0.03120315558074019,-0.14921391799187395,-0.04097643361505291,-0.012359391389267328,1.0,-0.00044515847176913127,5.013869168848276e-05,0.0018655549393832142,-0.0024793046094129796,1.0,64.76863525906161,2333.6632743937894,379.96729306058137,0.08350889163506105,0.0
MACS1149,L5,0.25323057444792796,-0.5733453799373598,-0.19478567630108978,-0.4216221015086032,0.0,0.407927295342364,0.27916476539972584,0.29941566173948814,15.480267457002546,nan,0.2956533159390267,-0.10693394965124585,0.03167319584603869,-0.13231549876464632,nan,0.9546538529332301,1.03485815811052,0.9219004871857566,2.006456030915582,0.0,0.6359421603479489,2.81943237833497,1.1579898321026405,0.02343925289222472,0.0,0.5763888888888888,0.5659722222222222,1.0,0.34375,1.0,0.3357260407749901,-0.05494335467328969,0.15697125335069465,-0.1401710612508992,1.0,0.1494799979287468,-0.019912698420462047,0.041000098103293206,-0.0008739875110755767,1.0,0.24387529725922444,4.795762255202625,1.0201694924494806,0.0002927038625474925,0.0
AbellS1063,L1,1.5179431013843157,0.10983806023464285,-1.7599631553461155,-0.05100294886545052,0.0,0.31951684633023064,0.21676600610587904,0.4211715214018872,0.6167818587733066,nan,-0.18891989749385218,-0.21211237072971087,0.08609196163638712,0.3228455360618753,nan,1.9090016073083544,0.8453863896514757,2.0273091257348335,0.12859583092941163,0.0,30.43384708826578,25.276808615571216,29.381742827348248,0.4985848803448233,0.0,0.4930555555555556,0.3680555555555556,1.0,0.4027777777777778,1.0,-0.16604927480317808,-0.23752456506275393,0.1050108709193864,0.22947234848028164,1.0,-2.2834270514359037e-05,0.0005831539830363175,0.0017419871819928316,-0.051445148831397364,1.0,335.5516608762882,645.2396343209795,630.5615735019442,0.11869351423833364,0.0
AbellS1063,L2,1.5183259791183537,0.10937147191634786,-1.759195978004181,-0.05031628458642597,0.0,0.31959494527527493,0.21780649839717192,0.4210143530141052,0.5927406252029884,nan,-0.19768523527903276,-0.3486829530840103,0.0958167699362451,0.3924424081295212,nan,1.9094682212391407,0.8494443046234692,2.0265525956974586,0.1235833579398657,0.0,30.987106362630918,25.859810462973176,29.947143428189108,0.5072416022171921,0.0,0.4618055555555556,0.3368055555555556,1.0,0.4027777777777778,1.0,-0.16762264446668193,-0.35862178443830905,0.1067942241458994,0.2924814832676256,1.0,-2.319401586995099e-05,0.000967279577715462,0.0017707494793581667,-0.05580000657105815,1.0,347.6873039738594,673.0689356424082,761.3592828577921,0.12279769408994438,0.0
AbellS1063,L3,1.5205752297775368,0.10491467454588028,-1.8118987443989358,-0.046011724612112746,0.0,0.3185794934029169,0.21483630982836285,0.4308263512624668,0.30082559737193504,nan,-0.09345725212444331,-0.23164750164378503,0.036132365690699435,0.18790126090566953,nan,1.9034012508157028,0.837860583375484,2.073782649439902,0.06272058282618678,0.0,269.2391873927158,327.09955175273825,276.5657018377255,4.402298685207597,0.0,0.5590277777777778,0.375,1.0,0.3680555555555556,1.0,-0.12694611560549615,-0.25135986962934387,0.06465283387386518,0.12652815789156407,1.0,2.420545554769755e-05,0.00016170344412568213,0.00015732852187933446,-0.005241532243303933,1.0,26321.148090784805,107212.10366148328,61608.58606583895,9.27629538673705,0.0
AbellS1063,L4,1.5162594913152838,0.10831076047053985,-1.7619418813319563,-0.05424627785157628,0.0,0.318046393884069,0.21553616761146566,0.4217391108188859,0.7048082099999188,nan,0.011534516628809294,-0.15398922985701408,0.035135380949781185,0.025472220077588113,nan,1.900216167305946,0.8405900253906575,2.0300412174036193,0.1469488703689697,0.0,29.031514054989472,46.29548626998011,30.574133910783083,0.4749155316867958,0.0,0.5902777777777778,0.4479166666666667,1.0,0.3298611111111111,1.0,0.023053482512086613,-0.16764575270567336,0.08184134485932106,-0.04330182575182153,1.0,0.00012482362091714236,1.2689321977043795e-05,0.0014271174315057763,-0.007872613051366297,1.0,306.2246932859631,2203.8737377589027,698.2096330868709,0.107978646880829,0.0
AbellS1063,L5,1.3987104876675591,0.09357487333754616,-0.7212819043502954,-0.251921909401898,0.0,0.3628934105143351,0.22231818738762252,0.2938844197216006,12.27843483169635,nan,0.028966113047567153,0.19772761634662075,0.044699655869826965,-0.14992190619618537,nan,2.16816143471034,0.8670398701615654,1.4146126595401314,2.559990225450122,0.0,1.5378298602923022,1.8723637554579704,1.5800728125187142,0.02441660530282551,0.0,0.5868055555555556,0.5659722222222222,1.0,0.3229166666666667,1.0,0.018261537039492987,0.18638653452772788,0.04743016288294371,-0.19740162923131951,1.0,0.005794861304901377,0.04058033114568469,0.048887231264191526,-0.0002755565648775757,1.0,0.8630692580056298,3.4531410616204252,1.9256864051408904,0.0002858887277905664,0.0
Abell370,L1,1.4900039104905467,-0.08183347663499495,-1.9022281845693674,-0.06773423049834583,0.0,0.2936473567212566,0.18661926444994262,0.40481102656811613,0.6501441651129468,nan,-0.29712549910336183,-0.14447599734692904,0.38306940957957425,0.4268277781281266,nan,2.128822684289134,1.0647968138549202,2.273683162721595,0.18964843168628545,0.0,21.66067907339277,25.422249960890614,22.284738125967095,0.4698674228673936,0.0,0.4722222222222222,0.4409722222222222,1.0,0.4201388888888889,1.0,-0.24715366777988096,-0.18929767028762726,0.390496083655844,0.31734192959823815,1.0,-6.417342771183338e-05,-0.0008470826844415554,0.0047241508821068414,-0.007907955149754335,1.0,234.27725261497895,650.3772350570066,415.27887008742374,0.10422784286334684,0.0
Abell370,L2,1.4907149941187592,-0.08435780898974962,-1.9018394942785335,-0.06656893614339511,0.0,0.2942114549992987,0.18690778271611783,0.40517713154096796,0.6470765268170784,nan,-0.33993270863402875,-0.18277558412948422,0.3033701222263017,0.49957836259512683,nan,2.132912165031861,1.0664430175920736,2.275739447402422,0.18875359509001888,0.0,21.137981122990585,25.88984863766268,21.885980637827444,0.45851978880432553,0.0,0.4236111111111111,0.4340277777777778,1.0,0.4583333333333333,1.0,-0.3285333502123949,-0.24654330885869413,0.34447451864533474,0.4146030004541271,1.0,-4.968476279342967e-05,-0.0010507957015356032,0.004187793705154046,0.0025617078031582165,1.0,223.09141104670695,667.7517498043123,381.304391706509,0.09924990995252832,0.0
Abell370,L3,1.4904727688279986,-0.08629133999409319,-1.9796432960757318,-0.0671316995626957,0.0,0.29077137156414123,0.18556218527476218,0.41847327445175464,0.3065244665359669,nan,-0.20194177071680916,-0.129716339056196,0.16280787401145513,0.3435837523575468,nan,2.107972973566358,1.0587654186447732,2.3504192715210688,0.08941383691711267,0.0,222.7693787829808,382.2477578421695,239.2571515149541,4.834050403570842,0.0,0.4861111111111111,0.46875,1.0,0.4131944444444444,1.0,-0.17158922392486406,-0.197667373979721,0.12128158293446503,0.2444474920527752,1.0,1.8402039010677207e-05,0.0007065081041414656,0.00017211665748302093,-0.0038641709837599937,1.0,24811.613961764633,146597.15436516138,52587.760720237726,11.04646503227066,0.0
Abell370,L4,1.4922639062478236,-0.08231494729807716,-1.9278098219376463,-0.06324360923378874,0.0,0.291243149901744,0.1854444302593922,0.410007775541142,0.5612710659833888,nan,-0.04447719233353127,0.008183935371246813,0.20267205342307806,0.12012517679019598,nan,2.111393172672724,1.0580935417860204,2.3028714996624897,0.16372396020219182,0.0,29.049470702373462,57.79054644743718,31.519725915990886,0.6300915730264854,0.0,0.5173611111111112,0.4895833333333333,1.0,0.3958333333333333,1.0,-0.023886886174842966,-0.026770894871578473,0.16429857452306604,0.07068257719156529,1.0,-4.395929705514532e-06,0.001410733574427192,0.0019353807557223163,0.009296918019748504,1.0,421.5060032764939,3506.47485641913,805.230235171488,0.18751300092788886,0.0
Abell370,L5,1.4831068020123073,-0.027036162395974703,-1.194277208231726,-0.07247098260990463,0.0,0.30452571001690026,0.1766916845390612,0.3086367881870627,6.621879407990092,nan,0.15830357033205678,0.3189511531100969,0.24477901865542162,-0.21212863754826125,nan,2.2076862760546145,1.0081528468477943,1.7335058154087015,1.93161626594443,0.0,2.2123348266500784,4.8555013043583966,2.4134017560153858,0.047723719406789204,0.0,0.5034722222222222,0.6354166666666666,1.0,0.3993055555555556,1.0,0.1350234498390461,0.3302393410735887,0.24471524621326293,-0.22381384404550916,1.0,0.0017742458250866796,0.12010120770193998,0.13440925865413453,-0.001918507281232612,1.0,2.4439119679119954,25.30555126118834,4.95067153050506,0.0010751935184604754,0.0
