cluster_id,comparison,dr_pearson,dr_spearman,dr_ssim,newer_lane,newer_pearson,observable,older_lane,older_pearson
Abell2744,centering,0.14065734886497827,0.1555164390002773,0.01945970981677248,L2,0.3926113978962631,kappa,L1,0.2519540490312848
Abell2744,centering,-0.15740746615598256,-0.15144084893641818,3.265665077270896e-05,L2,-0.2031950146113221,gamma1,L1,-0.045787548455339555
Abell2744,centering,0.00665606383384007,0.0063492398394078,-0.00020460108633469317,L2,-0.18271911064592258,gamma2,L1,-0.18937517447976265
Abell2744,centering,-0.11233746212329235,-0.14031473421506335,-0.001411583352005333,L2,0.15416905816281087,gamma_mag,L1,0.2665065202861032
Abell2744,3D_central_slice,-0.14740188578457383,-0.15782977466452866,-0.021790612585108334,L3,0.24520951211168926,kappa,L2,0.3926113978962631
Abell2744,3D_central_slice,0.14418772785284123,0.1725411829007069,-1.772528995986451e-05,L3,-0.05900728675848089,gamma1,L2,-0.2031950146113221
Abell2744,3D_central_slice,0.009166112090911144,0.018553906498036787,0.00033437519767274865,L3,-0.17355299855501144,gamma2,L2,-0.18271911064592258
Abell2744,3D_central_slice,-0.008325331639080225,-0.004866796072805019,-0.003862770163217597,L3,0.14584372652373065,gamma_mag,L2,0.15416905816281087
Abell2744,line_of_sight,-0.29631652862607544,-0.26026056046521906,0.005296834465800004,L4,-0.05110701651438619,kappa,L3,0.24520951211168926
Abell2744,line_of_sight,0.16251008623456356,0.1430520558295054,0.00011349652140882796,L4,0.10350279947608268,gamma1,L3,-0.05900728675848089
Abell2744,line_of_sight,0.1043060948085006,0.07587891684650905,-0.0002567172586427743,L4,-0.06924690374651084,gamma2,L3,-0.17355299855501144
Abell2744,line_of_sight,-0.16542909610730788,-0.20149580635697606,0.0009916961297202758,L4,-0.019585369583577223,gamma_mag,L3,0.14584372652373065
Abell2744,divergence_projection,-0.049895873791305514,-0.07035655008057742,-0.0076231548554056925,L5,-0.1010028903056917,kappa,L4,-0.05110701651438619
Abell2744,divergence_projection,-0.106551878922579,-0.10528616037519742,0.002312731991979618,L5,-0.0030490794464963157,gamma1,L4,0.10350279947608268
Abell2744,divergence_projection,0.24334414869567006,0.2397575242435568,0.12625304639609697,L5,0.1740972449491592,gamma2,L4,-0.06924690374651084
Abell2744,divergence_projection,-0.22517296077320617,-0.16606082892267382,-0.19465578315749957,L5,-0.2447583303567834,gamma_mag,L4,-0.019585369583577223
MACS0416,centering,0.10714347959553466,0.07995701867547589,0.0163608724792505,L2,0.47163246601575837,kappa,L1,0.3644889864202237
MACS0416,centering,-0.12031519314627295,-0.10187417865280976,7.138433039228086e-05,L2,-0.3339285076801094,gamma1,L1,-0.21361331453383645
MACS0416,centering,-0.03153035299021281,-0.04066447238866855,-0.0002335463408077207,L2,-0.26198064855513464,gamma2,L1,-0.23045029556492183
MACS0416,centering,0.01483510463405631,0.0228198883570645,0.0007946430386791331,L2,0.13667761743351592,gamma_mag,L1,0.12184251279945961
MACS0416,3D_central_slice,-0.22242679658013031,-0.20411206089322384,-0.007612190196176936,L3,0.24920566943562805,kappa,L2,0.47163246601575837
MACS0416,3D_central_slice,0.24968582802805805,0.23123661229197562,0.0003084568653757524,L3,-0.08424267965205134,gamma1,L2,-0.3339285076801094
MACS0416,3D_central_slice,0.04694179495861514,0.02735061025845059,0.0003056177549977451,L3,-0.2150388535965195,gamma2,L2,-0.26198064855513464
MACS0416,3D_central_slice,-0.11171622821305696,-0.17126721563804864,-0.0064590030078018005,L3,0.024961389220458964,gamma_mag,L2,0.13667761743351592
MACS0416,line_of_sight,-0.1779585218452518,-0.19290757910050677,-0.013436697220121118,L4,0.07124714759037626,kappa,L3,0.24920566943562805
MACS0416,line_of_sight,0.0620425600931135,0.05148565882594071,0.00021498311546780022,L4,-0.02220011955893784,gamma1,L3,-0.08424267965205134
MACS0416,line_of_sight,0.22844099296663,0.25337330053972806,0.0002571478175091745,L4,0.013402139370110517,gamma2,L3,-0.2150388535965195
MACS0416,line_of_sight,0.00888856999029803,0.015754293108922193,0.0022832751749123107,L4,0.033849959210756994,gamma_mag,L3,0.024961389220458964
MACS0416,divergence_projection,-0.3177291612425483,-0.29120600894590265,0.01816078885556305,L5,-0.24648201365217204,kappa,L4,0.07124714759037626
MACS0416,divergence_projection,0.22426433315009517,0.14535032090311018,0.031273454371072144,L5,0.20206421359115734,gamma1,L4,-0.02220011955893784
MACS0416,divergence_projection,0.10081376757753502,0.053081132022392896,0.06866371232544011,L5,0.11421590694764554,gamma2,L4,0.013402139370110517
MACS0416,divergence_projection,-0.048217028300486894,0.08059751877795594,0.0013688580812930289,L5,-0.014367069089729899,gamma_mag,L4,0.033849959210756994
MACS1149,centering,0.0823858072526395,0.0677654131954073,0.06353473486655253,L2,0.31901475846430627,kappa,L1,0.23662895121166677
MACS1149,centering,-0.07894985786691538,-0.08340818393354474,0.000784624135893196,L2,-0.3450122078551766,gamma1,L1,-0.2660623499882612
MACS1149,centering,-0.11503154589199374,-0.08990310614920285,-4.062335134147927e-05,L2,-0.25412709759936053,gamma2,L1,-0.1390955517073668
MACS1149,centering,0.04280565013222712,-0.04804454062830296,0.00018243474841361058,L2,0.19573931368513783,gamma_mag,L1,0.15293366355291071
MACS1149,3D_central_slice,-0.22402134503009388,-0.17366243484481314,-0.20061858267888016,L3,0.09499341343421239,kappa,L2,0.31901475846430627
MACS1149,3D_central_slice,0.22859390056703738,0.20722464021476597,-0.0024855683096002296,L3,-0.11641830728813923,gamma1,L2,-0.3450122078551766
MACS1149,3D_central_slice,0.16505897070870496,0.1408010119399266,2.0266642865083865e-05,L3,-0.08906812689065559,gamma2,L2,-0.25412709759936053
MACS1149,3D_central_slice,-0.3577138596769952,-0.2062912683007206,-0.0025516271269565697,L3,-0.1619745459918574,gamma_mag,L2,0.19573931368513783
MACS1149,line_of_sight,-0.11480641215933254,-0.1190235061025845,-0.007754976712951734,L4,-0.019812998725120157,kappa,L3,0.09499341343421239
MACS1149,line_of_sight,0.13791839255569094,0.15212455139875175,-0.00043844958732344166,L4,0.021500085267551705,gamma1,L3,-0.11641830728813923
MACS1149,line_of_sight,-0.11022084800412253,-0.08673074681809598,1.8742804664797384e-05,L4,-0.19928897489477812,gamma2,L3,-0.08906812689065559
MACS1149,line_of_sight,0.13876991759587556,0.03678078117904263,0.001622626783440934,L4,-0.023204628395981825,gamma_mag,L3,-0.1619745459918574
MACS1149,divergence_projection,-0.11250250003952617,-0.12781166986163187,0.0016053170983374029,L5,-0.13231549876464632,kappa,L4,-0.019812998725120157
MACS1149,divergence_projection,0.274153230671475,0.30452288519424986,0.14992515640051593,L5,0.2956533159390267,gamma1,L4,0.021500085267551705
MACS1149,divergence_projection,0.09235502524353227,0.09427056331858426,-0.01996283711215053,L5,-0.10693394965124585,gamma2,L4,-0.19928897489477812
MACS1149,divergence_projection,0.05487782424202052,0.19794768696574755,0.03913454316390999,L5,0.03167319584603869,gamma_mag,L4,-0.023204628395981825
AbellS1063,centering,0.06959687206764587,0.06300913478734393,-0.004354857739660788,L2,0.3924424081295212,kappa,L1,0.3228455360618753
AbellS1063,centering,-0.008765337785180571,-0.001573369663503854,-3.5974535559195195e-07,L2,-0.19768523527903276,gamma1,L1,-0.18891989749385218
AbellS1063,centering,-0.13657058235429945,-0.12109721937555512,0.0003841255946791445,L2,-0.3486829530840103,gamma2,L1,-0.21211237072971087
AbellS1063,centering,0.009724808299857987,0.0017833532265129903,2.876229736533515e-05,L2,0.0958167699362451,gamma_mag,L1,0.08609196163638712
AbellS1063,3D_central_slice,-0.20454114722385167,-0.1659533253760615,0.05055847432775422,L3,0.18790126090566953,kappa,L2,0.3924424081295212
AbellS1063,3D_central_slice,0.10422798315458945,0.04067652886118578,4.739947141764854e-05,L3,-0.09345725212444331,gamma1,L2,-0.19768523527903276
AbellS1063,3D_central_slice,0.11703545144022529,0.10726191480896519,-0.0008055761335897799,L3,-0.23164750164378503,gamma2,L2,-0.3486829530840103
AbellS1063,3D_central_slice,-0.05968440424554567,-0.042141390272034215,-0.0016134209574788323,L3,0.036132365690699435,gamma_mag,L2,0.0958167699362451
AbellS1063,line_of_sight,-0.1624290408280814,-0.1698299836433856,-0.0026310808080623645,L4,0.025472220077588113,kappa,L3,0.18790126090566953
