Abell2744__coherence_gain,Abell2744__emergent_memory_index,Abell2744__evolution_activity,Abell2744__multiplicative_coupling_score,Abell2744__orientation_emergence_score,Abell2744__phase_emergence_score,Abell2744__relaxation_time,Abell2744__spatial_correlation_length,Abell2744__temporal_persistence_length,Abell370__coherence_gain,Abell370__emergent_memory_index,Abell370__evolution_activity,Abell370__multiplicative_coupling_score,Abell370__orientation_emergence_score,Abell370__phase_emergence_score,Abell370__relaxation_time,Abell370__spatial_correlation_length,Abell370__temporal_persistence_length,AbellS1063__coherence_gain,AbellS1063__emergent_memory_index,AbellS1063__evolution_activity,AbellS1063__multiplicative_coupling_score,AbellS1063__orientation_emergence_score,AbellS1063__phase_emergence_score,AbellS1063__relaxation_time,AbellS1063__spatial_correlation_length,AbellS1063__temporal_persistence_length,MACS0416__coherence_gain,MACS0416__emergent_memory_index,MACS0416__evolution_activity,MACS0416__multiplicative_coupling_score,MACS0416__orientation_emergence_score,MACS0416__phase_emergence_score,MACS0416__relaxation_time,MACS0416__spatial_correlation_length,MACS0416__temporal_persistence_length,MACS1149__coherence_gain,MACS1149__emergent_memory_index,MACS1149__evolution_activity,MACS1149__multiplicative_coupling_score,MACS1149__orientation_emergence_score,MACS1149__phase_emergence_score,MACS1149__relaxation_time,MACS1149__spatial_correlation_length,MACS1149__temporal_persistence_length,family_code,family_name,is_wrong,state_kind
0.00018396014723806413,0.9995800237875768,0.00777818093248056,0.0,0.004122086941605773,0.0,8.0,3.0,5.0,-0.0010359712917353036,0.9995338967689402,0.008872892579686981,0.0,-0.0034525066950888473,0.0,8.0,3.0,5.0,0.0037249027408244244,0.9996891966939372,0.005013179897571704,0.0,0.006423413957878072,0.0,9.0,3.0,5.0,0.0010401197470614417,0.9995928042584475,0.0063804508026511835,0.0,0.0005286619952499881,0.0,8.0,7.0,5.0,0.0024833353498059617,0.9996364842089392,0.004552908626075381,0.0,-0.00517731786270585,0.0,8.0,4.0,5.0,E1,Linear Relaxation,False,real
-0.005774700621000289,0.9959346775099731,0.8257796711313333,0.5,0.021459145906461984,0.9999373128329332,7.0,65.0,4.0,0.004351270144550732,0.9958978627342505,0.8945535306880484,0.5,0.02055499935073036,0.9999500859288845,7.0,78.0,4.0,-0.003399509250346752,0.9971716548198747,0.7542535411296918,0.5,0.035318208878565675,0.9999488487132211,7.0,1.0,4.0,-0.0033032510735588254,0.9963374879084109,0.792560372563261,0.5,0.026471539585173683,0.999968519380824,7.0,3.0,4.0,0.006837168902544232,0.9965403657461775,0.8680121141845603,0.5,0.02556466174430995,0.999951435838974,6.0,2.0,4.0,E2,Phase Oscillator,False,complex
0.0011101733371073489,0.9884540233706746,3.9816952241458132,0.5,0.0020764290578972775,1.0,8.0,30.0,5.0,0.011294944724091252,0.9882541614551434,3.797842892235658,0.5,0.001147115884555732,1.0,8.0,11.0,5.0,0.017377910607705976,0.9896309441038116,3.4188512854587048,0.5,0.003316882870324913,1.0,8.0,3.0,5.0,0.004825706499600679,0.9883251518946667,3.7646326413833013,0.5,0.006053620921236395,1.0,8.0,5.0,5.0,0.022112353477550608,0.9902187117730256,3.4242820763858166,0.5,-0.003802211237572882,1.0,8.0,8.0,5.0,E3,Orientation Alignment,False,complex
-0.004768482682029445,0.9993238122368847,2.114397182839365,0.5,0.02352759584698295,0.9999506712782873,7.0,5.0,4.0,0.005278051029862345,0.9992364265622325,2.14511066712123,0.5,0.020474336433997743,0.999987149586863,7.0,5.0,4.0,-0.0025886408222649993,0.9993810321584073,2.047781837859974,0.5,0.03590546139920759,0.9999362803670439,7.0,8.0,4.0,-0.0027635712787386245,0.9993572390454104,2.075783799583046,0.5,0.027652397801809402,0.9999823271196693,7.0,3.0,4.0,0.007101300294824377,0.999188601326051,2.07786818019832,0.5,0.026399365951304717,0.9999683515237215,7.0,19.0,4.0,E4,Coupled Oscillator,False,complex
-6.857375459275042e-05,-0.9834175267217624,0.0024178196010073852,0.0,0.0038695530397749524,0.0,1.0,3.0,1.0,-0.00017461276877997218,-0.9852646993101734,0.002847830123954501,0.0,-0.0025911481721335203,0.0,1.0,3.0,1.0,0.0012573517444438276,-0.9802077241509044,0.0014927570349186191,0.0,0.003955862961497497,0.0,1.0,3.0,1.0,-0.0001712862599314971,-0.9834271396673904,0.001985013441560338,0.0,-0.0006827440117429585,0.0,1.0,7.0,1.0,0.0006654520448481221,-0.9820527839704782,0.001387849442208531,0.0,-0.006995201167663666,0.0,1.0,4.0,1.0,E5,Energy Minimisation Evolution,False,real
-0.0005493168369602561,0.9999332095013322,0.48882223104501843,0.0,0.003388809957407447,0.0,14.0,3.0,5.0,-0.0007919348963438019,0.9999128179693654,0.5390709906625697,0.0,-0.003208470299697347,0.0,14.0,2.0,5.0,0.0036012043078025306,0.9998938410024519,0.3965461156779488,0.0,0.006299715524856174,0.0,14.0,3.0,5.0,0.0007847816684305876,0.9999300916860785,0.3825309092400794,0.0,0.00027332391661913944,0.0,14.0,7.0,5.0,0.0020732961971297453,0.9999389320617652,0.2902166893359659,0.0,-0.005587357015382047,0.0,14.0,4.0,5.0,E6,Local Potential Gradient,False,real
-0.0036652101068995395,0.9997679735519898,0.08801947622545073,0.0,0.0002729166874681652,0.0,12.0,3.0,4.0,0.0019151381458311781,0.9997681083462991,0.08806918567881758,0.0,-0.0005013972575223688,0.0,12.0,3.0,4.0,-0.002921672539828646,0.9997678432805301,0.08795533886827761,0.0,-0.00022316132277498633,0.0,12.0,3.0,4.0,-0.0006540662271487103,0.9997680273197193,0.08800939139220038,0.0,-0.0011655239789601641,0.0,12.0,7.0,4.0,0.00751019139005622,0.9997680396914145,0.08794817403119871,0.0,-0.00015046182245556888,0.0,12.0,4.0,4.0,E7,Hamiltonian Evolution,False,hamiltonian
-0.003557014162215567,0.9996994070666929,0.08500650477104184,0.0,0.0003811126321521423,0.0,12.0,3.0,4.0,0.0020344816514838403,0.9996995968528839,0.08505470121139454,0.0,-0.00038205375186970455,0.0,12.0,3.0,4.0,-0.0028651308927967523,0.9996992022998723,0.08494418166856213,0.0,-0.00016661967574308872,0.0,12.0,3.0,4.0,-0.0007323797592722316,0.9996994698067351,0.08499668865458794,0.0,-0.001243837511083679,0.0,12.0,7.0,4.0,0.007652527427934734,0.9996994401521324,0.08493709532387869,0.0,-8.12578457705615e-06,0.0,12.0,4.0,4.0,E8,Weakly Dissipative Evolution,False,hamiltonian
0.0005439292641978921,0.9998954143422442,0.05601428582748012,0.0,0.004482056058565604,0.0,12.0,3.0,5.0,-0.0015283019181981813,0.9998544254038942,0.0630019980374983,0.0,-0.003944837321551725,0.0,12.0,3.0,5.0,0.005199224995886199,0.9999614660973783,0.046353333149047694,0.0,0.00789773621293985,0.0,12.0,3.0,5.0,0.0014371551211152956,0.9998870586764349,0.043891086731850736,0.0,0.0009256973693038373,0.0,12.0,7.0,5.0,0.003543666497812288,0.9999175108736246,0.03315091671751773,0.0,-0.004116986714699494,0.0,12.0,4.0,5.0,E9,Cooperative Field Evolution,False,real
-0.004542965414671771,0.9948741136944276,0.48524004046688446,1.0,0.020771625734804604,0.9999808105502348,6.0,4.0,4.0,0.005273397728811984,0.9947889761967378,0.5316948960985798,1.0,0.01983721827690231,0.9998814144656168,6.0,4.0,4.0,-0.001843573295793112,0.9965250609159282,0.4396241060705499,1.0,0.03514222986919856,0.9999472795201602,6.0,68.0,4.0,-0.0014854558478222526,0.9952888283126986,0.45553494235844194,1.0,0.026312075924259503,0.9999776270930371,6.0,3.0,4.0,0.007039331128388833,0.9956847223967685,0.49435904063028335,1.0,0.025081844719685498,0.9999559028644008,6.0,92.0,4.0,E10,Unified Evolution,False,complex
