method,method_label,runtime_seconds,kappa_min,kappa_max,kappa_mean,kappa_std,kappa_dynamic_range,kappa_n_finite,gamma1_min,gamma1_max,gamma2_min,gamma2_max,gamma_min,gamma_max,gamma_mean,gamma_std,gamma_dynamic_range,gamma_n_finite,deflection_x_max,deflection_y_max,magnification_n_finite,method_metadata_json
histogram,Histogram occupancy (current control),0.000709200045093894,-0.5,-0.5,-0.5,0.0,0.0,25,-4.739948070523732,4.739948070523732,-4.739948070523732,4.739871276916922,0.0,4.739951813794019,0.06265066458052246,0.5406248736671552,4.739951813794019,4096,4.739948070523732,0.08261864657602527,4042,"{""bins"": 64, ""edges_extent"": 8.0}"
kernel,Gaussian KDE (Scott bandwidth),0.13698884705081582,-0.5,-0.5,-0.5,0.0,0.0,660,-9.600935434708166,0.03140131334266886,-4.739896504399684,4.802663743797059,0.0,10.60937247281314,0.08965390238457568,0.8364161882939762,10.60937247281314,4096,4.739953358675598,0.08212843601432183,4044,"{""h_init"": [0.4882093680662645, 0.4882093680662645], ""h_final"": [6.845087619395421e-05, 0.4889409320084786], ""n_photons"": 2000}"
jacobian,Ray-bundle Jacobian (linear fit per bin),0.025922680972144008,1.0,1.0,1.0,0.0,0.0,24,-0.737430258275204,-0.3591503317697552,-0.0013754501765923623,0.0006352318842648496,0.35915175941573113,0.7374304218488781,0.5005712490308153,0.0743018815685965,0.37827866243314695,24,4.739951151249149,0.0821284499333611,4046,"{""fit_per_bin"": [{""bin"": [20, 0], ""n_photons"": 84, ""det_J"": 0.0}, {""bin"": [21, 0], ""n_photons"": 83, ""det_J"": 0.0}, {""bin"": [22, 0], ""n_photons"": 83, ""det_J"": 0.0}, {""bin"": [23, 0], ""n_photons"": 84, ""det_J"": 0.0}, {""bin"": [24, 0], ""n_photons"": 83, ""det_J"": 0.0}, {""bin"": [25, 0], ""n_photons"": 83, ""det_J"": 0.0}, {""bin"": [26, 0], ""n_photons"": 84, ""det_J"": 0.0}, {""bin"": [27, 0], ""n_photons"": 83, ""det_J"": 0.0}, {""bin"": [28, 0], ""n_photons"": 83, ""det_J"": 0.0}, {""bin"": [29, 0], ""n_photons"": 83, ""det_J"": 0.0}, {""bin"": [30, 0], ""n_photons"": 84, ""det_J"": 0.0}, {""bin"": [31, 0], ""n_photons"": 83, ""det_J"": 0.0}, {""bin"": [32, 0], ""n_photons"": 83, ""det_J"": 0.0}, {""bin"": [33, 0], ""n_photons"": 84, ""det_J"": 0.0}, {""bin"": [34, 0], ""n_photons"": 83, ""det_J"": 0.0}, {""bin"": [35, 0], ""n_photons"": 83, ""det_J"": 0.0}, {""bin"": [36, 0], ""n_photons"": 83, ""det_J"": 0.0}, {""bin"": [37, 0], ""n_photons"": 84, ""det_J"": 0.0}, {""bin"": [38, 0], ""n_photons"": 83, ""det_J"": 0.0}, {""bin"": [39, 0], ""n_photons"": 83, ""det_J"": 0.0}, {""bin"": [40, 0], ""n_photons"": 84, ""det_J"": 0.0}, {""bin"": [41, 0], ""n_photons"": 83, ""det_J"": 0.0}, {""bin"": [42, 0], ""n_photons"": 83, ""det_J"": 0.0}, {""bin"": [43, 0], ""n_photons"": 83, ""det_J"": 0.0}]}"
area,Finite area distortion (initial vs final spread),0.025507029960863292,-21705464140.378975,-741823765.5430365,-5192867832.998391,5149017842.038199,20963640374.835938,24,5084372526.809569,187041287058.71506,0.0,0.0,5084372526.809569,187041287058.71506,42813476266.258644,39500462520.12054,181956914531.9055,24,4.739951151249149,0.0821284499333611,4070,"{""formula"": ""kappa = 1 - sqrt(det(C_f)/det(C_i))""}"
divergence,Displacement divergence (∇·d),0.0007309209322556853,-9.545722759762802,-9.357551218808334,-9.479309055768127,0.04163935055098578,0.18817154095446753,25,-9.600931925338314,-9.41407311680466,-4.688579036107108,4.801045222264095,9.414083848378112,10.607714807229147,9.569744472391179,0.30475237853026266,1.1936309588510348,25,4.7399511512491515,0.08212844993336112,4067,"{""formula"": ""kappa = 0.5 * div(x_final - x_initial)""}"
knn,Adaptive k-nearest-neighbour density,0.00300384103320539,-1.5420683459588391,0.15398884410074756,-0.22693426150523027,0.402430996475638,1.6960571900595867,25,-9.600931925338314,0.030593445574537796,-4.739896504399684,4.801045222264095,0.0,10.607714807229147,0.08965352965832982,0.8364117412487192,10.607714807229147,4096,4.7399511512491515,0.08212844993336112,4044,"{""k_neighbours"": 8}"
voronoi,Voronoi area method,0.08780931599903852,-20.691935102004408,1.0,-13.389738621359289,4.2354542834398075,21.691935102004408,25,-9.600931925338314,0.030593445574537796,-4.739896504399684,4.801045222264095,0.0,10.607714807229147,0.08965352965832982,0.8364117412487192,10.607714807229147,4096,4.7399511512491515,0.08212844993336112,4067,"{""method"": ""Voronoi (final positions) vs uniform initial 1D spacing"", ""A_init_uniform"": 0.0030015007503751876, ""A_fin_mean"": 0.04496010136740061, ""A_fin_std"": 0.0722771203629519}"
triangulation,Delaunay triangulation area method,0.025517091038636863,-21705464140.378975,-741823765.5430365,-5192867832.998391,5149017842.038199,20963640374.835938,24,5084372526.809569,187041287058.71506,0.0,0.0,5084372526.809569,187041287058.71506,42813476266.258644,39500462520.12054,181956914531.9055,24,4.739951151249149,0.0821284499333611,4070,"{""formula"": ""kappa = 1 - sqrt(det(C_f)/det(C_i))""}"
