method,rms_kappa_vs_histogram,pearson_kappa_vs_histogram,rms_gamma_vs_histogram,pearson_gamma_vs_histogram,rms_kappa_vs_kernel,pearson_kappa_vs_kernel,rms_gamma_vs_kernel,pearson_gamma_vs_kernel,rms_kappa_vs_jacobian,pearson_kappa_vs_jacobian,rms_gamma_vs_jacobian,pearson_gamma_vs_jacobian,rms_kappa_vs_area,pearson_kappa_vs_area,rms_gamma_vs_area,pearson_gamma_vs_area,rms_kappa_vs_divergence,pearson_kappa_vs_divergence,rms_gamma_vs_divergence,pearson_gamma_vs_divergence,rms_kappa_vs_knn,pearson_kappa_vs_knn,rms_gamma_vs_knn,pearson_gamma_vs_knn,rms_kappa_vs_voronoi,pearson_kappa_vs_voronoi,rms_gamma_vs_voronoi,pearson_gamma_vs_voronoi,rms_kappa_vs_triangulation,pearson_kappa_vs_triangulation,rms_gamma_vs_triangulation,pearson_gamma_vs_triangulation
histogram,0.0,nan,0.0,1.0,0.0,nan,1.00191328070498,-0.012421568169983207,1.5,nan,0.5060556737760226,nan,7312883225.064123,nan,58251869406.09666,nan,8.979405601403348,nan,9.57459572405443,nan,0.4863287000209518,nan,1.0019095348777352,-0.012421582571565766,13.567771914137923,nan,1.0019095348777352,-0.012421582571565766,7312883225.064123,nan,58251869406.09666,nan
kernel,0.0,nan,1.00191328070498,-0.012421568169983207,0.0,nan,0.0,1.0,1.5,nan,9.030444078515096,-0.012120910402609649,7312883225.064123,nan,58251869399.10887,-0.09551390823694376,8.979405601403348,nan,0.0005330299742705357,0.9999985471479869,0.4863287000209518,nan,4.164300111096031e-05,0.9999999987748335,13.567771914137923,nan,4.164300111096031e-05,0.9999999987748335,7312883225.064123,nan,58251869399.10887,-0.09551390823694376
jacobian,1.5,nan,0.5060556737760226,nan,1.5,nan,9.030444078515096,-0.012120910402609649,0.0,nan,0.0,1.0,7312883226.1292715,nan,58251869405.739174,-0.20675644740040847,10.479542500657255,nan,9.030336224038951,-0.012091532970782219,1.300133805184145,nan,9.030336224038951,-0.012091532970782219,15.309435087081775,nan,9.030336224038951,-0.012091532970782219,7312883226.1292715,nan,58251869405.739174,-0.20675644740040847
area,7312883225.064123,nan,58251869406.09666,nan,7312883225.064123,nan,58251869399.10887,-0.09551390823694376,7312883226.1292715,nan,58251869405.739174,-0.20675644740040847,0.0,1.0,0.0,1.0,7312883218.692416,-0.1534672527664434,58251869399.10895,-0.09567202321877544,7312883225.115966,0.4755130563009461,58251869399.10895,-0.09567202321877544,7312883215.274734,0.09606244193329856,58251869399.10895,-0.09567202321877544,0.0,1.0,0.0,1.0
divergence,8.979405601403348,nan,9.57459572405443,nan,8.979405601403348,nan,0.0005330299742705357,0.9999985471479869,10.479542500657255,nan,9.030336224038951,-0.012091532970782219,7312883218.692416,-0.1534672527664434,58251869399.10895,-0.09567202321877544,0.0,1.0,0.0,1.0,9.260234426153387,0.5425280852003526,0.0,1.0,5.782329190689645,-0.5757055361802061,0.0,1.0,7312883218.692416,-0.1534672527664434,58251869399.10895,-0.09567202321877544
knn,0.4863287000209518,nan,1.0019095348777352,-0.012421582571565766,0.4863287000209518,nan,4.164300111096031e-05,0.9999999987748335,1.300133805184145,nan,9.030336224038951,-0.012091532970782219,7312883225.115966,0.4755130563009461,58251869399.10895,-0.09567202321877544,9.260234426153387,0.5425280852003526,0.0,1.0,0.0,1.0,0.0,1.0,13.875158513927985,-0.34015734349831667,0.0,1.0,7312883225.115966,0.4755130563009461,58251869399.10895,-0.09567202321877544
voronoi,13.567771914137923,nan,1.0019095348777352,-0.012421582571565766,13.567771914137923,nan,4.164300111096031e-05,0.9999999987748335,15.309435087081775,nan,9.030336224038951,-0.012091532970782219,7312883215.274734,0.09606244193329856,58251869399.10895,-0.09567202321877544,5.782329190689645,-0.5757055361802061,0.0,1.0,13.875158513927985,-0.34015734349831667,0.0,1.0,0.0,1.0,0.0,1.0,7312883215.274734,0.09606244193329856,58251869399.10895,-0.09567202321877544
triangulation,7312883225.064123,nan,58251869406.09666,nan,7312883225.064123,nan,58251869399.10887,-0.09551390823694376,7312883226.1292715,nan,58251869405.739174,-0.20675644740040847,0.0,1.0,0.0,1.0,7312883218.692416,-0.1534672527664434,58251869399.10895,-0.09567202321877544,7312883225.115966,0.4755130563009461,58251869399.10895,-0.09567202321877544,7312883215.274734,0.09606244193329856,58251869399.10895,-0.09567202321877544,0.0,1.0,0.0,1.0
