candidate_id,candidate_label,family,cluster_id,cluster_label,metric_group,cmp_finite_pixels,cmp_rms_error,cmp_mean_abs_error,cmp_median_abs_error,cmp_max_abs_error,cmp_mean_relative_error_percent,cmp_median_relative_error_percent,cmp_pearson_correlation,cmp_predicted_min,cmp_predicted_max,cmp_predicted_mean,cmp_observed_min,cmp_observed_max,cmp_observed_mean,cmp_predicted_dynamic_range,cmp_observed_dynamic_range,cmp_predicted_peak_index,cmp_observed_peak_index,cmp_peak_location_distance_pixels,cmp_ssim,pipeline_runtime_seconds,max_conservation_error
1,"max(kappa, 0)",direct,Abell370,Abell 370,comparison_gamma1,4096,0.519500503780331,0.11507691828929323,0.049604424349372817,4.92783209790246,579.2910860002842,100.0,-0.006958272212907265,-4.739944259919189,4.739944259919189,-2.405573570202213e-19,-0.4928266704082489,0.3075925409793854,-0.011296329791970056,9.479888519838378,0.8004192113876343,"[40, 17]","[29, 0]",20.248456731316587,0.06431111592584446,0.00953985599335283,2.220446049250313e-16
1,"max(kappa, 0)",direct,Abell370,Abell 370,comparison_gamma2,4096,0.16806239867222825,0.0639904911671973,0.04856927511060582,4.826420643614999,108.99794055259827,100.0,-0.02498481626984878,-4.739880615280389,4.739853713853981,4.336808689942018e-19,-0.32441097497940063,0.2763311266899109,0.0182991790713386,9.47973432913437,0.6007421016693115,"[43, 18]","[31, 0]",21.633307652783937,0.3598379345546015,0.00953985599335283,2.220446049250313e-16
1,"max(kappa, 0)",direct,Abell370,Abell 370,comparison_gamma,4096,0.5350353454873749,0.15475273141067902,0.08936316147446632,4.703585237355354,171.3854030812136,100.0,-0.009916582236418277,0.0,4.739944773980541,0.06037643706227555,0.0014949318720027804,0.5116289854049683,0.09705151540649613,4.739944773980541,0.5101340535329655,"[40, 17]","[29, 0]",20.248456731316587,0.05889174292670242,0.00953985599335283,2.220446049250313e-16
2,|kappa|,direct,Abell2744,Abell 2744,comparison_kappa,25,0.5567551329841356,0.5512439729208275,0.5431494581557457,0.7083742767572403,1837.9839668269924,921.5588760259058,nan,-0.5,-0.5,-0.5,-0.13970666074208693,0.2083742767572403,0.051243972920827476,0.0,0.3480809374993272,"[20, 0]","[33, 32]",34.539832078341085,-0.007204360225312317,0.009590415982529521,2.220446049250313e-16
2,|kappa|,direct,Abell2744,Abell 2744,comparison_gamma1,4096,0.5270158291266298,0.1058177056154182,0.04030919583544004,4.85873521807657,567.8189261358227,100.0,0.005717429722262887,-4.739950954457802,4.739950954457802,-3.049318610115481e-19,-0.3198103600506129,0.3131638814442414,-0.013846408134187567,9.479901908915604,0.6329742414948543,"[43, 17]","[32, 33]",19.4164878389476,0.06361140216203547,0.009590415982529521,2.220446049250313e-16
2,|kappa|,direct,Abell2744,Abell 2744,comparison_gamma2,4096,0.16041498439963028,0.04860374415565349,0.03736477989762549,4.879102042271804,164.77283625347943,100.0,-0.03997312171693849,-4.739950954457802,4.739892235352706,0.0,-0.3903151304543438,0.1792275607585907,-0.005067061197881819,9.47984318981051,0.5695426912129344,"[44, 18]","[33, 33]",18.601075237738275,0.4272355294277344,0.009590415982529521,2.220446049250313e-16
2,|kappa|,direct,Abell2744,Abell 2744,comparison_gamma,4096,0.5430832064728006,0.13650715708879155,0.07042340876271301,4.720814931725258,207.55661620578897,100.0,-0.019335254979534287,0.0,4.739965292759497,0.06263783485675313,0.0010240572737529874,0.4387801225358414,0.07598132846631889,4.739965292759497,0.43775606526208843,"[42, 17]","[33, 33]",18.35755975068582,0.06075417907330601,0.009590415982529521,2.220446049250313e-16
2,|kappa|,direct,MACS0416,MACS J0416,comparison_kappa,25,0.5807003077102626,0.5698305641043754,0.5739773660898209,0.7863929271697998,2000000000000846.0,508.7558765362149,nan,-0.5,-0.5,-0.5,-0.167955681681633,0.2863929271697998,0.06983056410437545,0.0,0.4543486088514328,"[20, 0]","[32, 32]",34.17601498127012,-0.004839926989065742,0.00956306594889611,2.220446049250313e-16
2,|kappa|,direct,MACS0416,MACS J0416,comparison_gamma1,4096,0.5283346341588918,0.10865760974840777,0.041116722282908455,4.833936552836885,455.3722039416092,100.0,0.0009377179345172934,-4.739932404250816,4.739932404250816,-6.776263578034403e-20,-0.5153349921150346,0.3970712721347809,-0.010922311339233118,9.479864808501633,0.9124062642498155,"[35, 17]","[29, 32]",16.15549442140351,0.06436738037697684,0.00956306594889611,2.220446049250313e-16
2,|kappa|,direct,MACS0416,MACS J0416,comparison_gamma2,4096,0.16304087650401927,0.055093513009912505,0.04051517331529231,4.862814487072025,256.004947596431,100.0,-0.0012053426329835496,-4.739921744566004,4.73992400261706,-4.336808689942018e-19,-0.3220425773234601,0.4376878175695812,0.007521701997983666,9.479845747183063,0.7597303948930413,"[18, 18]","[29, 33]",18.601075237738275,0.42164462511034706,0.00956306594889611,2.220446049250313e-16
2,|kappa|,direct,MACS0416,MACS J0416,comparison_gamma,4096,0.5445066590402741,0.14375097997003322,0.07641509266954585,4.737923994223464,250.67670225405502,100.0,-0.01003755437818827,0.0,4.739965662668571,0.06274688165201779,0.0,0.5607741560817849,0.0834989090779363,4.739965662668571,0.5607741560817849,"[18, 18]","[29, 32]",17.804493814764857,0.060085064018738976,0.00956306594889611,2.220446049250313e-16
2,|kappa|,direct,MACS1149,MACS J1149,comparison_kappa,25,0.5176523609073103,0.5092472227693846,0.48785638328020764,0.7149682492017746,2401.878235504037,654.0323492207526,nan,-0.5,-0.5,-0.5,-0.1546057164669037,0.2149682492017746,0.009247222769384602,0.0,0.3695739656686783,"[20, 0]","[33, 32]",34.539832078341085,-0.0009367790210695901,0.009455146035179496,2.220446049250313e-16
