cluster_id,candidate_id,metric,raw_value,reciprocal,d_alpha,d_3alpha,d_6alpha,nearest_target,log_distance,input_dependency
Abell2744,PL2_PM1_PS2,f_z,0.27367841456684633,3.653923534973375,1.5740752157337365,1.0969539610140742,0.7959239653500929,6alpha,0.7959239653500929,True
Abell2744,PL2_PM1_PS2,F_Dz,0.3803263657599921,2.629320736157055,1.7169911039427563,1.239869849223094,0.9388398535591128,6alpha,0.9388398535591128,True
Abell2744,PL2_PM1_PS2,response_energy,7.30963414616074e-05,13680.575251843937,1.9992696888923716,2.476390943612034,2.777420939276015,alpha,1.9992696888923716,True
Abell2744,PL2_PM1_PS2,helicity_total,3.652614729981924e-07,2737764.7902245326,4.300561463389094,4.777682718108757,5.078712713772738,alpha,4.300561463389094,True
Abell2744,PL2_PM2_PS1,f_irr_3d,0.5121600156244145,1.9525147795476019,1.8462403404887846,1.369119085769122,1.0680890901051407,6alpha,1.0680890901051407,True
Abell2744,PL2_PM2_PS1,f_z,0.27345544245934966,3.656902897987318,1.5737212418020512,1.0965999870823886,0.7955699914184075,6alpha,0.7955699914184075,True
Abell2744,PL2_PM2_PS1,F_Dz,0.31093099583856765,3.2161476770852087,1.6294986882393538,1.1523774335196915,0.8513474378557103,6alpha,0.8513474378557103,True
Abell2744,PL2_PM2_PS1,response_energy,4.9217321042780996e-05,20318.05020697436,2.1710473587144152,2.648168613434078,2.949198609098059,alpha,2.1710473587144152,True
Abell2744,PL2_PM2_PS1,helicity_total,1.3111894569180483e-07,7626662.910716966,4.7454998810819475,5.222621135801609,5.5236511314655905,alpha,4.7454998810819475,True
Abell2744,PL2_PM2_PS2,f_irr_3d,0.5144026760848217,1.9440023283142998,1.848137889698543,1.3710166349788806,1.0699866393148993,6alpha,1.0699866393148993,True
Abell2744,PL2_PM2_PS2,f_z,0.251960608239686,3.968874368840689,1.5381673185174112,1.0610460637977486,0.7600160681337674,6alpha,0.7600160681337674,True
Abell2744,PL2_PM2_PS2,F_Dz,0.3344056030679708,2.990380516431543,1.6611082160043211,1.1839869612846587,0.8829569656206775,6alpha,0.8829569656206775,True
Abell2744,PL2_PM2_PS2,response_energy,3.6291894172835454e-05,27554.36228369975,2.303355693755886,2.7804769484755485,3.0815069441395297,alpha,2.303355693755886,True
Abell2744,PL2_PM2_PS2,helicity_total,1.5926359254089151e-07,6278898.925021086,4.66104882159154,5.138170076311202,5.439200071975184,alpha,4.66104882159154,True
Abell2744,PL3_PM1_PS1,f_irr_3d,0.49869928877085967,2.005216415015735,1.8346734192815102,1.3575521645618478,1.0565221688978665,6alpha,1.0565221688978665,True
Abell2744,PL3_PM1_PS1,f_z,0.2908798948068815,3.437845027632149,1.6005483749244194,1.123427120204757,0.8223971245407757,6alpha,0.8223971245407757,True
Abell2744,PL3_PM1_PS1,F_Dz,0.354144134666253,2.823709055473711,1.6860147238502412,1.2088934691305788,0.9078634734665977,6alpha,0.9078634734665977,True
Abell2744,PL3_PM1_PS1,response_energy,7.380538269048827e-05,13549.147278236062,1.9950772931094247,2.472198547829087,2.7732285434930684,alpha,1.9950772931094247,True
Abell2744,PL3_PM1_PS1,helicity_total,3.4250914784032047e-07,2919630.0487314435,4.328493154305477,4.805614409025139,5.106644404689121,alpha,4.328493154305477,True
Abell2744,PL3_PM1_PS2,f_irr_3d,0.487369715864398,2.051830401949374,1.8246932099753668,1.3475719552557044,1.0465419595917231,6alpha,1.0465419595917231,True
Abell2744,PL3_PM1_PS2,f_z,0.2776567102042041,3.601569719905363,1.5803428440864176,1.103221589366755,0.8021915937027738,6alpha,0.8021915937027738,True
Abell2744,PL3_PM1_PS2,F_Dz,0.3803362562947284,2.6292523614290526,1.7170023977924467,1.2398811430727843,0.9388511474088032,6alpha,0.9388511474088032,True
Abell2744,PL3_PM1_PS2,response_energy,7.301590961906614e-05,13695.645308223031,1.9997478296184912,2.4768690843381536,2.777899080002135,alpha,1.9997478296184912,True
Abell2744,PL3_PM1_PS2,helicity_total,4.186734626867205e-07,2388496.260505211,4.241289895236888,4.718411149956551,5.019441145620532,alpha,4.241289895236888,True
Abell2744,PL3_PM2_PS1,f_irr_3d,0.5104778208692667,1.9589489672580698,1.8448115481391945,1.3676902934195319,1.0666602977555508,6alpha,1.0666602977555508,True
Abell2744,PL3_PM2_PS1,f_z,0.27829848120710526,3.5932643098250185,1.5813455066509992,1.1042242519313366,0.8031942562673555,6alpha,0.8031942562673555,True
Abell2744,PL3_PM2_PS1,F_Dz,0.3139647355114794,3.185071082492439,1.633715541338318,1.1565942866186556,0.8555642909546743,6alpha,0.8555642909546743,True
Abell2744,PL3_PM2_PS1,response_energy,4.927356620043826e-05,20294.85740756279,2.1705513338547875,2.64767258857445,2.9487025842384313,alpha,2.1705513338547875,True
Abell2744,PL3_PM2_PS1,helicity_total,1.599231573419211e-07,6253003.108624014,4.659253974146552,5.136375228866215,5.437405224530196,alpha,4.659253974146552,True
Abell2744,PL3_PM2_PS2,f_irr_3d,0.512794871258965,1.9500975069132334,1.8467783433563811,1.3696570886367185,1.0686270929727373,6alpha,1.0686270929727373,True
Abell2744,PL3_PM2_PS2,f_z,0.25667139935327904,3.8960320570178273,1.54621214879152,1.0690908940718575,0.7680608984078763,6alpha,0.7680608984078763,True
Abell2744,PL3_PM2_PS2,F_Dz,0.3373140623842289,2.9645962369067096,1.664869117435557,1.1877478627158946,0.8867178670519136,6alpha,0.8867178670519136,True
Abell2744,PL3_PM2_PS2,response_energy,3.587672233523872e-05,27873.226284603574,2.3083525701252343,2.785473824844897,3.086503820508878,alpha,2.3083525701252343,True
Abell2744,PL3_PM2_PS2,helicity_total,1.6203128515722258e-07,6171647.648351845,4.653566452922743,5.130687707642406,5.431717703306387,alpha,4.653566452922743,True
Abell2744,PL4_PM1_PS1,f_irr_3d,0.4977686286449882,2.0089654961225096,1.833862192612495,1.3567409378928326,1.0557109422288513,6alpha,1.0557109422288513,True
Abell2744,PL4_PM1_PS1,f_z,0.2764096553127217,3.6178186281829756,1.5783878798213513,1.101266625101689,0.8002366294377077,6alpha,0.8002366294377077,True
Abell2744,PL4_PM1_PS1,F_Dz,0.3459195917646503,2.8908452247491074,1.6758098301827145,1.198688575463052,0.8976585797990708,6alpha,0.8976585797990708,True
Abell2744,PL4_PM1_PS1,response_energy,7.389156421869896e-05,13533.344578283275,1.994570469276232,2.4716917239958947,2.772721719659876,alpha,1.994570469276232,True
Abell2744,PL4_PM1_PS1,helicity_total,3.0136999482306624e-07,3318180.3669177424,4.384065318912274,4.861186573631936,5.162216569295917,alpha,4.384065318912274,True
Abell2744,PL4_PM1_PS2,f_irr_3d,0.49149081768088343,2.0346260072945714,1.8283500789399996,1.3512288242203372,1.050198828556356,6alpha,1.050198828556356,True
Abell2744,PL4_PM1_PS2,f_z,0.2646385611691103,3.778738803529756,1.5594877970742385,1.082366542354576,0.7813365466905948,6alpha,0.7813365466905948,True
Abell2744,PL4_PM1_PS2,F_Dz,0.3733774537257275,2.678254913416844,1.708982760115655,1.2318615053959925,0.9308315097320113,6alpha,0.9308315097320113,True
Abell2744,PL4_PM1_PS2,response_energy,7.311392969327034e-05,13677.284263001986,1.9991652027720168,2.476286457491679,2.7773164531556604,alpha,1.9991652027720168,True
Abell2744,PL4_PM1_PS2,helicity_total,3.144637218039693e-07,3180017.0597210606,4.365594779394636,4.842716034114298,5.1437460297782795,alpha,4.365594779394636,True
Abell2744,PL4_PM2_PS1,f_irr_3d,0.5146655493584936,1.9430093994953672,1.848359768893442,1.3712385141737795,1.0702085185097983,6alpha,1.0702085185097983,True
Abell2744,PL4_PM2_PS1,f_z,0.26219023582246387,3.8140245645040998,1.555451184615387,1.0783299298957245,0.7772999342317433,6alpha,0.7772999342317433,True
Abell2744,PL4_PM2_PS1,F_Dz,0.30131806237228664,3.318752258417462,1.6158598364758519,1.1387385817561895,0.8377085860922082,6alpha,0.8377085860922082,True
Abell2744,PL4_PM2_PS1,response_energy,4.9284570482986566e-05,20290.32596206166,2.1704543535471497,2.6475756082668123,2.948605603930793,alpha,2.1704543535471497,True
Abell2744,PL4_PM2_PS1,helicity_total,1.0630004628566803e-07,9407333.627236864,4.836631875934359,5.313753130654022,5.614783126318003,alpha,4.836631875934359,True
Abell2744,PL4_PM2_PS2,f_irr_3d,0.5193115949975184,1.9256261744064824,1.8522626899098726,1.37514143519021,1.074111439526229,6alpha,1.074111439526229,True
Abell2744,PL4_PM2_PS2,f_z,0.24208584464757135,4.130766098512701,1.5208040663615394,1.043682811641877,0.7426528159778958,6alpha,0.7426528159778958,True
Abell2744,PL4_PM2_PS2,F_Dz,0.3186807426611754,3.1379367063393917,1.6401904910246383,1.163069236304976,0.8620392406409947,6alpha,0.8620392406409947,True
Abell2744,PL4_PM2_PS2,response_energy,3.762877464817333e-05,26575.406968468596,2.2876452534726845,2.764766508192347,3.0657965038563284,alpha,2.2876452534726845,True
Abell2744,PL4_PM2_PS2,helicity_total,1.3743831428853237e-07,7275991.452431823,4.725057509758751,5.202178764478414,5.503208760142395,alpha,4.725057509758751,True
Abell2744,PL5_PM1_PS1,f_irr_3d,0.49980462012116905,2.0007818250210794,1.8356349368037206,1.358513682084058,1.057483686420077,6alpha,1.057483686420077,True
Abell2744,PL5_PM1_PS1,f_z,0.2986933561216381,3.347915109276036,1.6120602330780218,1.1349389783583594,0.8339089826943783,6alpha,0.8339089826943783,True
Abell2744,PL5_PM1_PS1,F_Dz,0.352133711881986,2.8398303435802243,1.6835422751278504,1.206421020408188,0.9053910247442067,6alpha,0.9053910247442067,True
Abell2744,PL5_PM1_PS1,response_energy,7.365639983538254e-05,13576.552780680806,1.9959548418922624,2.473076096611925,2.774106092275906,alpha,1.9959548418922624,True
Abell2744,PL5_PM1_PS1,helicity_total,2.3181583216680362e-07,4313769.213486884,4.498022236207578,4.97514349092724,5.2761734865912215,alpha,4.498022236207578,True
Abell2744,PL5_PM1_PS2,f_irr_3d,0.5028211959627489,1.9887785320690503,1.8382482471220014,1.3611269924023388,1.0600969967383578,6alpha,1.0600969967383578,True
Abell2744,PL5_PM1_PS2,f_z,0.2869582118460888,3.4848279600249046,1.5946533278496577,1.1175320731299951,0.8165020774660141,6alpha,0.8165020774660141,True
Abell2744,PL5_PM1_PS2,F_Dz,0.35878478510367706,2.787186194952589,1.6916686881852137,1.2145474334655513,0.9135174378015701,6alpha,0.9135174378015701,True
Abell2744,PL5_PM1_PS2,response_energy,7.258437300324902e-05,13777.070168467777,2.0023221998928835,2.479443454612546,2.7804734502765274,alpha,2.0023221998928835,True
Abell2744,PL5_PM1_PS2,helicity_total,7.677495496587143e-08,13025080.906195613,4.97794575919056,5.455067013910223,5.756097009574204,alpha,4.97794575919056,True
Abell2744,PL5_PM2_PS1,f_irr_3d,0.5104351818109005,1.9591126075053094,1.844775270987813,1.3676540162681505,1.0666240206041693,6alpha,1.0666240206041693,True
Abell2744,PL5_PM2_PS1,f_z,0.2869717068892966,3.4846640835772855,1.5946737513285807,1.1175524966089183,0.8165225009449371,6alpha,0.8165225009449371,True
Abell2744,PL5_PM2_PS1,F_Dz,0.31484490994321196,3.176166958457001,1.6349313469520734,1.157810092232411,0.8567800965684298,6alpha,0.8567800965684298,True
Abell2744,PL5_PM2_PS1,response_energy,4.951504485380719e-05,20195.88193755035,2.168428152763128,2.64554940748279,2.9465794031467714,alpha,2.168428152763128,True
Abell2744,PL5_PM2_PS1,helicity_total,4.122874558892366e-08,24254921.79584178,5.2479652082465496,5.725086462966212,6.026116458630193,alpha,5.2479652082465496,True
Abell2744,PL5_PM2_PS2,f_irr_3d,0.5259736377043586,1.9012359713778737,1.8577986478892294,1.380677393169567,1.0796473975055858,6alpha,1.0796473975055858,True
Abell2744,PL5_PM2_PS2,f_z,0.2707951891485638,3.6928277904205284,1.5694756149994176,1.0923543602797552,0.7913243646157739,6alpha,0.7913243646157739,True
Abell2744,PL5_PM2_PS2,F_Dz,0.31456842268722557,3.1789586235561127,1.6345497951447319,1.1574285404250695,0.8563985447610882,6alpha,0.8563985447610882,True
Abell2744,PL5_PM2_PS2,response_energy,3.682304548167863e-05,27156.906413337045,2.297045625207807,2.7741668799274692,3.0751968755914505,alpha,2.297045625207807,True
Abell2744,PL5_PM2_PS2,helicity_total,-2.2989765567462448e-09,-434976162.3560468,6.501630786880643,6.9787520416003055,7.279782037264287,alpha,6.501630786880643,True
Abell2744,PL6_PM1_PS1,f_irr_3d,0.49916433390609877,2.0033482604310366,1.835078217183954,1.3579569624642915,1.0569269668003103,6alpha,1.0569269668003103,True
Abell2744,PL6_PM1_PS1,f_z,0.2862604199704482,3.493322618974827,1.5935959745328616,1.116474719813199,0.8154447241492179,6alpha,0.8154447241492179,True
Abell2744,PL6_PM1_PS1,F_Dz,0.35253906707362564,2.8365650601530525,1.684041921339865,1.2069206666202026,0.9058906709562214,6alpha,0.9058906709562214,True
Abell2744,PL6_PM1_PS1,response_energy,7.382479529507933e-05,13545.584461195971,1.994963078153961,2.4720843328736235,2.7731143285376048,alpha,1.994963078153961,True
Abell2744,PL6_PM1_PS1,helicity_total,2.646762899131925e-07,3778200.156606306,4.440450291247454,4.9175715459671165,5.218601541631098,alpha,4.440450291247454,True
Abell2744,PL6_PM1_PS2,f_irr_3d,0.48866323602668726,2.046399086886469,1.8258443370895017,1.3487230823698393,1.047693086705858,6alpha,1.047693086705858,True
Abell2744,PL6_PM1_PS2,f_z,0.27367841456684633,3.653923534973375,1.5740752157337365,1.0969539610140742,0.7959239653500929,6alpha,0.7959239653500929,True
Abell2744,PL6_PM1_PS2,F_Dz,0.3803263657599921,2.629320736157055,1.7169911039427563,1.239869849223094,0.9388398535591128,6alpha,0.9388398535591128,True
Abell2744,PL6_PM1_PS2,response_energy,7.30963414616074e-05,13680.575251843937,1.9992696888923716,2.476390943612034,2.777420939276015,alpha,1.9992696888923716,True
Abell2744,PL6_PM1_PS2,helicity_total,3.652614729981924e-07,2737764.7902245326,4.300561463389094,4.777682718108757,5.078712713772738,alpha,4.300561463389094,True
Abell2744,PL6_PM2_PS1,f_irr_3d,0.5121600156244145,1.9525147795476019,1.8462403404887846,1.369119085769122,1.0680890901051407,6alpha,1.0680890901051407,True
Abell2744,PL6_PM2_PS1,f_z,0.27345544245934966,3.656902897987318,1.5737212418020512,1.0965999870823886,0.7955699914184075,6alpha,0.7955699914184075,True
Abell2744,PL6_PM2_PS1,F_Dz,0.31093099583856765,3.2161476770852087,1.6294986882393538,1.1523774335196915,0.8513474378557103,6alpha,0.8513474378557103,True
Abell2744,PL6_PM2_PS1,response_energy,4.9217321042780996e-05,20318.05020697436,2.1710473587144152,2.648168613434078,2.949198609098059,alpha,2.1710473587144152,True
Abell2744,PL6_PM2_PS1,helicity_total,1.3111894569180483e-07,7626662.910716966,4.7454998810819475,5.222621135801609,5.5236511314655905,alpha,4.7454998810819475,True
Abell2744,PL6_PM2_PS2,f_irr_3d,0.5144026760848217,1.9440023283142998,1.848137889698543,1.3710166349788806,1.0699866393148993,6alpha,1.0699866393148993,True
Abell2744,PL6_PM2_PS2,f_z,0.251960608239686,3.968874368840689,1.5381673185174112,1.0610460637977486,0.7600160681337674,6alpha,0.7600160681337674,True
Abell2744,PL6_PM2_PS2,F_Dz,0.3344056030679708,2.990380516431543,1.6611082160043211,1.1839869612846587,0.8829569656206775,6alpha,0.8829569656206775,True
Abell2744,PL6_PM2_PS2,response_energy,3.6291894172835454e-05,27554.36228369975,2.303355693755886,2.7804769484755485,3.0815069441395297,alpha,2.303355693755886,True
Abell2744,PL6_PM2_PS2,helicity_total,1.5926359254089151e-07,6278898.925021086,4.66104882159154,5.138170076311202,5.439200071975184,alpha,4.66104882159154,True
MACS0416,PL1_PM1_PS1,f_irr_3d,0.4946553299206383,2.0216096734678635,1.8311373634097352,1.3540161086900728,1.0529861130260916,6alpha,1.0529861130260916,True
MACS0416,PL1_PM1_PS1,f_z,0.23090359045088613,4.330811825174727,1.500265356500641,1.0231441017809786,0.7221141061169974,6alpha,0.7221141061169974,True
MACS0416,PL1_PM1_PS1,F_Dz,0.26852534508015624,3.7240432544700566,1.5658199538048345,1.0886986990851721,0.787668703421191,6alpha,0.787668703421191,True
MACS0416,PL1_PM1_PS1,response_energy,6.892398495429964e-05,14508.737425194648,2.0247949506038774,2.50191620532354,2.8029462009875212,alpha,2.0247949506038774,True
MACS0416,PL1_PM1_PS1,helicity_total,-3.227178051517553e-07,-3098682.452707431,4.3543424023781085,4.831463657097771,5.132493652761752,alpha,4.3543424023781085,True
MACS0416,PL1_PM1_PS2,f_irr_3d,0.5172394453686536,1.933340562004638,1.8505263077863756,1.3734050530667132,1.072375057402732,6alpha,1.072375057402732,True
MACS0416,PL1_PM1_PS2,f_z,0.2216330115211679,4.5119632365979525,1.4824691180743235,1.005347863354661,0.7043178676906798,6alpha,0.7043178676906798,True
MACS0416,PL1_PM1_PS2,F_Dz,0.27407318271426445,3.648660515036789,1.5747012135714056,1.0975799588517432,0.796549963187762,6alpha,0.796549963187762,True
MACS0416,PL1_PM1_PS2,response_energy,7.003664736119585e-05,14278.23914589685,2.017839981231965,2.494961235951627,2.7959912316156084,alpha,2.017839981231965,True
MACS0416,PL1_PM1_PS2,helicity_total,-2.7315900440673017e-07,-3660871.4480120637,4.426749808401024,4.903871063120687,5.204901058784667,alpha,4.426749808401024,True
MACS0416,PL1_PM2_PS1,f_irr_3d,0.532448650949357,1.87811537923328,1.863112401452609,1.3859911467329467,1.0849611510689654,6alpha,1.0849611510689654,True
MACS0416,PL1_PM2_PS1,f_z,0.2440592124230949,4.097366332013008,1.524329875913148,1.0472086211934857,0.7461786255295044,6alpha,0.7461786255295044,True
MACS0416,PL1_PM2_PS1,F_Dz,0.2716697587795711,3.6809396985970215,1.570875967576368,1.0937547128567053,0.7927247171927243,6alpha,0.7927247171927243,True
MACS0416,PL1_PM2_PS1,response_energy,4.999761717334091e-05,20000.953176088704,2.1642160226868086,2.6413372774064707,2.942367273070452,alpha,2.1642160226868086,True
MACS0416,PL1_PM2_PS1,helicity_total,-1.1316245840913474e-07,-8836852.910923308,4.809462955798946,5.286584210518608,5.5876142061825895,alpha,4.809462955798946,True
MACS0416,PL1_PM2_PS2,f_irr_3d,0.5517385572693274,1.8124526314586653,1.8785680053566838,1.4014467506370214,1.1004167549730401,6alpha,1.1004167549730401,True
MACS0416,PL1_PM2_PS2,f_z,0.23793086212283865,4.202901595353869,1.5132854486701222,1.0361641939504598,0.7351341982864785,6alpha,0.7351341982864785,True
MACS0416,PL1_PM2_PS2,F_Dz,0.2924847601744309,3.4189815544701334,1.602937912671363,1.1258166579517006,0.8247866622877194,6alpha,0.8247866622877194,True
MACS0416,PL1_PM2_PS2,response_energy,4.482889115577211e-05,22307.042940794247,2.2116073328511665,2.6887285875708287,2.98975858323481,alpha,2.2116073328511665,True
MACS0416,PL1_PM2_PS2,helicity_total,-1.1125176372055e-07,-8988621.542323323,4.816858424801387,5.293979679521049,5.595009675185031,alpha,4.816858424801387,True
MACS0416,PL2_PM1_PS1,f_irr_3d,0.49196514174148,2.032664339713492,1.8287690023013359,1.3516477475816735,1.0506177519176922,6alpha,1.0506177519176922,True
MACS0416,PL2_PM1_PS1,f_z,0.291828173667245,3.426673948006963,1.6019618876667248,1.1248406329470624,0.8238106372830812,6alpha,0.8238106372830812,True
MACS0416,PL2_PM1_PS1,F_Dz,0.36783461470483925,2.7186130941005318,1.7024872661083945,1.2253660113887321,0.924336015724751,6alpha,0.924336015724751,True
MACS0416,PL2_PM1_PS1,response_energy,7.160292315616319e-05,13965.910271833998,2.0082345770194703,2.4853558317391324,2.7863858274031137,alpha,2.0082345770194703,True
MACS0416,PL2_PM1_PS1,helicity_total,-5.5330695554483464e-08,-18073150.716410425,5.120199199856214,5.597320454575876,5.898350450239858,alpha,5.120199199856214,True
MACS0416,PL2_PM1_PS2,f_irr_3d,0.4837303838783684,2.0672672904736227,1.8214380374153216,1.344316782695659,1.043286787031678,6alpha,1.043286787031678,True
MACS0416,PL2_PM1_PS2,f_z,0.28049825500866926,3.56508456699345,1.584764834276267,1.1076435795566046,0.8066135838926234,6alpha,0.8066135838926234,True
MACS0416,PL2_PM1_PS2,F_Dz,0.39513234829524974,2.5307976031686037,1.7335772559578146,1.2564560012381523,0.955426005574171,6alpha,0.955426005574171,True
MACS0416,PL2_PM1_PS2,response_energy,7.07140976630717e-05,14141.451747919564,2.013659325566176,2.4907805802858385,2.7918105759498197,alpha,2.013659325566176,True
MACS0416,PL2_PM1_PS2,helicity_total,-1.681363790045946e-07,-5947552.849182469,4.637503639371084,5.114624894090746,5.415654889754728,alpha,4.637503639371084,True
MACS0416,PL2_PM2_PS1,f_irr_3d,0.5062900093903374,1.9751525439030027,1.8412340279876476,1.3641127732679852,1.063082777604004,6alpha,1.063082777604004,True
MACS0416,PL2_PM2_PS1,f_z,0.2795685569332274,3.5769401644078362,1.5833229951733199,1.1062017404536575,0.8051717447896762,6alpha,0.8051717447896762,True
MACS0416,PL2_PM2_PS1,F_Dz,0.325896474779465,3.068459088662136,1.6499143331690656,1.1727930784494032,0.8717630827854219,6alpha,0.8717630827854219,True
MACS0416,PL2_PM2_PS1,response_energy,4.787550520674397e-05,20887.508041568097,2.1830519596625595,2.660173214382222,2.9612032100462033,alpha,2.1830519596625595,True
MACS0416,PL2_PM2_PS1,helicity_total,-7.075804359039249e-08,-14132668.870677762,5.0133895130902735,5.490510767809936,5.791540763473917,alpha,5.0133895130902735,True
MACS0416,PL2_PM2_PS2,f_irr_3d,0.5114213228915729,1.9553349757612888,1.845613501719226,1.3684922469995633,1.0674622513355823,6alpha,1.0674622513355823,True
MACS0416,PL2_PM2_PS2,f_z,0.2595495967295438,3.852828178508099,1.5510550288780038,1.0739337741583415,0.7729037784943602,6alpha,0.7729037784943602,True
MACS0416,PL2_PM2_PS2,F_Dz,0.35287501865951443,2.8338645331107726,1.6844555845595817,1.2073343298399193,0.906304334175938,6alpha,0.906304334175938,True
MACS0416,PL2_PM2_PS2,response_energy,3.509214933535632e-05,28496.402156606353,2.317955360720779,2.7950766154404416,3.096106611104423,alpha,2.317955360720779,True
MACS0416,PL2_PM2_PS2,helicity_total,-3.1088753089195996e-08,-32165973.242185816,5.37056202589407,5.847683280613732,6.1487132762777135,alpha,5.37056202589407,True
MACS0416,PL3_PM1_PS1,f_irr_3d,0.49351787957053384,2.0262690398779757,1.8301375617071298,1.3530163069874674,1.0519863113234862,6alpha,1.0519863113234862,True
MACS0416,PL3_PM1_PS1,f_z,0.2951143509652348,3.3885170162999034,1.6068249995380457,1.1297037448183833,0.8286737491544021,6alpha,0.8286737491544021,True
MACS0416,PL3_PM1_PS1,F_Dz,0.3678223217546862,2.718703952575601,1.7024727518418834,1.225351497122221,0.9243215014582398,6alpha,0.9243215014582398,True
MACS0416,PL3_PM1_PS1,response_energy,7.172984964866043e-05,13941.197491673192,2.0074654090388466,2.484586663758509,2.78561665942249,alpha,2.0074654090388466,True
MACS0416,PL3_PM1_PS1,helicity_total,-3.5887202807823204e-08,-27865086.207889285,5.308225720557448,5.78534697527711,6.0863769709410915,alpha,5.308225720557448,True
MACS0416,PL3_PM1_PS2,f_irr_3d,0.48461265445360713,2.0635036885850284,1.8222294209090415,1.345108166189379,1.0440781705253979,6alpha,1.0440781705253979,True
