cluster_id,candidate_id,longitudinal_reference,scalar_label,r_div_scalar,r_mag_scalar,r_Dzproj_kappa,r_kappa_vs_gr
Abell2744,PL1_PM1_PS1,PL1,rho_3d,0.003699649072176451,0.19681698828113367,-0.015079606868856666,-0.1579907096335612
Abell2744,PL1_PM1_PS2,PL1,rho_3d,0.0010667976507264117,0.2174483911330031,-0.011689353835342501,-0.18042477024561324
Abell2744,PL1_PM2_PS1,PL1,rho_3d,0.0033720607075922756,0.18197571334140358,-0.01574011204831627,-0.14107554226661753
Abell2744,PL1_PM2_PS2,PL1,rho_3d,0.0013632858065086662,0.11755950319063543,-0.014313800685915387,-0.14055487643464895
Abell2744,PL2_PM1_PS1,PL2,c_3d (constitutive),0.004368856061945948,0.15889943825166283,0.01465096598381766,-0.18354307615430288
Abell2744,PL2_PM1_PS2,PL2,c_3d (constitutive),0.0031528958982526903,0.18901401978410928,-0.006447430088845278,-0.18150250152919084
Abell2744,PL2_PM2_PS1,PL2,c_3d (constitutive),0.0035956832372697517,0.17147910950318593,0.009367981314970348,-0.18064807029768276
Abell2744,PL2_PM2_PS2,PL2,c_3d (constitutive),0.0033428251743346203,0.1772929746971836,-0.009236606853946843,-0.1545764705876881
Abell2744,PL3_PM1_PS1,PL3,u_fast,0.004304790022908727,0.13762662028151096,0.009452057462570735,-0.1755317471385354
Abell2744,PL3_PM1_PS2,PL3,u_fast,0.002246829377807591,0.16445311084040976,-0.006697340891406634,-0.18323651462830923
Abell2744,PL3_PM2_PS1,PL3,u_fast,0.0033626903609937247,0.14596950752057977,0.007818640583092748,-0.18312312891022595
Abell2744,PL3_PM2_PS2,PL3,u_fast,0.0024720045129182125,0.1549316155683768,-0.009644229670220666,-0.16304400477728445
Abell2744,PL4_PM1_PS1,PL4,u_slow,0.0045076003605517105,0.17800713617577793,0.00867146570648774,-0.18880043209398886
Abell2744,PL4_PM1_PS2,PL4,u_slow,0.0035006433814518995,0.2116133160309783,-0.005710913936962926,-0.17787633218959473
Abell2744,PL4_PM2_PS1,PL4,u_slow,0.003673355107485635,0.19663741121611852,0.00955514875397207,-0.1779970725044299
Abell2744,PL4_PM2_PS2,PL4,u_slow,0.0032059211351864294,0.1957546973502368,-0.008014991178012515,-0.14129028236635416
Abell2744,PL5_PM1_PS1,PL5,F-S,0.0036762643530574685,-8.524188524777013e-05,0.015423549212587026,-0.17954764554981506
Abell2744,PL5_PM1_PS2,PL5,F-S,0.0025279826135935703,0.0006559448306074835,-0.005763544829526392,-0.19320244308386839
Abell2744,PL5_PM2_PS1,PL5,F-S,0.002861667205102229,-0.0001370508749135594,0.011595707855428336,-0.18988613891896647
Abell2744,PL5_PM2_PS2,PL5,F-S,0.001101695828505058,0.0023865122499401787,-0.0121173089802172,-0.1909300547640455
Abell2744,PL6_PM1_PS1,PL6,T_combined (==c_3d),0.004368856061945948,0.15889943825166283,0.01465096598381766,-0.18354307615430288
Abell2744,PL6_PM1_PS2,PL6,T_combined (==c_3d),0.0031528958982526903,0.18901401978410928,-0.006447430088845278,-0.18150250152919084
Abell2744,PL6_PM2_PS1,PL6,T_combined (==c_3d),0.0035956832372697517,0.17147910950318593,0.009367981314970348,-0.18064807029768276
Abell2744,PL6_PM2_PS2,PL6,T_combined (==c_3d),0.0033428251743346203,0.1772929746971836,-0.009236606853946843,-0.1545764705876881
MACS0416,PL1_PM1_PS1,PL1,rho_3d,-0.0009750869627031369,0.17579040690584188,-0.0005491744849430659,-0.1517179948216542
MACS0416,PL1_PM1_PS2,PL1,rho_3d,-0.007043641624252936,0.19348359932267123,-0.0026536940833859226,-0.17771306859234481
MACS0416,PL1_PM2_PS1,PL1,rho_3d,-0.0008481406173482803,0.13862992985552547,-0.004525727081961506,-0.14586610664960284
MACS0416,PL1_PM2_PS2,PL1,rho_3d,-0.004312794449160914,0.07958643206663811,-0.008075108780612454,-0.15825706563840233
MACS0416,PL2_PM1_PS1,PL2,c_3d (constitutive),0.00041927352367092315,0.12587961762971017,0.0137357548186976,-0.1585923438676245
MACS0416,PL2_PM1_PS2,PL2,c_3d (constitutive),-0.003698929885535837,0.1572760289264575,0.001147628809964801,-0.18492893133757787
MACS0416,PL2_PM2_PS1,PL2,c_3d (constitutive),0.00016769223356366206,0.1376732534279452,0.013051559131388925,-0.15975229391982051
MACS0416,PL2_PM2_PS2,PL2,c_3d (constitutive),-0.0039923993289768004,0.14040259970714306,-0.0006990278280383515,-0.16864530031169
MACS0416,PL3_PM1_PS1,PL3,u_fast,0.0007209204674435679,0.10665654450901832,0.01638031722033968,-0.16782196845414196
MACS0416,PL3_PM1_PS2,PL3,u_fast,-0.0029001796244020124,0.13501238316637612,0.003481760004485343,-0.1878502005003291
MACS0416,PL3_PM2_PS1,PL3,u_fast,0.000483115548047731,0.11588651462523746,0.014449754279399337,-0.1705574858607388
MACS0416,PL3_PM2_PS2,PL3,u_fast,-0.0033582724210775793,0.11972744903406302,-0.00047224004307471726,-0.17291082689478865
MACS0416,PL4_PM1_PS1,PL4,u_slow,-4.714249691115104e-06,0.1455447145329042,0.0062082164382419504,-0.15149831689155868
MACS0416,PL4_PM1_PS2,PL4,u_slow,-0.0046335843353251605,0.17963956546388152,0.0024120780708763953,-0.17886502177198652
MACS0416,PL4_PM2_PS1,PL4,u_slow,0.0003075642596894851,0.159543243303578,0.014192428252554231,-0.14395411498298955
MACS0416,PL4_PM2_PS2,PL4,u_slow,-0.004333886642347831,0.1595499261202493,0.0017759084622497126,-0.15746069725769862
MACS0416,PL5_PM1_PS1,PL5,F-S,0.0027125859118832737,-0.005412005685873822,0.01556441179967157,-0.16531953408444092
MACS0416,PL5_PM1_PS2,PL5,F-S,0.0011779032955817796,-0.002719663947212455,0.00983586210577524,-0.18307233538162
MACS0416,PL5_PM2_PS1,PL5,F-S,0.00243141322935019,-0.004680002061317327,0.019066565641436144,-0.17242391673961943
MACS0416,PL5_PM2_PS2,PL5,F-S,0.0003189170084552261,-0.002160090680954478,0.012470707163298829,-0.17854877068621547
MACS0416,PL6_PM1_PS1,PL6,T_combined (==c_3d),0.00041927352367092315,0.12587961762971017,0.0137357548186976,-0.1585923438676245
MACS0416,PL6_PM1_PS2,PL6,T_combined (==c_3d),-0.003698929885535837,0.1572760289264575,0.001147628809964801,-0.18492893133757787
MACS0416,PL6_PM2_PS1,PL6,T_combined (==c_3d),0.00016769223356366206,0.1376732534279452,0.013051559131388925,-0.15975229391982051
MACS0416,PL6_PM2_PS2,PL6,T_combined (==c_3d),-0.0039923993289768004,0.14040259970714306,-0.0006990278280383515,-0.16864530031169
MACS1149,PL1_PM1_PS1,PL1,rho_3d,-0.0020561724771852685,0.15811029786536165,-0.026000310589065895,-0.11467198511166403
MACS1149,PL1_PM1_PS2,PL1,rho_3d,-0.0029375632238082907,0.16087835626205166,-0.02852145801147114,-0.12678238757352955
MACS1149,PL1_PM2_PS1,PL1,rho_3d,-0.0022975932473982253,0.12976119357276272,-0.02835870549176751,-0.11495433983028881
MACS1149,PL1_PM2_PS2,PL1,rho_3d,-0.0032677212985815253,0.07457722240799157,-0.03200179241480491,-0.1210379779851737
MACS1149,PL2_PM1_PS1,PL2,c_3d (constitutive),0.0036725574378178093,0.10947950324089244,-0.020746373797022908,-0.10680081272664438
MACS1149,PL2_PM1_PS2,PL2,c_3d (constitutive),-0.00021095276324293268,0.13068307427011372,-0.019836006574492197,-0.12791744709352465
MACS1149,PL2_PM2_PS1,PL2,c_3d (constitutive),0.0026563539116178213,0.11444882386294827,-0.016255046084351396,-0.11249426709510506
MACS1149,PL2_PM2_PS2,PL2,c_3d (constitutive),-0.00010514087984275025,0.12001988670132421,-0.021823460138833642,-0.11766460228780871
MACS1149,PL3_PM1_PS1,PL3,u_fast,0.004139134281520039,0.08924740445322794,-0.004820412489468715,-0.1074007518201479
MACS1149,PL3_PM1_PS2,PL3,u_fast,0.0009538494079518303,0.10704738712356071,-0.017026366323855745,-0.1267259737330174
MACS1149,PL3_PM2_PS1,PL3,u_fast,0.0029724196134235273,0.09376952566491475,-0.005809003626293374,-0.11166165600758068
MACS1149,PL3_PM2_PS2,PL3,u_fast,0.0006490411366616666,0.099590264756206,-0.018817813606340748,-0.11788581785693658
MACS1149,PL4_PM1_PS1,PL4,u_slow,0.0026457395293758208,0.13401215261859833,-0.022819578853334677,-0.10263230730348621
MACS1149,PL4_PM1_PS2,PL4,u_slow,-0.0019340578835377012,0.1581112629294835,-0.022814432719734382,-0.12708997178235726
MACS1149,PL4_PM2_PS1,PL4,u_slow,0.0020005724184313923,0.13975780624733436,-0.024780174114256422,-0.10872872072268237
MACS1149,PL4_PM2_PS2,PL4,u_slow,-0.0009426009505767876,0.14622855777604185,-0.026399015704425946,-0.11451612464463508
MACS1149,PL5_PM1_PS1,PL5,F-S,0.0034583926173051512,-0.0011025405284290977,-0.027110794037617438,-0.10138382592806817
MACS1149,PL5_PM1_PS2,PL5,F-S,0.003451408535531928,0.0013753805666422614,-0.018812898684979092,-0.12415432247919761
MACS1149,PL5_PM2_PS1,PL5,F-S,0.0028717728685480996,-0.001330950049368069,-0.02683714659889727,-0.10377282794181165
MACS1149,PL5_PM2_PS2,PL5,F-S,0.0026387781428967526,0.0024712052812845653,-0.02508155284773634,-0.11698595495017874
MACS1149,PL6_PM1_PS1,PL6,T_combined (==c_3d),0.0036725574378178093,0.10947950324089244,-0.020746373797022908,-0.10680081272664438
MACS1149,PL6_PM1_PS2,PL6,T_combined (==c_3d),-0.00021095276324293268,0.13068307427011372,-0.019836006574492197,-0.12791744709352465
MACS1149,PL6_PM2_PS1,PL6,T_combined (==c_3d),0.0026563539116178213,0.11444882386294827,-0.016255046084351396,-0.11249426709510506
MACS1149,PL6_PM2_PS2,PL6,T_combined (==c_3d),-0.00010514087984275025,0.12001988670132421,-0.021823460138833642,-0.11766460228780871
AbellS1063,PL1_PM1_PS1,PL1,rho_3d,-0.001193256683274575,0.18693314863493987,-0.007682745600562542,-0.00817508344778556
AbellS1063,PL1_PM1_PS2,PL1,rho_3d,-0.0010652709993988923,0.1990793130520339,-0.00829502183969628,-0.013407717089453706
AbellS1063,PL1_PM2_PS1,PL1,rho_3d,-0.0011214638105265995,0.1334500641273233,-0.010294307748538754,-0.0013030558756511497
AbellS1063,PL1_PM2_PS2,PL1,rho_3d,-0.0004925443593602594,0.08324563850614652,-0.010003989929671005,0.005726096682537977
