cluster_id,candidate_id,longitudinal_reference,scalar_label,r_div_scalar,r_mag_scalar,r_Dzproj_kappa,r_kappa_vs_gr
AbellS1063,PL2_PM1_PS1,PL2,c_3d (constitutive),0.003346616107445717,0.13214086647015225,-0.01110143262076449,-0.04100356935925198
AbellS1063,PL2_PM1_PS2,PL2,c_3d (constitutive),0.0008609745563342501,0.1604578949936295,-0.01404790221075739,-0.03229886035721335
AbellS1063,PL2_PM2_PS1,PL2,c_3d (constitutive),0.0024695161380141324,0.13160478691611238,-0.0145886993647914,-0.04097153502915035
AbellS1063,PL2_PM2_PS2,PL2,c_3d (constitutive),3.6321230592773874e-06,0.14451590150384805,-0.01855846521226532,-0.032740649389007004
AbellS1063,PL3_PM1_PS1,PL3,u_fast,0.0036672707103788667,0.10855751119145615,-0.004820583855400819,-0.04050170435279705
AbellS1063,PL3_PM1_PS2,PL3,u_fast,0.0012092418843411773,0.13532345592059952,-0.009989626583899167,-0.031984017823999025
AbellS1063,PL3_PM2_PS1,PL3,u_fast,0.0024845446752540705,0.10945633186057357,-0.013029118297489685,-0.03931709856329322
AbellS1063,PL3_PM2_PS2,PL3,u_fast,-0.00012033704147281078,0.12146294449828884,-0.020362179785168886,-0.034322317418440905
AbellS1063,PL4_PM1_PS1,PL4,u_slow,0.002319350035689165,0.15368730744155143,-0.01087843708892361,-0.02900467520072974
AbellS1063,PL4_PM1_PS2,PL4,u_slow,0.00042854780417818177,0.1849576658830908,-0.012603250832574622,-0.026235048943675867
AbellS1063,PL4_PM2_PS1,PL4,u_slow,0.0020637696890452683,0.1538456916864526,-0.012466054279492928,-0.03201125222299492
AbellS1063,PL4_PM2_PS2,PL4,u_slow,4.832578964880227e-05,0.16832865642096093,-0.016015527814182896,-0.025842064726665854
AbellS1063,PL5_PM1_PS1,PL5,F-S,0.0032608363641103144,-0.0038278087197227252,-0.016739667357953694,-0.031602734893112945
AbellS1063,PL5_PM1_PS2,PL5,F-S,0.0011449354693487132,-0.0020744999243978244,-0.007403010652810321,-0.02721876373860712
AbellS1063,PL5_PM2_PS1,PL5,F-S,0.00264216860653956,-0.0033564126270330687,-0.02248062894106765,-0.03557642591922754
AbellS1063,PL5_PM2_PS2,PL5,F-S,0.00035577770576832247,-0.0011511220742652978,-0.010255709614482975,-0.03370304103118131
AbellS1063,PL6_PM1_PS1,PL6,T_combined (==c_3d),0.003346616107445717,0.13214086647015225,-0.01110143262076449,-0.04100356935925198
AbellS1063,PL6_PM1_PS2,PL6,T_combined (==c_3d),0.0008609745563342501,0.1604578949936295,-0.01404790221075739,-0.03229886035721335
AbellS1063,PL6_PM2_PS1,PL6,T_combined (==c_3d),0.0024695161380141324,0.13160478691611238,-0.0145886993647914,-0.04097153502915035
AbellS1063,PL6_PM2_PS2,PL6,T_combined (==c_3d),3.6321230592773874e-06,0.14451590150384805,-0.01855846521226532,-0.032740649389007004
Abell370,PL1_PM1_PS1,PL1,rho_3d,0.0004690151957023883,0.19852876207913736,-0.005365477219969841,-0.13854257220531258
Abell370,PL1_PM1_PS2,PL1,rho_3d,-0.00217144781142518,0.22755631016821204,-0.007735610623959304,-0.1708343262304733
Abell370,PL1_PM2_PS1,PL1,rho_3d,0.000601159551342646,0.17707315044771837,-0.00043710090950951355,-0.13820911215882445
Abell370,PL1_PM2_PS2,PL1,rho_3d,-0.0024124443576695716,0.12382568486672471,-0.004436847154847479,-0.13239731843104563
Abell370,PL2_PM1_PS1,PL2,c_3d (constitutive),0.003205886083048336,0.1563346690470227,0.0021426693676961975,-0.1777360864305499
Abell370,PL2_PM1_PS2,PL2,c_3d (constitutive),0.0010962546644481264,0.19499745270940902,-0.0012855133848609901,-0.19073694536497734
Abell370,PL2_PM2_PS1,PL2,c_3d (constitutive),0.002852518800848248,0.17098202680736604,0.006397820749639077,-0.19336066479749248
Abell370,PL2_PM2_PS2,PL2,c_3d (constitutive),0.0008777523537447221,0.1765140342245501,0.00216930940376022,-0.1893927762289394
Abell370,PL3_PM1_PS1,PL3,u_fast,0.0029772579575387996,0.13785332449852838,0.0007580506982077201,-0.18044189924540854
Abell370,PL3_PM1_PS2,PL3,u_fast,0.0014312108280898131,0.17261886886594038,-0.00041473374373353047,-0.18882637158015286
Abell370,PL3_PM2_PS1,PL3,u_fast,0.002731342442706395,0.1493121472837615,0.0047397092443934325,-0.18519442473640138
Abell370,PL3_PM2_PS2,PL3,u_fast,0.0012308005161557791,0.1557211760418768,0.0017621201142506428,-0.18863522044808662
Abell370,PL4_PM1_PS1,PL4,u_slow,0.002651790257496236,0.1734605436083024,-0.0009400974834405514,-0.1669720518049153
Abell370,PL4_PM1_PS2,PL4,u_slow,-0.0002529590380475658,0.21735445248484664,-0.004571877258455223,-0.19223116729477485
Abell370,PL4_PM2_PS1,PL4,u_slow,0.002500886823974488,0.19082893762483188,0.0011587764547003028,-0.18841366627444575
Abell370,PL4_PM2_PS2,PL4,u_slow,-0.0003865827174474498,0.19310960082892972,-0.001524663683610158,-0.18030441784544327
Abell370,PL5_PM1_PS1,PL5,F-S,0.0017622274408783387,0.0008869794341704482,-0.000439443794368806,-0.17494556746188802
Abell370,PL5_PM1_PS2,PL5,F-S,0.0035623679554385116,0.0018185898979054544,0.0005071351684675853,-0.18341094654265083
Abell370,PL5_PM2_PS1,PL5,F-S,0.001449806852116939,0.002005204060071076,-0.002458640279343299,-0.18343475866457817
Abell370,PL5_PM2_PS2,PL5,F-S,0.0021253591355696985,0.002473725974687254,-0.0009783423212942556,-0.18326249492580848
Abell370,PL6_PM1_PS1,PL6,T_combined (==c_3d),0.003205886083048336,0.1563346690470227,0.0021426693676961975,-0.1777360864305499
Abell370,PL6_PM1_PS2,PL6,T_combined (==c_3d),0.0010962546644481264,0.19499745270940902,-0.0012855133848609901,-0.19073694536497734
Abell370,PL6_PM2_PS1,PL6,T_combined (==c_3d),0.002852518800848248,0.17098202680736604,0.006397820749639077,-0.19336066479749248
Abell370,PL6_PM2_PS2,PL6,T_combined (==c_3d),0.0008777523537447221,0.1765140342245501,0.00216930940376022,-0.1893927762289394
