cluster_id,candidate_id,max_abs_diff,rel_diff,passes
Abell2744,PL1_PM1_PS1,1.3877787807814457e-17,2.970316297767912e-16,True
Abell2744,PL1_PM1_PS2,6.938893903907228e-18,0.0069388939039072275,False
Abell2744,PL1_PM2_PS1,3.469446951953614e-18,6.478656582132452e-17,True
Abell2744,PL1_PM2_PS2,1.0408340855860843e-17,0.010408340855860843,False
Abell2744,PL2_PM1_PS1,3.469446951953614e-18,1.930562793993567e-16,True
Abell2744,PL2_PM1_PS2,3.469446951953614e-18,0.0034694469519536138,False
Abell2744,PL2_PM2_PS1,3.469446951953614e-18,1.5760696681604178e-16,True
Abell2744,PL2_PM2_PS2,8.673617379884035e-18,0.008673617379884035,False
Abell2744,PL3_PM1_PS1,2.42861286636753e-17,2.0521508821773285e-15,True
Abell2744,PL3_PM1_PS2,2.7755575615628914e-17,0.02775557561562891,False
Abell2744,PL3_PM2_PS1,1.734723475976807e-17,1.09883625834947e-15,True
Abell2744,PL3_PM2_PS2,1.214306433183765e-17,0.012143064331837648,False
Abell2744,PL4_PM1_PS1,6.938893903907228e-18,2.396117818338745e-16,True
Abell2744,PL4_PM1_PS2,1.0408340855860843e-17,0.010408340855860843,False
Abell2744,PL4_PM2_PS1,1.734723475976807e-18,4.88928354076776e-17,True
Abell2744,PL4_PM2_PS2,1.734723475976807e-18,0.0017347234759768069,False
Abell2744,PL5_PM1_PS1,8.673617379884035e-19,2.407740599339994e-16,True
Abell2744,PL5_PM1_PS2,1.3877787807814457e-17,0.013877787807814455,False
Abell2744,PL5_PM2_PS1,3.469446951953614e-18,1.383667807835078e-15,True
Abell2744,PL5_PM2_PS2,4.607859233063394e-19,0.00046078592330633933,False
Abell2744,PL6_PM1_PS1,3.469446951953614e-18,1.930562793993567e-16,True
Abell2744,PL6_PM1_PS2,3.469446951953614e-18,0.0034694469519536138,False
Abell2744,PL6_PM2_PS1,3.469446951953614e-18,1.5760696681604178e-16,True
Abell2744,PL6_PM2_PS2,8.673617379884035e-18,0.008673617379884035,False
MACS0416,PL1_PM1_PS1,1.3877787807814457e-17,3.725165056198347e-16,True
MACS0416,PL1_PM1_PS2,8.673617379884035e-18,0.008673617379884035,False
MACS0416,PL1_PM2_PS1,3.469446951953614e-18,8.042477203051117e-17,True
MACS0416,PL1_PM2_PS2,6.938893903907228e-18,0.0069388939039072275,False
MACS0416,PL2_PM1_PS1,1.3877787807814457e-17,1.2122084824165838e-15,True
MACS0416,PL2_PM1_PS2,3.469446951953614e-18,0.0034694469519536138,False
MACS0416,PL2_PM2_PS1,5.204170427930421e-18,3.357688714157071e-16,True
MACS0416,PL2_PM2_PS2,1.214306433183765e-17,0.012143064331837648,False
MACS0416,PL3_PM1_PS1,3.469446951953614e-18,4.40688330943299e-16,True
MACS0416,PL3_PM1_PS2,1.9081958235744878e-17,0.019081958235744878,False
MACS0416,PL3_PM2_PS1,6.938893903907228e-18,6.583145850655301e-16,True
MACS0416,PL3_PM2_PS2,8.673617379884035e-18,0.008673617379884035,False
MACS0416,PL4_PM1_PS1,1.734723475976807e-17,7.82576321981037e-16,True
MACS0416,PL4_PM1_PS2,6.938893903907228e-18,0.0069388939039072275,False
MACS0416,PL4_PM2_PS1,6.938893903907228e-18,2.5159826683315714e-16,True
MACS0416,PL4_PM2_PS2,3.469446951953614e-18,0.0034694469519536138,False
MACS0416,PL5_PM1_PS1,4.336808689942018e-18,1.3253875792618408e-15,True
