cluster_id,candidate_id,E_native,E_irr,E_sol,E_irr_cropped,E_sol_cropped,f_irr_3d,f_sol_3d,f_irr_3d_cropped,f_sol_3d_cropped
MACS0416,PL6_PM1_PS1,7.160292315616319e-05,3.418505425071312e-05,3.5301686475882574e-05,3.4626982787800926e-05,3.6080903807220925e-05,0.49196514174148,0.50803485825852,0.4897188199970725,0.5102811800029274
MACS0416,PL6_PM1_PS2,7.07140976630717e-05,3.311494655719769e-05,3.534249928627919e-05,3.3072948650497e-05,3.666671681712666e-05,0.4837303838783684,0.5162696161216316,0.4742344034594054,0.5257655965405946
MACS0416,PL6_PM2_PS1,4.787550520674397e-05,2.3499838065029395e-05,2.2915926870422027e-05,2.3831192809563362e-05,2.34219867071684e-05,0.5062900093903374,0.4937099906096626,0.5043299319387605,0.4956700680612394
MACS0416,PL6_PM2_PS2,3.509214933535632e-05,1.726486061571981e-05,1.6493725197840716e-05,1.7374661162276366e-05,1.7164650969706484e-05,0.5114213228915729,0.48857867710842706,0.5030401617693975,0.4969598382306026
MACS1149,PL1_PM1_PS1,6.551536850221202e-05,3.125105830686713e-05,3.251798125811849e-05,3.138773573223311e-05,3.325398935071045e-05,0.490066316194395,0.5099336838056049,0.4855646363391239,0.5144353636608762
MACS1149,PL1_PM1_PS2,6.667714415370117e-05,3.3209756006267855e-05,3.152588808548058e-05,3.329928705079869e-05,3.2415006395464176e-05,0.5130057246236769,0.4869942753763231,0.5067282215858991,0.4932717784141008
MACS1149,PL1_PM2_PS1,4.8131657652410195e-05,2.4741956719765502e-05,2.1857832727163257e-05,2.4835279770303643e-05,2.2619173610171884e-05,0.530945676223354,0.4690543237766461,0.5233498228539657,0.47665017714603425
MACS1149,PL1_PM2_PS2,4.357448097719141e-05,2.3235718887605935e-05,1.8826551663986498e-05,2.329834299020545e-05,1.961143097051756e-05,0.5524123777175945,0.4475876222824054,0.5429612146531309,0.45703878534686915
MACS1149,PL2_PM1_PS1,6.883833592001863e-05,3.2758564468021675e-05,3.3934354174243336e-05,3.319678206205773e-05,3.4748066312242915e-05,0.491185048351771,0.5088149516482289,0.48858423936985385,0.5114157606301462
MACS1149,PL2_PM1_PS2,6.74300944411016e-05,3.159184148859257e-05,3.357798632785253e-05,3.155338939796301e-05,3.4890470507443566e-05,0.4847617762252337,0.5152382237747664,0.47488796471012207,0.5251120352898779
MACS1149,PL2_PM2_PS1,4.612964755091436e-05,2.2394331157361457e-05,2.2252716718979125e-05,2.2718589234302493e-05,2.2788826547117966e-05,0.5015859328345131,0.4984140671654869,0.4992282871746351,0.5007717128253649
MACS1149,PL2_PM2_PS2,3.356244552321972e-05,1.6421657667968368e-05,1.579966073632897e-05,1.653885149927473e-05,1.647366513045519e-05,0.5096519472579439,0.49034805274205595,0.5009872977808792,0.4990127022191208
MACS1149,PL3_PM1_PS1,6.897409306932194e-05,3.2778084210074356e-05,3.403595295252911e-05,3.3249652466751275e-05,3.4832474603210134e-05,0.4905867928666433,0.5094132071333567,0.4883756412690195,0.5116243587309804
MACS1149,PL3_PM1_PS2,6.749690406691349e-05,3.1604919294029156e-05,3.363816875353737e-05,3.156407911545573e-05,3.494564390999524e-05,0.4844178937543097,0.5155821062456902,0.4745784177055924,0.5254215822944075
MACS1149,PL3_PM2_PS1,4.622497884972553e-05,2.2399155621732443e-05,2.2338227269231018e-05,2.273369477771002e-05,2.2870754018618196e-05,0.5006809557082265,0.4993190442917736,0.4984973040511871,0.5015026959488129
MACS1149,PL3_PM2_PS2,3.341540521346789e-05,1.6321893925818576e-05,1.5755333541747787e-05,1.643856726689943e-05,1.6430663166452214e-05,0.5088311931672345,0.4911688068327657,0.5001202355568264,0.49987976444317367
MACS1149,PL4_PM1_PS1,6.87956738064567e-05,3.280476296708637e-05,3.386610093706123e-05,3.318988705570997e-05,3.469966744470679e-05,0.49204046634598325,0.5079595336540167,0.4888806135192156,0.5111193864807844
MACS1149,PL4_PM1_PS2,6.720530603221168e-05,3.168351131229218e-05,3.328609367414048e-05,3.1640086997923516e-05,3.4573500945883e-05,0.48766667611583175,0.5123333238841684,0.4778488521838676,0.5221511478161324
MACS1149,PL4_PM2_PS1,4.605847097094964e-05,2.2458506938684784e-05,2.2119709848330648e-05,2.2765043546532296e-05,2.2658193881496306e-05,0.5038000296419756,0.49619997035802454,0.5011761564243994,0.4988238435756006
MACS1149,PL4_PM2_PS2,3.425451716467595e-05,1.6902101121038147e-05,1.601435468953046e-05,1.70117213514035e-05,1.6675515101926613e-05,0.5134848423022301,0.4865151576977699,0.5049901132427805,0.4950098867572194
MACS1149,PL5_PM1_PS1,6.857145605884603e-05,3.2600895582100714e-05,3.384336751568855e-05,3.311980470046147e-05,3.458912058829627e-05,0.4906502692959418,0.5093497307040581,0.4891497621504948,0.5108502378495052
MACS1149,PL5_PM1_PS2,6.709027516500735e-05,3.170745151016315e-05,3.317572884214822e-05,3.1682688692718264e-05,3.443564112887631e-05,0.4886852237820925,0.5113147762179076,0.47918162449364443,0.5208183755063556
MACS1149,PL5_PM2_PS1,4.6168914610426304e-05,2.230480469634724e-05,2.236834528828594e-05,2.2671683383172747e-05,2.2886372636069324e-05,0.4992888279429528,0.5007111720570472,0.49764378386990543,0.5023562161300945
MACS1149,PL5_PM2_PS2,3.3703845243044e-05,1.656641221845346e-05,1.5805541963627475e-05,1.6688121542900256e-05,1.647301939818565e-05,0.5117519975863422,0.4882480024136579,0.5032432862472488,0.4967567137527512
MACS1149,PL6_PM1_PS1,6.883833592001863e-05,3.2758564468021675e-05,3.3934354174243336e-05,3.319678206205773e-05,3.4748066312242915e-05,0.491185048351771,0.5088149516482289,0.48858423936985385,0.5114157606301462
MACS1149,PL6_PM1_PS2,6.74300944411016e-05,3.159184148859257e-05,3.357798632785253e-05,3.155338939796301e-05,3.4890470507443566e-05,0.4847617762252337,0.5152382237747664,0.47488796471012207,0.5251120352898779
MACS1149,PL6_PM2_PS1,4.612964755091436e-05,2.2394331157361457e-05,2.2252716718979125e-05,2.2718589234302493e-05,2.2788826547117966e-05,0.5015859328345131,0.4984140671654869,0.4992282871746351,0.5007717128253649
MACS1149,PL6_PM2_PS2,3.356244552321972e-05,1.6421657667968368e-05,1.579966073632897e-05,1.653885149927473e-05,1.647366513045519e-05,0.5096519472579439,0.49034805274205595,0.5009872977808792,0.4990127022191208
AbellS1063,PL1_PM1_PS1,6.690372908828697e-05,3.1969276714911556e-05,3.3160955405930437e-05,3.210748203394188e-05,3.395409764065998e-05,0.49085157036744587,0.5091484296325541,0.4860235282306755,0.5139764717693245
AbellS1063,PL1_PM1_PS2,6.831660535582503e-05,3.424031223080192e-05,3.20949695139916e-05,3.434610740516412e-05,3.304660713031953e-05,0.5161704500258545,0.4838295499741455,0.5096412519053554,0.4903587480946448
AbellS1063,PL1_PM2_PS1,4.9473044156443644e-05,2.5503379807086317e-05,2.2423855992547743e-05,2.5595993832788073e-05,2.320658365888801e-05,0.5321270751709207,0.4678729248290793,0.5244803686271243,0.4755196313728756
AbellS1063,PL1_PM2_PS2,4.5023575044074145e-05,2.407843532783065e-05,1.941345381544076e-05,2.4133573006080265e-05,2.023426293189777e-05,0.5536304769036643,0.4463695230963357,0.5439429824753381,0.4560570175246618
AbellS1063,PL2_PM1_PS1,7.000705207494857e-05,3.327300123059651e-05,3.467507488753629e-05,3.371945215277032e-05,3.54094390444803e-05,0.4896827567678136,0.5103172432321864,0.48777655143572446,0.5122234485642755
AbellS1063,PL2_PM1_PS2,6.890571847699081e-05,3.2178521994483556e-05,3.449897887560279e-05,3.212453402208612e-05,3.579990769410536e-05,0.48259940121600853,0.5174005987839915,0.4729451315376574,0.5270548684623426
AbellS1063,PL2_PM2_PS1,4.668887656765489e-05,2.2730246391976125e-05,2.2524979393843254e-05,2.305772428105518e-05,2.3017327644002227e-05,0.5022678817149686,0.49773211828503144,0.5004383786383861,0.49956162136161386
AbellS1063,PL2_PM2_PS2,3.423518563242531e-05,1.6825060599236714e-05,1.609061424094953e-05,1.6935560168681087e-05,1.675265358901639e-05,0.511156483375369,0.4888435166246309,0.5027146969112143,0.49728530308878566
AbellS1063,PL3_PM1_PS1,6.997162344644768e-05,3.325170955722107e-05,3.462840462102143e-05,3.372910123289643e-05,3.536751064047107e-05,0.48985936396493546,0.5101406360350645,0.48814406840542823,0.5118559315945718
AbellS1063,PL3_PM1_PS2,6.894271876705868e-05,3.217397973946685e-05,3.453597366350435e-05,3.212865150253996e-05,3.5836963600648805e-05,0.4822965404445006,0.5177034595554995,0.47271920446479665,0.5272807955352034
AbellS1063,PL3_PM2_PS1,4.676141034039981e-05,2.271929051844342e-05,2.2588861122025636e-05,2.3065957810789087e-05,2.308520666404076e-05,0.5014393590523486,0.4985606409476514,0.4997914586395521,0.5002085413604479
AbellS1063,PL3_PM2_PS2,3.40242344311885e-05,1.6685391771749587e-05,1.6009217682126856e-05,1.6803480357162136e-05,1.6678893930502218e-05,0.5103407580166486,0.48965924198335153,0.5018604777783907,0.4981395222216093
AbellS1063,PL4_PM1_PS1,6.974605418875154e-05,3.306886240331955e-05,3.4648307077253624e-05,3.3443682652014105e-05,3.5406259613289396e-05,0.4883379304979132,0.5116620695020868,0.4857474320478529,0.5142525679521472
AbellS1063,PL4_PM1_PS2,6.86771889498829e-05,3.228503578155047e-05,3.42125553253676e-05,3.2204341903921874e-05,3.549168877893658e-05,0.48550684685165535,0.5144931531483445,0.4757197959625194,0.5242802040374807
AbellS1063,PL4_PM2_PS1,4.6510152706730365e-05,2.2699654067777438e-05,2.23900020719063e-05,2.299944099683097e-05,2.2888008105815852e-05,0.5034337364972563,0.4965662635027437,0.5012141979255139,0.4987858020744861
AbellS1063,PL4_PM2_PS2,3.502355321045386e-05,1.7357824025737175e-05,1.6353696180995757e-05,1.745752703243248e-05,1.7006621832933255e-05,0.5148929481462671,0.4851070518537329,0.5065416558125472,0.4934583441874528
AbellS1063,PL5_PM1_PS1,6.931507374319162e-05,3.3098605251026585e-05,3.4084045583529025e-05,3.361219046354751e-05,3.483824169284923e-05,0.4926659612246531,0.5073340387753469,0.49104424040376826,0.5089557595962317
AbellS1063,PL5_PM1_PS2,6.802414849364031e-05,3.2426550179781566e-05,3.3382344172967456e-05,3.2385861577850726e-05,3.4663943917109666e-05,0.4927381093195196,0.5072618906804803,0.4830120138124027,0.5169879861875972
AbellS1063,PL5_PM2_PS1,4.669669239689164e-05,2.271270020372326e-05,2.248440576649502e-05,2.30731592410553e-05,2.3011642298714304e-05,0.5025255426462335,0.49747445735376655,0.5006674319980299,0.4993325680019701
AbellS1063,PL5_PM2_PS2,3.4323367424138745e-05,1.7041648052444662e-05,1.594661890295587e-05,1.715086388319942e-05,1.6626334864327137e-05,0.5165972518497144,0.4834027481502855,0.5077645429212908,0.49223545707870914
AbellS1063,PL6_PM1_PS1,7.000705207494857e-05,3.327300123059651e-05,3.467507488753629e-05,3.371945215277032e-05,3.54094390444803e-05,0.4896827567678136,0.5103172432321864,0.48777655143572446,0.5122234485642755
AbellS1063,PL6_PM1_PS2,6.890571847699081e-05,3.2178521994483556e-05,3.449897887560279e-05,3.212453402208612e-05,3.579990769410536e-05,0.48259940121600853,0.5174005987839915,0.4729451315376574,0.5270548684623426
AbellS1063,PL6_PM2_PS1,4.668887656765489e-05,2.2730246391976125e-05,2.2524979393843254e-05,2.305772428105518e-05,2.3017327644002227e-05,0.5022678817149686,0.49773211828503144,0.5004383786383861,0.49956162136161386
AbellS1063,PL6_PM2_PS2,3.423518563242531e-05,1.6825060599236714e-05,1.609061424094953e-05,1.6935560168681087e-05,1.675265358901639e-05,0.511156483375369,0.4888435166246309,0.5027146969112143,0.49728530308878566
Abell370,PL1_PM1_PS1,7.224901893095192e-05,3.496040448479812e-05,3.5609429869135924e-05,3.500748018944013e-05,3.635132396192958e-05,0.495401538133966,0.5045984618660341,0.4905838964899214,0.5094161035100786
Abell370,PL1_PM1_PS2,7.310396672367269e-05,3.6828764855507035e-05,3.428332936146787e-05,3.68884594891061e-05,3.5233846833922125e-05,0.5178973458879766,0.4821026541120234,0.5114708800892551,0.48852911991074477
Abell370,PL1_PM2_PS1,5.0870239852263084e-05,2.6525223606811043e-05,2.291353634857067e-05,2.6587543133020053e-05,2.3603456814579434e-05,0.536526879532374,0.4634731204676259,0.5297273049108014,0.47027269508919856
Abell370,PL1_PM2_PS2,4.521557312255807e-05,2.4254449509550257e-05,1.942352855519973e-05,2.4323131006570522e-05,2.023206669843803e-05,0.5553015634925794,0.4446984365074206,0.5459100679478368,0.45408993205216314
Abell370,PL2_PM1_PS1,7.458044863927689e-05,3.645222487263804e-05,3.613279669065786e-05,3.680235273835585e-05,3.689006611892118e-05,0.5022003725775684,0.4977996274224316,0.4994048683573869,0.5005951316426132
Abell370,PL2_PM1_PS2,7.40849331008217e-05,3.522072724493646e-05,3.6693392368832394e-05,3.51185211055854e-05,3.798363936142643e-05,0.4897609458907011,0.5102390541092988,0.48040332708679695,0.5195966729132031
Abell370,PL2_PM2_PS1,4.971647102033615e-05,2.4987770305934703e-05,2.3352826107532654e-05,2.5259922646676887e-05,2.3835854041109247e-05,0.5169106746679129,0.48308932533208704,0.5145029644262855,0.48549703557371443
Abell370,PL2_PM2_PS2,3.668032555629902e-05,1.8329950099428684e-05,1.704731919275981e-05,1.8417077028649762e-05,1.770770574916332e-05,0.5181278958541903,0.4818721041458097,0.5098183466437635,0.4901816533562367
Abell370,PL3_PM1_PS1,7.448193992404866e-05,3.64686455313718e-05,3.601666167197988e-05,3.6837450134419295e-05,3.6764542201366076e-05,0.5031177619081059,0.4968822380918941,0.5004952850509848,0.49950471494901527
Abell370,PL3_PM1_PS2,7.39966247125314e-05,3.519215716993944e-05,3.665836273182369e-05,3.5060731045463334e-05,3.7966857468455915e-05,0.48979683401116025,0.5102031659888397,0.4801025442429976,0.5198974557570025
Abell370,PL3_PM2_PS1,4.981149195714908e-05,2.497211396862624e-05,2.3454306881275118e-05,2.5248094970156457e-05,2.3947377839285866e-05,0.5156712705658715,0.4843287294341286,0.5132198864711485,0.48678011352885164
Abell370,PL3_PM2_PS2,3.6207724392157296e-05,1.8048140695712046e-05,1.685917215863412e-05,1.8129939121490536e-05,1.7531503222523973e-05,0.5170303646980648,0.4829696353019351,0.5083905173155034,0.49160948268449656
Abell370,PL4_PM1_PS1,7.452771335893224e-05,3.634569752232767e-05,3.625580093428676e-05,3.666928711164205e-05,3.6969876836316836e-05,0.500619109728807,0.499380890271193,0.49795903627526783,0.5020409637247323
Abell370,PL4_PM1_PS2,7.402675662974878e-05,3.539051915826099e-05,3.6484473864397386e-05,3.532928550871792e-05,3.7707121902335214e-05,0.49238987956637764,0.5076101204336224,0.4837215679282067,0.5162784320717932
Abell370,PL4_PM2_PS1,4.963746752205803e-05,2.5073093949320036e-05,2.3214982724200008e-05,2.53336004964389e-05,2.368068656484608e-05,0.5192398553962181,0.480760144603782,0.5168615523217353,0.4831384476782647
Abell370,PL4_PM2_PS2,3.8056028357880486e-05,1.9255505595442294e-05,1.7506637324697748e-05,1.9340011516313152e-05,1.8144389589214474e-05,0.5237862666839592,0.47621373331604083,0.515948259700518,0.484051740299482
Abell370,PL5_PM1_PS1,7.404769864263908e-05,3.616324641198285e-05,3.579748773128069e-05,3.662002530209806e-05,3.656945766819296e-05,0.5025413768012287,0.4974586231987712,0.5003454569690404,0.4996545430309596
Abell370,PL5_PM1_PS2,7.3167554475091e-05,3.584758967110483e-05,3.5163677636855213e-05,3.574548557794404e-05,3.646728768721783e-05,0.5048155177352606,0.4951844822647395,0.49500225461066727,0.5049977453893327
Abell370,PL5_PM2_PS1,4.977347002554763e-05,2.4810862873522662e-05,2.3500849197834392e-05,2.5135712082824982e-05,2.4030065640864216e-05,0.513557930567161,0.4864420694328389,0.5112440654165432,0.48875593458345684
Abell370,PL5_PM2_PS2,3.705466830157862e-05,1.8886056452112247e-05,1.685605723324969e-05,1.897023816942435e-05,1.7545584375055215e-05,0.5283978619274262,0.47160213807257384,0.5195073490763323,0.4804926509236677
Abell370,PL6_PM1_PS1,7.458044863927689e-05,3.645222487263804e-05,3.613279669065786e-05,3.680235273835585e-05,3.689006611892118e-05,0.5022003725775684,0.4977996274224316,0.4994048683573869,0.5005951316426132
Abell370,PL6_PM1_PS2,7.40849331008217e-05,3.522072724493646e-05,3.6693392368832394e-05,3.51185211055854e-05,3.798363936142643e-05,0.4897609458907011,0.5102390541092988,0.48040332708679695,0.5195966729132031
Abell370,PL6_PM2_PS1,4.971647102033615e-05,2.4987770305934703e-05,2.3352826107532654e-05,2.5259922646676887e-05,2.3835854041109247e-05,0.5169106746679129,0.48308932533208704,0.5145029644262855,0.48549703557371443
Abell370,PL6_PM2_PS2,3.668032555629902e-05,1.8329950099428684e-05,1.704731919275981e-05,1.8417077028649762e-05,1.770770574916332e-05,0.5181278958541903,0.4818721041458097,0.5098183466437635,0.4901816533562367
