Abell2744__coherence_gain,Abell2744__cooperative_response_score,Abell2744__emergent_memory_index,Abell2744__evolution_activity,Abell2744__internal_circulation_score,Abell2744__multiplicative_coupling_score,Abell2744__orientation_emergence_score,Abell2744__phase_emergence_score,Abell370__coherence_gain,Abell370__cooperative_response_score,Abell370__emergent_memory_index,Abell370__evolution_activity,Abell370__internal_circulation_score,Abell370__multiplicative_coupling_score,Abell370__orientation_emergence_score,Abell370__phase_emergence_score,AbellS1063__coherence_gain,AbellS1063__cooperative_response_score,AbellS1063__emergent_memory_index,AbellS1063__evolution_activity,AbellS1063__internal_circulation_score,AbellS1063__multiplicative_coupling_score,AbellS1063__orientation_emergence_score,AbellS1063__phase_emergence_score,MACS0416__coherence_gain,MACS0416__cooperative_response_score,MACS0416__emergent_memory_index,MACS0416__evolution_activity,MACS0416__internal_circulation_score,MACS0416__multiplicative_coupling_score,MACS0416__orientation_emergence_score,MACS0416__phase_emergence_score,MACS1149__coherence_gain,MACS1149__cooperative_response_score,MACS1149__emergent_memory_index,MACS1149__evolution_activity,MACS1149__internal_circulation_score,MACS1149__multiplicative_coupling_score,MACS1149__orientation_emergence_score,MACS1149__phase_emergence_score,architecture_code,architecture_name,internal_nodes,is_wrong
0.00018396014723806413,0.0,0.9995800237875768,0.00777818093248056,0.0,0.0,0.00412208694160577,0.0,-0.0010359712917353036,0.0,0.9995338967689402,0.008872892579686981,0.0,0.0,-0.00345250669508885,0.0,0.0037249027408244244,0.0,0.9996891966939372,0.005013179897571704,0.0,0.0,0.00642341395787808,0.0,0.0010401197470614417,0.0,0.9995928042584475,0.0063804508026511835,0.0,0.0,0.0005286619952499892,0.0,0.0024833353498059617,0.0,0.9996364842089392,0.004552908626075381,0.0,0.0,-0.005177317862705828,0.0,A1,Point Element,1,False
0.001290717560134969,0.0,0.905259323802506,0.01087255433639528,0.0010000207489556559,0.0,0.005228844354502675,0.0,-0.0006230403368690362,0.0,0.9057443247586004,0.011652901289122016,0.0010000207489556559,0.0,-0.0030395757402225825,0.0,0.0018424185336347733,0.0,0.9046415692436576,0.009097363765570505,0.0010000207489556559,0.0,0.004540929750688429,0.0,0.0021948341817599583,0.0,0.9049410612546447,0.009901978339663215,0.0010000207489556559,0.0,0.001683376429948506,0.0,0.0020823575742950177,0.0,0.9046709499471547,0.008925976328441523,0.0010000207489556559,0.0,-0.005578295638216772,0.0,A2,Two-State Constituent,2,False
0.001483946228751169,0.0,0.905391758361094,0.010608729565631607,0.008388920410173096,0.0,0.005422073023118875,0.0,-0.00038290259540972593,0.0,0.9059359189422942,0.01138328631873625,0.008388920410173096,0.0,-0.0027994379987632723,0.0,0.001744180992302408,0.0,0.9046765471078215,0.00873193859423487,0.008388920410173096,0.0,0.0044426922093560636,0.0,0.0022411141665821237,0.0,0.905059336186256,0.009613548114334444,0.008388920410173096,0.0,0.0017296564147706711,0.0,0.0024331154693186504,0.0,0.9047113215249778,0.008556134863907142,0.008388920410173095,0.0,-0.005227537743193139,0.0,A3,Three-State Constituent,3,False
3.7504679949697944e-05,0.0,0.997268588312734,0.005058236221429739,0.0,0.0,0.003975631474317404,0.0,-0.00043443102057676456,0.0,0.9959861636135438,0.005816635399230462,0.0,0.0,-0.002850966423930311,0.0,0.002416747671651586,0.0,0.9984431188550095,0.0032270569725274868,0.0,0.0,0.0051152588887052415,0.0,0.0005959296902604716,0.0,0.997252790094672,0.004150258439271803,0.0,0.0,8.447193844901911e-05,0.0,0.00142795253771118,0.0,0.9979141250279259,0.002946925184422233,0.0,0.0,-0.006232700674800609,0.0,A4,Elastic Link Element,1,False
-0.005774700621000289,0.0,0.9117465537429477,2.059875384098614,0.0,1.0,-0.001836573826632583,1.0,0.004351270144550732,0.0,0.9110986442396569,1.9975396990630776,0.0,1.0,0.0019347347411971848,1.0,-0.003399509250346752,0.0,0.9174149528324473,2.221286102903115,0.0,1.0,-0.0007009980332930961,1.0,-0.0033032510735588254,0.0,0.913618514796649,2.139330849502439,0.0,1.0,-0.0038147088253702778,1.0,0.006837168902544232,0.0,0.915284508658013,2.1304322092816363,0.0,1.0,-0.0008234843099675569,1.0,A5,Oscillator Cell,2,False
-0.006354237551294292,0.0,0.9912181128642314,1.6443475665500316,0.0,0.0,-0.002416110756926585,0.0,0.0008335714343195657,0.0,0.9914894025580848,1.6238048700778283,0.0,0.0,-0.0015829639690339806,0.0,-0.0019104450661443385,0.0,0.9904584078609762,1.4678067640378496,0.0,0.0,0.0007880661509093171,0.0,0.002612715200091232,0.0,0.9911338821516866,1.558876535041138,0.0,0.0,0.0021012574482797797,0.0,0.004515721701749303,0.0,0.9906048946113714,1.5051230415051176,0.0,0.0,-0.0031449315107624867,0.0,A6,Rotational Cell,1,False
0.0014839462287511707,0.0,0.905391758361094,0.010608729565631605,0.002925992294316376,0.0,0.005422073023118877,0.0,-0.0003829025954097229,0.0,0.905935918942294,0.01138328631873625,0.002925992294316376,0.0,-0.0027994379987632692,0.0,0.001744180992302414,0.0,0.9046765471078215,0.00873193859423487,0.0029259922943163765,0.0,0.00444269220935607,0.0,0.002241114166582125,0.0,0.9050593361862559,0.009613548114334444,0.002925992294316376,0.0,0.0017296564147706727,0.0,0.0024331154693186478,0.0,0.9047113215249778,0.008556134863907142,0.002925992294316376,0.0,-0.0052275377431931416,0.0,A7,Loop Constituent,3,False
-0.0010128831485206745,0.0,0.9415102266019658,0.009197284081155159,0.0,0.0,0.002925243645847032,0.0,-0.0003033251407733124,0.0,0.9423732853075735,0.009325027714834093,0.0,0.0,-0.0027198605441268587,0.0,-1.3424455500239685e-05,0.0,0.939284870851856,0.00899799884181064,0.0,0.0,0.002685086761553416,0.0,0.00026113575775362955,0.0,0.94029725356667,0.009079823291984779,0.0,0.0,-0.00025032199405782294,0.0,0.0036327052563755076,0.0,0.9391989599648606,0.008990707109054894,0.0,0.0,-0.004027947956136282,0.0,A8,Dual-Layer Constituent,2,False
0.00018358628588053226,0.06204840236188499,0.9995483313298009,0.008003212644463967,0.0,0.0,0.0041217130802482385,0.0,-0.0010470976640806818,0.06651159961999688,0.99949754355602,0.009055413723360953,0.0,0.0,-0.003463633067434228,0.0,0.0039457695030080155,0.04512975884170623,0.999661909682232,0.005227089207313537,0.0,0.0,0.0066442807200616716,0.0,0.0011365342484567153,0.046475548401329246,0.999553620288419,0.006583448995412053,0.0,0.0,0.0006250764966452628,0.0,0.0026269740324214993,0.03428560439055007,0.9995844796650968,0.0048095468994733695,0.0,0.0,-0.00503367918009029,0.0,A9,Cooperative Cell,1,False
-0.006910775193242798,0.0,0.9056720985074964,1.8533645457530643,0.014405150133767784,1.0,-0.002972648398875091,1.0,0.0047261216934191465,0.0,0.9056055509070593,1.8298047724985433,0.020315017586155663,1.0,0.0023095862900656,1.0,-0.007465422810558977,0.0,0.908584452835426,2.024758643727291,0.033232498521089227,1.0,-0.004766911593505321,1.0,-0.006401656854774957,0.0,0.9065148853143006,1.9425452116440558,0.02282007990797116,1.0,-0.006913114606586409,1.0,0.006572004184418566,0.0,0.9081835330558601,1.9631838072159338,0.034158348905658914,1.0,-0.0010886490280932236,1.0,A10,Unified Microcell,4,False
