architecture_code,architecture_name,is_wrong,quantity_name,value,log_abs,nearest_constant,nearest_constant_value,log10_distance_to_constant,factor_to_constant,is_alpha_or_3alpha
A1,Point Element,False,median_pearson_kappa_over_rms_kappa,0.6139679104506355,-0.21185432703213203,1/e,0.36787944117144233,0.2224401548711198,1.6689378142349327,False
A1,Point Element,False,median_coherence_gain_over_memory,0.0010405434519239654,-2.9827397794246884,alpha_fs/2,0.0036486762846419008,0.5448751133209584,0.2851838230494294,False
A1,Point Element,False,median_correlation_length_over_grid,0.01171875,-1.9311187105921872,2*alpha_fs,0.014594705138567603,0.09531403581641952,0.8029453071328124,False
A1,Point Element,False,median_relaxation_time_over_steps,0.45,-0.3467874862246563,1/e,0.36787944117144233,0.0875069956785955,1.2232268228065704,False
A1,Point Element,False,DT_over_relaxation_time,0.011111111111111112,-1.9542425094393248,2*alpha_fs,0.014594705138567603,0.11843783466355724,0.7613111060222222,False
A1,Point Element,False,K_over_omega,5.0,0.6989700043360189,1/e,0.36787944117144233,1.1332644862392707,13.591409142295225,False
A1,Point Element,False,K_times_DT,0.1,-1.0,1/pi,0.3183098861837907,0.5028501273058662,0.3141592653589793,False
A1,Point Element,False,gamma_over_omega,2.5,0.3979400086720376,1/e,0.36787944117144233,0.8322344905752894,6.7957045711476125,False
A1,Point Element,False,gamma_times_DT,0.05,-1.3010299956639813,3*alpha_fs,0.021892057707851405,0.3586834200561052,2.2839333180666666,True
A1,Point Element,False,omega_times_DT,0.020000000000000004,-1.6989700043360187,3*alpha_fs,0.021892057707851405,0.03925658861593237,0.9135733272266667,True
A1,Point Element,False,K_over_gamma,2.0,0.3010299956639812,1/e,0.36787944117144233,0.735324477567233,5.43656365691809,False
A1,Point Element,False,ST_over_grid,2.0,0.3010299956639812,1/e,0.36787944117144233,0.735324477567233,5.43656365691809,False
A1,Point Element,False,internal_K_times_DT,0.06,-1.2218487496163564,3*alpha_fs,0.021892057707851405,0.4378646661037299,2.7407199816799994,True
A1,Point Element,False,median_activity_over_DT,0.06380450802651183,-1.1951486356695367,3*alpha_fs,0.021892057707851405,0.46456478005054974,2.9145048344920483,True
A1,Point Element,False,wave_coherence_over_grid,0.01171875,-1.9311187105921872,2*alpha_fs,0.014594705138567603,0.09531403581641952,0.8029453071328124,False
A1,Point Element,False,corr_len/grid_n_Abell2744,0.01171875,-1.9311187105921872,2*alpha_fs,0.014594705138567603,0.09531403581641952,0.8029453071328124,False
A1,Point Element,False,wave_coherence/grid_n_Abell2744,0.01171875,-1.9311187105921872,2*alpha_fs,0.014594705138567603,0.09531403581641952,0.8029453071328124,False
A1,Point Element,False,max_cons_err_Abell2744,2.220446049250313e-16,-15.653559774527022,alpha_fs/2,0.0036486762846419008,13.215695108423292,6.085620855422746e-14,False
A1,Point Element,False,corr_len/grid_n_MACS0416,0.02734375,-1.5631419252975927,3*alpha_fs,0.021892057707851405,0.0965714904224936,1.2490260333177081,True
A1,Point Element,False,wave_coherence/grid_n_MACS0416,0.02734375,-1.5631419252975927,3*alpha_fs,0.021892057707851405,0.0965714904224936,1.2490260333177081,True
A1,Point Element,False,max_cons_err_MACS0416,2.220446049250313e-16,-15.653559774527022,alpha_fs/2,0.0036486762846419008,13.215695108423292,6.085620855422746e-14,False
A1,Point Element,False,corr_len/grid_n_MACS1149,0.015625,-1.806179973983887,2*alpha_fs,0.014594705138567603,0.029624700791880468,1.07059374284375,False
A1,Point Element,False,wave_coherence/grid_n_MACS1149,0.015625,-1.806179973983887,2*alpha_fs,0.014594705138567603,0.029624700791880468,1.07059374284375,False
A1,Point Element,False,max_cons_err_MACS1149,2.220446049250313e-16,-15.653559774527022,alpha_fs/2,0.0036486762846419008,13.215695108423292,6.085620855422746e-14,False
A1,Point Element,False,corr_len/grid_n_AbellS1063,0.01171875,-1.9311187105921872,2*alpha_fs,0.014594705138567603,0.09531403581641952,0.8029453071328124,False
A1,Point Element,False,wave_coherence/grid_n_AbellS1063,0.01171875,-1.9311187105921872,2*alpha_fs,0.014594705138567603,0.09531403581641952,0.8029453071328124,False
A1,Point Element,False,max_cons_err_AbellS1063,2.220446049250313e-16,-15.653559774527022,alpha_fs/2,0.0036486762846419008,13.215695108423292,6.085620855422746e-14,False
A1,Point Element,False,corr_len/grid_n_Abell370,0.01171875,-1.9311187105921872,2*alpha_fs,0.014594705138567603,0.09531403581641952,0.8029453071328124,False
A1,Point Element,False,wave_coherence/grid_n_Abell370,0.01171875,-1.9311187105921872,2*alpha_fs,0.014594705138567603,0.09531403581641952,0.8029453071328124,False
A1,Point Element,False,max_cons_err_Abell370,2.220446049250313e-16,-15.653559774527022,alpha_fs/2,0.0036486762846419008,13.215695108423292,6.085620855422746e-14,False
A2,Two-State Constituent,False,median_pearson_kappa_over_rms_kappa,0.6975986863346495,-0.15639434590540602,1/e,0.36787944117144233,0.2779001359978458,1.8962698326203788,False
A2,Two-State Constituent,False,median_coherence_gain_over_memory,0.0020359541770381974,-2.6912320008359685,alpha_fs/2,0.0036486762846419008,0.25336733473223866,0.5579980294793447,False
A2,Two-State Constituent,False,median_correlation_length_over_grid,0.01171875,-1.9311187105921872,2*alpha_fs,0.014594705138567603,0.09531403581641952,0.8029453071328124,False
A2,Two-State Constituent,False,median_relaxation_time_over_steps,0.6,-0.2218487496163564,1/e,0.36787944117144233,0.2124457322868954,1.630969097075427,False
A2,Two-State Constituent,False,DT_over_relaxation_time,0.008333333333333333,-2.0791812460476247,alpha_fs,0.0072973525692838015,0.057653424392123995,1.1419666590333333,True
A2,Two-State Constituent,False,K_over_omega,5.0,0.6989700043360189,1/e,0.36787944117144233,1.1332644862392707,13.591409142295225,False
A2,Two-State Constituent,False,K_times_DT,0.1,-1.0,1/pi,0.3183098861837907,0.5028501273058662,0.3141592653589793,False
A2,Two-State Constituent,False,gamma_over_omega,2.5,0.3979400086720376,1/e,0.36787944117144233,0.8322344905752894,6.7957045711476125,False
A2,Two-State Constituent,False,gamma_times_DT,0.05,-1.3010299956639813,3*alpha_fs,0.021892057707851405,0.3586834200561052,2.2839333180666666,True
A2,Two-State Constituent,False,omega_times_DT,0.020000000000000004,-1.6989700043360187,3*alpha_fs,0.021892057707851405,0.03925658861593237,0.9135733272266667,True
A2,Two-State Constituent,False,K_over_gamma,2.0,0.3010299956639812,1/e,0.36787944117144233,0.735324477567233,5.43656365691809,False
A2,Two-State Constituent,False,ST_over_grid,2.0,0.3010299956639812,1/e,0.36787944117144233,0.735324477567233,5.43656365691809,False
A2,Two-State Constituent,False,internal_K_times_DT,0.06,-1.2218487496163564,3*alpha_fs,0.021892057707851405,0.4378646661037299,2.7407199816799994,True
A2,Two-State Constituent,False,median_activity_over_DT,0.09901978339663214,-1.004278028012112,1/pi,0.3183098861837907,0.5071281553179783,0.3110798240789121,False
A2,Two-State Constituent,False,wave_coherence_over_grid,0.01171875,-1.9311187105921872,2*alpha_fs,0.014594705138567603,0.09531403581641952,0.8029453071328124,False
A2,Two-State Constituent,False,wave_mode_count_over_internal_nodes,1.0,0.0,1/e,0.36787944117144233,0.4342944819032518,2.718281828459045,False
A2,Two-State Constituent,False,corr_len/grid_n_Abell2744,0.01171875,-1.9311187105921872,2*alpha_fs,0.014594705138567603,0.09531403581641952,0.8029453071328124,False
A2,Two-State Constituent,False,wave_coherence/grid_n_Abell2744,0.01171875,-1.9311187105921872,2*alpha_fs,0.014594705138567603,0.09531403581641952,0.8029453071328124,False
A2,Two-State Constituent,False,max_cons_err_Abell2744,2.220446049250313e-16,-15.653559774527022,alpha_fs/2,0.0036486762846419008,13.215695108423292,6.085620855422746e-14,False
A2,Two-State Constituent,False,corr_len/grid_n_MACS0416,0.02734375,-1.5631419252975927,3*alpha_fs,0.021892057707851405,0.0965714904224936,1.2490260333177081,True
A2,Two-State Constituent,False,wave_coherence/grid_n_MACS0416,0.02734375,-1.5631419252975927,3*alpha_fs,0.021892057707851405,0.0965714904224936,1.2490260333177081,True
A2,Two-State Constituent,False,max_cons_err_MACS0416,2.220446049250313e-16,-15.653559774527022,alpha_fs/2,0.0036486762846419008,13.215695108423292,6.085620855422746e-14,False
A2,Two-State Constituent,False,corr_len/grid_n_MACS1149,0.015625,-1.806179973983887,2*alpha_fs,0.014594705138567603,0.029624700791880468,1.07059374284375,False
A2,Two-State Constituent,False,wave_coherence/grid_n_MACS1149,0.015625,-1.806179973983887,2*alpha_fs,0.014594705138567603,0.029624700791880468,1.07059374284375,False
A2,Two-State Constituent,False,max_cons_err_MACS1149,2.220446049250313e-16,-15.653559774527022,alpha_fs/2,0.0036486762846419008,13.215695108423292,6.085620855422746e-14,False
A2,Two-State Constituent,False,corr_len/grid_n_AbellS1063,0.01171875,-1.9311187105921872,2*alpha_fs,0.014594705138567603,0.09531403581641952,0.8029453071328124,False
A2,Two-State Constituent,False,wave_coherence/grid_n_AbellS1063,0.01171875,-1.9311187105921872,2*alpha_fs,0.014594705138567603,0.09531403581641952,0.8029453071328124,False
A2,Two-State Constituent,False,max_cons_err_AbellS1063,2.220446049250313e-16,-15.653559774527022,alpha_fs/2,0.0036486762846419008,13.215695108423292,6.085620855422746e-14,False
A2,Two-State Constituent,False,corr_len/grid_n_Abell370,0.01171875,-1.9311187105921872,2*alpha_fs,0.014594705138567603,0.09531403581641952,0.8029453071328124,False
A2,Two-State Constituent,False,wave_coherence/grid_n_Abell370,0.01171875,-1.9311187105921872,2*alpha_fs,0.014594705138567603,0.09531403581641952,0.8029453071328124,False
A2,Two-State Constituent,False,max_cons_err_Abell370,2.220446049250313e-16,-15.653559774527022,alpha_fs/2,0.0036486762846419008,13.215695108423292,6.085620855422746e-14,False
A3,Three-State Constituent,False,median_pearson_kappa_over_rms_kappa,0.7171314317998632,-0.14440124199684717,1/e,0.36787944117144233,0.2898932399064046,1.949365339678385,False
A3,Three-State Constituent,False,median_coherence_gain_over_memory,0.0019271454617020441,-2.7150855033879844,alpha_fs/2,0.0036486762846419008,0.2772208372842543,0.5281766074490721,False
A3,Three-State Constituent,False,median_correlation_length_over_grid,0.01171875,-1.9311187105921872,2*alpha_fs,0.014594705138567603,0.09531403581641952,0.8029453071328124,False
A3,Three-State Constituent,False,median_relaxation_time_over_steps,0.6,-0.2218487496163564,1/e,0.36787944117144233,0.2124457322868954,1.630969097075427,False
A3,Three-State Constituent,False,DT_over_relaxation_time,0.008333333333333333,-2.0791812460476247,alpha_fs,0.0072973525692838015,0.057653424392123995,1.1419666590333333,True
A3,Three-State Constituent,False,K_over_omega,5.0,0.6989700043360189,1/e,0.36787944117144233,1.1332644862392707,13.591409142295225,False
A3,Three-State Constituent,False,K_times_DT,0.1,-1.0,1/pi,0.3183098861837907,0.5028501273058662,0.3141592653589793,False
A3,Three-State Constituent,False,gamma_over_omega,2.5,0.3979400086720376,1/e,0.36787944117144233,0.8322344905752894,6.7957045711476125,False
A3,Three-State Constituent,False,gamma_times_DT,0.05,-1.3010299956639813,3*alpha_fs,0.021892057707851405,0.3586834200561052,2.2839333180666666,True
A3,Three-State Constituent,False,omega_times_DT,0.020000000000000004,-1.6989700043360187,3*alpha_fs,0.021892057707851405,0.03925658861593237,0.9135733272266667,True
A3,Three-State Constituent,False,K_over_gamma,2.0,0.3010299956639812,1/e,0.36787944117144233,0.735324477567233,5.43656365691809,False
A3,Three-State Constituent,False,ST_over_grid,2.0,0.3010299956639812,1/e,0.36787944117144233,0.735324477567233,5.43656365691809,False
A3,Three-State Constituent,False,internal_K_times_DT,0.06,-1.2218487496163564,3*alpha_fs,0.021892057707851405,0.4378646661037299,2.7407199816799994,True
A3,Three-State Constituent,False,median_activity_over_DT,0.09613548114334444,-1.0171162957775133,1/pi,0.3183098861837907,0.5199664230833794,0.302018521309251,False
A3,Three-State Constituent,False,wave_coherence_over_grid,0.01171875,-1.9311187105921872,2*alpha_fs,0.014594705138567603,0.09531403581641952,0.8029453071328124,False
A3,Three-State Constituent,False,wave_mode_count_over_internal_nodes,0.3333333333333333,-0.47712125471966244,1/pi,0.3183098861837907,0.02002861797447137,1.0471975511965976,False
A3,Three-State Constituent,False,corr_len/grid_n_Abell2744,0.01171875,-1.9311187105921872,2*alpha_fs,0.014594705138567603,0.09531403581641952,0.8029453071328124,False
A3,Three-State Constituent,False,wave_coherence/grid_n_Abell2744,0.01171875,-1.9311187105921872,2*alpha_fs,0.014594705138567603,0.09531403581641952,0.8029453071328124,False
A3,Three-State Constituent,False,max_cons_err_Abell2744,2.220446049250313e-16,-15.653559774527022,alpha_fs/2,0.0036486762846419008,13.215695108423292,6.085620855422746e-14,False
A3,Three-State Constituent,False,corr_len/grid_n_MACS0416,0.02734375,-1.5631419252975927,3*alpha_fs,0.021892057707851405,0.0965714904224936,1.2490260333177081,True
A3,Three-State Constituent,False,wave_coherence/grid_n_MACS0416,0.02734375,-1.5631419252975927,3*alpha_fs,0.021892057707851405,0.0965714904224936,1.2490260333177081,True
