cluster_id,candidate_id,physical_source_representation,independent_source_role,benchmark_pixel_values_loaded,legacy_strength,unit_strength,legacy_strength_role,legacy_strength_physical_derivation_present_in_current_foundation,unit_lane_role,source_absolute_mass_calibration_present,source_normalization_role,source_normalization_erases_absolute_photometric_scale,future_bridge_required_form,future_bridge_must_not_use_observed_kappa,future_bridge_must_replace_not_refit_legacy_strength,rho2_max,rho2_rms,rho3_rms,luminous_positive_sum,luminous_positive_mean,luminous_positive_rms,luminous_positive_max,normalization_divisor,hst_url,hst_sha256,hst_BUNIT,hst_EXPTIME,hst_PHOTFLAM,hst_PHOTPLAM,hst_PHOTBW,hst_FILTER,hst_INSTRUME,hst_DETECTOR,initial_u_slow_exact_0p18_factorization_relative_rms_error,initial_u_fast_exact_0p18_factorization_relative_rms_error,legacy_g3d_unit_speed_pass,unit_g3d_unit_speed_pass,legacy_first_step_exact_pass,unit_first_step_exact_pass,legacy_angular_covariance_psd_pass,unit_angular_covariance_psd_pass,legacy_angular_direction_mean_bound_pass,unit_angular_direction_mean_bound_pass,legacy_m10_los_mag_rms,unit_m10_los_mag_rms,legacy_over_unit_m10_los_mag_rms_ratio,m10_los_mag_effective_strength_exponent,legacy_vs_0p18_unit_m10_los_mag_relative_rms_error,legacy_final_angular_centroid_mag_rms,unit_final_angular_centroid_mag_rms,legacy_over_unit_final_angular_centroid_mag_rms_ratio,final_angular_centroid_mag_effective_strength_exponent,legacy_vs_0p18_unit_final_angular_centroid_mag_relative_rms_error,legacy_final_angular_spread_rms_rms,unit_final_angular_spread_rms_rms,legacy_over_unit_final_angular_spread_rms_rms_ratio,final_angular_spread_rms_effective_strength_exponent,legacy_vs_0p18_unit_final_angular_spread_rms_relative_rms_error,legacy_final_angular_rms_angle_mag_rms,unit_final_angular_rms_angle_mag_rms,legacy_over_unit_final_angular_rms_angle_mag_rms_ratio,final_angular_rms_angle_mag_effective_strength_exponent,legacy_vs_0p18_unit_final_angular_rms_angle_mag_relative_rms_error
Abell2744,PL1_PM1_PS2,M10_interface_field,independent_HST_F160W_positive_luminous_structure_proxy_on_metadata_only_common_sky_footprint_not_mass_map,False,0.18,1.0,dimensionless_initial_state_amplitude_coefficient,False,dimensionless_unit_response_kernel_diagnostic_not_physical_prediction,False,positive_F160W_common_footprint_divided_by_its_own_positive_max,True,u0_physical_field_or_dimensionless_loading_derived_from_physical_mass_energy_density_and_medium_response,True,True,1.0,0.04168557365896372,0.0060393486832721385,9.440042211610358,0.01193431379470336,0.04620555464830968,0.4870983665174856,0.4870983665174856,https://archive.stsci.edu/pub/hlsp/frontier/abell2744/images/hst/v1.0/hlsp_frontier_hst_wfc3-60mas_abell2744_f160w_v1.0_drz.fits,301dd795846e9039b57d4799050322ba7cad4df5095fa558a5cac28ed73774df,ELECTRONS/S,68202.38256599999,1.9275602e-20,15369.17599999999,826.2508499999994,F160W,WFC3,IR,0.0,8.646751037298007e-17,True,True,True,True,True,True,True,True,6.880727931254656e-05,0.00038226266284748097,0.17999999999999994,1.0000000000000002,1.3976324665408273e-15,0.000333215995452039,0.0018460759198802679,0.1804996164370372,0.9983835990093671,0.05471727619364443,0.00046236150021727553,0.0024496564221262278,0.18874544856211292,0.9723335276072262,0.07149709157846075,0.0005699219740528198,0.0030673788302761117,0.18580097392193254,0.9815026555122142,0.057110827621427565
MACS0416,PL1_PM1_PS2,M10_interface_field,independent_HST_F160W_positive_luminous_structure_proxy_on_metadata_only_common_sky_footprint_not_mass_map,False,0.18,1.0,dimensionless_initial_state_amplitude_coefficient,False,dimensionless_unit_response_kernel_diagnostic_not_physical_prediction,False,positive_F160W_common_footprint_divided_by_its_own_positive_max,True,u0_physical_field_or_dimensionless_loading_derived_from_physical_mass_energy_density_and_medium_response,True,True,1.0,0.023107450774170826,0.0033477757448770484,25.99352156769949,0.03794674681415984,0.24076520708212507,4.260955538952304,4.260955538952304,https://archive.stsci.edu/pub/hlsp/frontier/macs0416/images/hst/v1.0/hlsp_frontier_hst_wfc3-60mas_macs0416_f160w_v1.0_drz.fits,dbdd448e110783aadf3ec1fe0f5c9679167f7d8a932a7ea6067887c537dda72d,ELECTRONS/S,6235.206666,1.9275602e-20,15369.176,826.2508500000002,F160W,WFC3,IR,0.0,8.545567044595672e-17,True,True,True,True,True,True,True,True,3.91687454650119e-05,0.00021760414147228854,0.17999999999999983,1.0000000000000007,2.7681421656121447e-15,9.539931238372938e-05,0.0005248505935432235,0.1817647032457302,0.99431060801092,0.0324947226334917,0.00012617697160219747,0.0006930769698602292,0.18205333186535286,0.9933853301341884,0.02260156937230717,0.0001581823535227306,0.000869381292467989,0.18194819107929558,0.9937222176751773,0.022821097555234943
MACS1149,PL1_PM1_PS2,M10_interface_field,independent_HST_F160W_positive_luminous_structure_proxy_on_metadata_only_common_sky_footprint_not_mass_map,False,0.18,1.0,dimensionless_initial_state_amplitude_coefficient,False,dimensionless_unit_response_kernel_diagnostic_not_physical_prediction,False,positive_F160W_common_footprint_divided_by_its_own_positive_max,True,u0_physical_field_or_dimensionless_loading_derived_from_physical_mass_energy_density_and_medium_response,True,True,1.0,0.01631150103075735,0.0023631878759359133,18.64603459845184,0.025507571270111957,0.26586352362499466,6.8856277936837404,6.8856277936837404,https://archive.stsci.edu/pub/hlsp/frontier/macs1149/images/hst/v1.0-epoch1/hlsp_frontier_hst_wfc3-60mas_macs1149_f160w_v1.0-epoch1_drz.fits,e34dd57ad40210ebd1b13ad9dc2e7910305ef94bd6e83882301857bdcf13c691,ELECTRONS/S,76337.0378599999,1.9275602e-20,15369.17599999998,826.2508499999985,F160W,WFC3,IR,0.0,8.526876281093833e-17,True,True,True,True,True,True,True,True,2.7281504093734716e-05,0.00015156391163185937,0.1800000000000002,0.9999999999999994,2.4750983949379776e-15,4.0207516862241974e-05,0.00022403524393495663,0.17946960556757438,1.0017208935846569,0.0180123043295769,4.797587111014469e-05,0.0002633675673063528,0.1821631706623105,0.9930335971635664,0.025048957126753573,6.25965543860418e-05,0.0003457662014047379,0.18103722727013788,0.9966492652087854,0.014689408816341443
AbellS1063,PL1_PM1_PS2,M10_interface_field,independent_HST_F160W_positive_luminous_structure_proxy_on_metadata_only_common_sky_footprint_not_mass_map,False,0.18,1.0,dimensionless_initial_state_amplitude_coefficient,False,dimensionless_unit_response_kernel_diagnostic_not_physical_prediction,False,positive_F160W_common_footprint_divided_by_its_own_positive_max,True,u0_physical_field_or_dimensionless_loading_derived_from_physical_mass_energy_density_and_medium_response,True,True,1.0,0.02058414363302559,0.0029822024704142702,11.197861791934272,0.01850886246600706,0.07648887304944328,1.4281149712030778,1.4281149712030778,https://archive.stsci.edu/pub/hlsp/frontier/abells1063/images/hst/v1.0-epoch1/hlsp_frontier_hst_wfc3-60mas_abells1063_f160w_v1.0-epoch1_drz.fits,b5877edcd14f8bc41e2a98220b03f92d87456315bb89ba36a240bc048bb9d7ee,ELECTRONS/S,5029.33838,1.9275602e-20,15369.176,826.25085,F160W,WFC3,IR,0.0,8.438574981334679e-17,True,True,True,True,True,True,True,True,3.1831269380000125e-05,0.00017684038544444532,0.17999999999999983,1.0000000000000007,2.4348017688304562e-15,0.00017421536806034422,0.0009854529365962226,0.17678710123092042,1.0105030771499324,0.0482795973232434,0.0002144616518446812,0.001154814287963073,0.18571094424451645,0.9817852930694221,0.04729280884751164,0.00027630561807598207,0.0015181282982441827,0.18200412863362606,0.9935429607655096,0.03443027022133766
Abell370,PL1_PM1_PS2,M10_interface_field,independent_HST_F160W_positive_luminous_structure_proxy_on_metadata_only_common_sky_footprint_not_mass_map,False,0.18,1.0,dimensionless_initial_state_amplitude_coefficient,False,dimensionless_unit_response_kernel_diagnostic_not_physical_prediction,False,positive_F160W_common_footprint_divided_by_its_own_positive_max,True,u0_physical_field_or_dimensionless_loading_derived_from_physical_mass_energy_density_and_medium_response,True,True,1.0,0.033271287399524785,0.004820298441638,15.399105153490492,0.030921897898575284,0.0921556983134961,0.9658001887934137,0.9658001887934137,https://archive.stsci.edu/pub/hlsp/frontier/abell370/images/hst/v1.0-epoch1/hlsp_frontier_hst_wfc3-60mas_abell370_f160w_v1.0-epoch1_drz.fits,0cf7899aeaf3245aa57f3085d86e782030c94196be7273f2b4f7bb5832801305,ELECTRONS/S,9646.997072,1.9275602e-20,15369.176,826.25085,F160W,WFC3,IR,0.0,8.486885788210504e-17,True,True,True,True,True,True,True,True,5.4432292537082574e-05,0.0003024016252060143,0.18000000000000002,1.0,1.1111577811944296e-15,0.00024159516739018276,0.0013401088182579907,0.18028026090018023,0.9990927247774681,0.04480306413051869,0.0003348175335084405,0.0018203505928716254,0.1839302466346671,0.9874039186684108,0.03479695243845351,0.0004128813457289711,0.002260435339871704,0.18265567629658677,0.9914590665117599,0.026310833162950197
