cluster_id,step_index,propagation_distance,centroid_plus_spread_energy_identity_relative_rms_error,quadrature_total_angle_vs_prior_rms_angle_relative_rms_error,centroid_plus_spread_fraction_max_abs_error,energy_fraction_min,energy_fraction_max,energy_fraction_bounds_pass,energy_fraction_defined_count,zero_total_fraction_undefined_pass,nonzero_total_fraction_defined_pass,second_moment_tensor_decomposition_relative_rms_error,second_moment_tensor_frobenius_identity_relative_rms_error,centroid_energy_vs_observed_pearson,centroid_energy_vs_observed_spearman,centroid_energy_vs_observed_count,centroid_energy_vs_los_mag_pearson,centroid_energy_vs_los_mag_spearman,centroid_energy_vs_los_mag_count,centroid_energy_rms,spread_energy_vs_observed_pearson,spread_energy_vs_observed_spearman,spread_energy_vs_observed_count,spread_energy_vs_los_mag_pearson,spread_energy_vs_los_mag_spearman,spread_energy_vs_los_mag_count,spread_energy_rms,total_angular_second_moment_energy_vs_observed_pearson,total_angular_second_moment_energy_vs_observed_spearman,total_angular_second_moment_energy_vs_observed_count,total_angular_second_moment_energy_vs_los_mag_pearson,total_angular_second_moment_energy_vs_los_mag_spearman,total_angular_second_moment_energy_vs_los_mag_count,total_angular_second_moment_energy_rms,centroid_angle_mag_vs_observed_pearson,centroid_angle_mag_vs_observed_spearman,centroid_angle_mag_vs_observed_count,centroid_angle_mag_vs_los_mag_pearson,centroid_angle_mag_vs_los_mag_spearman,centroid_angle_mag_vs_los_mag_count,centroid_angle_mag_rms,spread_angle_rms_vs_observed_pearson,spread_angle_rms_vs_observed_spearman,spread_angle_rms_vs_observed_count,spread_angle_rms_vs_los_mag_pearson,spread_angle_rms_vs_los_mag_spearman,spread_angle_rms_vs_los_mag_count,spread_angle_rms_rms,quadrature_total_angle_mag_vs_observed_pearson,quadrature_total_angle_mag_vs_observed_spearman,quadrature_total_angle_mag_vs_observed_count,quadrature_total_angle_mag_vs_los_mag_pearson,quadrature_total_angle_mag_vs_los_mag_spearman,quadrature_total_angle_mag_vs_los_mag_count,quadrature_total_angle_mag_rms,centroid_energy_fraction_vs_observed_pearson,centroid_energy_fraction_vs_observed_spearman,centroid_energy_fraction_vs_observed_count,centroid_energy_fraction_vs_los_mag_pearson,centroid_energy_fraction_vs_los_mag_spearman,centroid_energy_fraction_vs_los_mag_count,centroid_energy_fraction_rms,spread_energy_fraction_vs_observed_pearson,spread_energy_fraction_vs_observed_spearman,spread_energy_fraction_vs_observed_count,spread_energy_fraction_vs_los_mag_pearson,spread_energy_fraction_vs_los_mag_spearman,spread_energy_fraction_vs_los_mag_count,spread_energy_fraction_rms,centroid_minus_spread_fraction_balance_vs_observed_pearson,centroid_minus_spread_fraction_balance_vs_observed_spearman,centroid_minus_spread_fraction_balance_vs_observed_count,centroid_minus_spread_fraction_balance_vs_los_mag_pearson,centroid_minus_spread_fraction_balance_vs_los_mag_spearman,centroid_minus_spread_fraction_balance_vs_los_mag_count,centroid_minus_spread_fraction_balance_rms,centroid_tensor_frobenius_mag_vs_observed_pearson,centroid_tensor_frobenius_mag_vs_observed_spearman,centroid_tensor_frobenius_mag_vs_observed_count,centroid_tensor_frobenius_mag_vs_los_mag_pearson,centroid_tensor_frobenius_mag_vs_los_mag_spearman,centroid_tensor_frobenius_mag_vs_los_mag_count,centroid_tensor_frobenius_mag_rms,spread_tensor_frobenius_mag_vs_observed_pearson,spread_tensor_frobenius_mag_vs_observed_spearman,spread_tensor_frobenius_mag_vs_observed_count,spread_tensor_frobenius_mag_vs_los_mag_pearson,spread_tensor_frobenius_mag_vs_los_mag_spearman,spread_tensor_frobenius_mag_vs_los_mag_count,spread_tensor_frobenius_mag_rms,full_second_moment_tensor_frobenius_mag_vs_observed_pearson,full_second_moment_tensor_frobenius_mag_vs_observed_spearman,full_second_moment_tensor_frobenius_mag_vs_observed_count,full_second_moment_tensor_frobenius_mag_vs_los_mag_pearson,full_second_moment_tensor_frobenius_mag_vs_los_mag_spearman,full_second_moment_tensor_frobenius_mag_vs_los_mag_count,full_second_moment_tensor_frobenius_mag_rms,centroid_only_relative_tensor_residual_vs_observed_pearson,centroid_only_relative_tensor_residual_vs_observed_spearman,centroid_only_relative_tensor_residual_vs_observed_count,centroid_only_relative_tensor_residual_vs_los_mag_pearson,centroid_only_relative_tensor_residual_vs_los_mag_spearman,centroid_only_relative_tensor_residual_vs_los_mag_count,centroid_only_relative_tensor_residual_rms,spread_only_relative_tensor_residual_vs_observed_pearson,spread_only_relative_tensor_residual_vs_observed_spearman,spread_only_relative_tensor_residual_vs_observed_count,spread_only_relative_tensor_residual_vs_los_mag_pearson,spread_only_relative_tensor_residual_vs_los_mag_spearman,spread_only_relative_tensor_residual_vs_los_mag_count,spread_only_relative_tensor_residual_rms,centroid_spread_tensor_cosine_vs_observed_pearson,centroid_spread_tensor_cosine_vs_observed_spearman,centroid_spread_tensor_cosine_vs_observed_count,centroid_spread_tensor_cosine_vs_los_mag_pearson,centroid_spread_tensor_cosine_vs_los_mag_spearman,centroid_spread_tensor_cosine_vs_los_mag_count,centroid_spread_tensor_cosine_rms
MACS0416,1,0.03,1.421712765022353e-16,1.244822039301864e-16,7.771561172376096e-16,0.0006793831661982702,0.9993206168338019,True,1024,True,True,1.969395993683519e-16,1.9050476723540766e-16,nan,0.4664979581953518,1024,nan,0.6729101101494885,1024,2.5792079681845997e-11,nan,0.6662109349627326,1024,nan,0.6746337551856091,1024,1.8900491173374678e-11,nan,0.6725140079490997,1024,nan,0.8150770353515485,1024,4.1865648216990854e-11,0.6609369519462125,0.4664979581953518,1024,0.8279368541264477,0.6729101101494885,1024,2.402027132599545e-06,0.7244999726106058,0.6662109349627326,1024,0.7761513366263266,0.6746337551856091,1024,2.4168506518507386e-06,0.7619692131843326,0.6725140079490997,1024,0.8861050519702433,0.8150770353515485,1024,3.4074772807893718e-06,-0.07385157824342878,-0.13557249932315465,1024,0.05252526076454117,0.053666382054216435,1024,0.5362387577647497,0.0738515782434288,0.13557249932315465,1024,-0.052525260764541164,-0.053666382054216435,1024,0.5981739031599016,-0.07385157824342879,-0.13557249932315465,1024,0.05252526076454119,0.053666382054216435,1024,0.5391920321196026,nan,0.4664979581953518,1024,nan,0.6729101101494885,1024,2.5792079681845997e-11,nan,0.663221714686326,1024,nan,0.6796052902152921,1024,1.7039091863183648e-11,nan,0.6564618807588838,1024,nan,0.8112875844896645,1024,3.591590623168238e-11,0.08430447007553539,0.1463001896609572,1024,-0.04534595354266296,-0.0397685363171447,1024,0.6274757600081912,-0.06030770277513795,-0.11194837594394474,1024,0.05272678761766271,0.06492421634718547,1024,0.5996047855820166,-0.07468251280331122,-0.13610822219162275,1024,-0.03731422587846803,-0.10394470620842572,1024,0.6811019590369959
MACS0416,5,0.15,2.710881172914596e-16,1.2884257339201472e-16,6.661338147750939e-16,0.0006793831684421242,0.9993206168315578,True,1024,True,True,2.993110218328261e-16,6.140181344844543e-16,nan,0.4659470017660859,1024,nan,0.6729621115263572,1024,6.447149138866572e-10,nan,0.6654611040060738,1024,nan,0.6741605907123954,1024,4.7241071203872e-10,nan,0.6717986341222573,1024,nan,0.8151497121092912,1024,1.0464538712673694e-09,0.6607010986225563,0.4659470017660859,1024,0.8277640261403224,0.6729621115263572,1024,1.2007266009943469e-05,0.7239689666484584,0.6654611040060738,1024,0.7754763564839339,0.6741605907123954,1024,1.2073637293988048e-05,0.7616561167629333,0.6717986341222573,1024,0.8857683603774023,0.8151497121092912,1024,1.7027834699113178e-05,-0.0742058702922712,-0.13519638796000844,1024,0.052215978216878026,0.05400387132537014,1024,0.5370661158553639,0.07420587029227117,0.13519638796000844,1024,-0.05221597821687802,-0.05400387132537014,1024,0.5974266274304987,-0.07420587029227117,-0.13519638796000844,1024,0.052215978216878026,0.05400387132537014,1024,0.539181950667763,nan,0.4659470017660859,1024,nan,0.6729621115263572,1024,6.447149138866571e-10,nan,0.6623837794304968,1024,nan,0.6791582884807954,1024,4.2588993324668004e-10,nan,0.6558213447332903,1024,nan,0.8112107950075101,1024,8.977436840678466e-10,0.0844474904032441,0.14629391964803895,1024,-0.04511357124470919,-0.04000857190115156,1024,0.6267883629432437,-0.06068228025763483,-0.11189116347312739,1024,0.05246856149723915,0.06537411263500464,1024,0.6003995129366521,-0.07421920658893173,-0.13558259169688938,1024,-0.037674757524904484,-0.10414175935197768,1024,0.6810941906565435
MACS0416,10,0.3,1.2075168376199444e-16,1.2682051114915605e-16,7.771561172376096e-16,0.0006793831768565809,0.9993206168231435,True,1024,True,True,1.8102023571315606e-16,2.22779081546566e-16,nan,0.46597145593411643,1024,nan,0.6729196208246907,1024,2.578794472885529e-09,nan,0.6654976734931836,1024,nan,0.6742130950039339,1024,1.8897014435378883e-09,nan,0.6717409187092271,1024,nan,0.8152099165832201,1024,4.185796315773513e-09,0.6606430497945249,0.46597145593411643,1024,0.8276983877499423,0.6729196208246907,1024,2.4012058037683064e-05,0.7239839422342023,0.6654976734931836,1024,0.7755308015268206,0.6742130950039339,1024,2.4149892863695487e-05,0.7616360415970617,0.6717409187092271,1024,0.8857612435210971,0.8152099165832201,1024,3.405578154341829e-05,-0.0745159666859144,-0.13578098563505678,1024,0.05183390883653735,0.05340116720906945,1024,0.5370377482740398,0.07451596668591437,0.13578098563505678,1024,-0.051833908836537365,-0.05340116720906945,1024,0.5974150967374438,-0.07451596668591438,-0.13578098563505678,1024,0.05183390883653738,0.05340116720906945,1024,0.539099881062981,nan,0.46597145593411643,1024,nan,0.6729196208246907,1024,2.578794472885529e-09,nan,0.6624118212529779,1024,nan,0.6791687155782848,1024,1.703619054765641e-09,nan,0.6557112674476719,1024,nan,0.8111837046706244,1024,3.5909461342487026e-09,0.08475787850442545,0.14665713333755298,1024,-0.04471453775060008,-0.03950422671840355,1024,0.6267882283158134,-0.060954371904849355,-0.112397112162604,1024,0.052121266367179016,0.06486762168299835,1024,0.6003818023808701,-0.07429681501769617,-0.13579452036882506,1024,-0.037809819641111436,-0.10446293183606323,1024,0.6810679024778068
MACS0416,20,0.6,1.655997450785251e-16,1.2248970425414473e-16,7.771561172376096e-16,0.0006793832123842879,0.9993206167876154,True,1024,True,True,1.7839662873210288e-16,2.8528432161068336e-16,nan,0.46585234804165687,1024,nan,0.6728410767291324,1024,1.031510319047501e-08,nan,0.6654810205176965,1024,nan,0.6742195658393534,1024,7.558891859139652e-09,nan,0.671723751615034,1024,nan,0.8151796075924469,1024,1.674315103317402e-08,0.6605964247960819,0.46585234804165687,1024,0.8276601918638735,0.6728410767291324,1024,4.802228673057412e-05,0.7239867639493429,0.6654810205176965,1024,0.7755379174682583,0.6742195658393534,1024,4.83018831857779e-05,0.7616251798872179,0.671723751615034,1024,0.8857592328189584,0.8151796075924469,1024,6.811176067410098e-05,-0.07457467224030499,-0.13599571960688991,1024,0.0517779893433081,0.05320644982476218,1024,0.5370139588299211,0.07457467224030498,0.13599571960688991,1024,-0.051777989343308135,-0.05320644982476218,1024,0.597474598839431,-0.07457467224030499,-0.13599571960688991,1024,0.051777989343308135,0.05320644982476218,1024,0.5391843622296981,nan,0.46585234804165687,1024,nan,0.6728410767291324,1024,1.0315103190475012e-08,nan,0.6623804264824121,1024,nan,0.6791638205421644,1024,6.8145537436173695e-09,nan,0.6556550832142672,1024,nan,0.811212650203848,1024,1.4363747793164392e-08,0.08482265752771642,0.1467385876230222,1024,-0.044657485110752494,-0.03946764805807882,1024,0.6268464020762408,-0.06100167815433222,-0.11242019162191985,1024,0.05207459650269921,0.06474284296545312,1024,0.6003578092269259,-0.07437553768280122,-0.13584776518440894,1024,-0.037842000313043384,-0.10443512624275803,1024,0.681049666284348
MACS0416,40,1.2,8.862175399230487e-17,1.2236881699036812e-16,6.661338147750939e-16,0.000679383358234891,0.999320616641765,True,1024,True,True,1.7367883583295597e-16,1.6253476505527643e-16,0.5832356209338194,0.4657839814302113,1024,0.7545557153239696,0.6728112706530291,1024,4.12602180852678e-08,nan,0.6654460380926803,1024,nan,0.6742293335598312,1024,3.023584359640832e-08,0.640643758065038,0.6717067521682448,1024,0.7856091940985915,0.8151831279951363,1024,6.697259674770996e-08,0.6605809551684104,0.4657839814302113,1024,0.8276411721758465,0.6728112706530291,1024,9.604251869604141e-05,0.7239864583500614,0.6654460380926803,1024,0.7755502883858387,0.6742293335598312,1024,9.660652839840637e-05,0.7616213355197513,0.6717067521682448,1024,0.8857593999207121,0.8151831279951363,1024,0.0001362240313845966,-0.07456003467431378,-0.13591742826911388,1024,0.05175687342669383,0.05325417083899578,1024,0.5369941540100571,0.07456003467431378,0.13591742826911388,1024,-0.05175687342669382,-0.05325417083899578,1024,0.5975017336325626,-0.0745600346743138,-0.13591742826911388,1024,0.05175687342669383,0.05325417083899578,1024,0.5392050503007084,0.5832356209338193,0.4657839814302113,1024,0.7545557153239696,0.6728112706530291,1024,4.1260218085267806e-08,nan,0.662366802336695,1024,nan,0.6791744823331665,1024,2.725847503487076e-08,0.646726660088355,0.6556285613949179,1024,0.792030538790396,0.8112348343287319,1024,5.745494676296079e-08,0.08482407531535378,0.14673339055349102,1024,-0.0446206734655979,-0.03946359121307489,1024,0.6268668143943709,-0.06097439249810791,-0.11236245385590257,1024,0.05206909596442523,0.06474244063371719,1024,0.6003345491320466,-0.07444458534908518,-0.1359196300383561,1024,-0.03790450502907882,-0.10450223741148702,1024,0.6810520943276761
MACS0416,80,2.4,2.2209094851791446e-16,1.2655836098111726e-16,8.881784197001252e-16,0.0006793839491169808,0.999320616050883,True,1024,True,True,2.7243473755049775e-16,6.966548130890182e-16,0.5832300545593831,0.46573603427260113,1024,0.7545506675878343,0.6727932327802018,1024,1.650408808074909e-07,0.6178982547038592,0.6654114580214342,1024,0.7026968684213089,0.6742300488162506,1024,1.2094383866809639e-07,0.640642415605626,0.6716777491673128,1024,0.7856079024291247,0.8151967066912238,1024,2.678906363986384e-07,0.660567802634945,0.46573603427260113,1024,0.8276331994773445,0.6727932327802018,1024,0.00019208372171538056,0.7239912736917125,0.6654114580214342,1024,0.7755529491926993,0.6742300488162506,1024,0.00019321463099006975,0.7616196775911893,0.6716777491673128,1024,0.8857593491759822,0.8151967066912238,1024,0.0002724482515573565,-0.07461464303071011,-0.13598823135616758,1024,0.05170698951378187,0.05315435904084114,1024,0.5369941381386177,0.07461464303071011,0.13598823135616758,1024,-0.05170698951378186,-0.05315435904084114,1024,0.5974936117787949,-0.07461464303071011,-0.13598823135616758,1024,0.05170698951378187,0.05315435904084114,1024,0.5391870185968985,0.5832300545593831,0.46573603427260113,1024,0.7545506675878343,0.6727932327802018,1024,1.650408808074909e-07,0.6191487641993557,0.662364824097325,1024,0.7018732786848237,0.6791823501537801,1024,1.0903430583645557e-07,0.6467244910069899,0.655602576047262,1024,0.7920285775084406,0.8112370136256348,1024,2.2982000163994454e-07,0.08486874256375719,0.1468259319206267,1024,-0.04457933304433993,-0.039346389743222944,1024,0.6268624236360484,-0.061028755991162774,-0.11246632818756432,1024,0.052015732066528944,0.06464742328874902,1024,0.6003374353924159,-0.07441158382789477,-0.1359662136637452,1024,-0.03788309407396405,-0.10451631902224448,1024,0.6810431741310722
MACS0416,120,3.5999999999999996,2.217857137681264e-16,1.159397970089217e-16,7.771561172376096e-16,0.0006793849389074272,0.9993206150610927,True,1024,True,True,2.4985863637579805e-16,4.223500976469683e-16,0.5832225760175299,0.46572597542834726,1024,0.7545507200332625,0.672793802750161,1024,3.713411934044296e-07,0.6178746311291821,0.6653744638275672,1024,0.7026646437770189,0.6742941089693155,1024,2.720951608095351e-07,0.6406182875372833,0.6716711103301053,1024,0.7855845878108744,0.815219606072527,1024,6.027336976550723e-07,0.6605638638760981,0.46572597542834726,1024,0.8276504506509262,0.672793802750161,1024,0.00028812172691055076,0.7240210606701369,0.6653744638275672,1024,0.7755991310273348,0.6742941089693155,1024,0.0002897738118443009,0.7616335194704623,0.6716711103301053,1024,0.8857889217213046,0.815219606072527,1024,0.00040863552409047145,-0.07453247680718174,-0.13587747230443872,1024,0.051760706442703544,0.05324001099706745,1024,0.5370321893634963,0.07453247680718177,0.13587747230443872,1024,-0.051760706442703516,-0.05324001099706745,1024,0.5974596332541956,-0.07453247680718175,-0.13587747230443872,1024,0.051760706442703544,0.05324001099706745,1024,0.5391875105764008,0.5832225760175299,0.46572597542834726,1024,0.7545507200332625,0.672793802750161,1024,3.713411934044296e-07,0.6191350650729877,0.6623466511187064,1024,0.7018483502309091,0.6792304623238681,1024,2.452952608998078e-07,0.646695918200765,0.6556086001773207,1024,0.7919936187018716,0.8112410928224019,1024,5.170742123049167e-07,0.08481195808086057,0.14668711986992317,1024,-0.044576893041158736,-0.03941037166511695,1024,0.626840461277863,-0.06092320458591078,-0.11227073954929441,1024,0.052109773496951006,0.06476416654745726,1024,0.6003772840475474,-0.07447997214888562,-0.13599229959984357,1024,-0.038025784483622815,-0.10459904289750376,1024,0.6810358949346932
MACS0416,159,4.77,2.3620145034183094e-16,1.2544053213232638e-16,8.881784197001252e-16,0.000679386288027763,0.999320613711972,True,1024,True,True,2.220354602715428e-16,3.6102152984024676e-16,0.5826049979663456,0.4656203799166687,1024,0.7543408874663619,0.6727389850511408,1024,6.512976720890834e-07,0.6169576186039506,0.6655322088584552,1024,0.7023331287017631,0.6743933619733925,1024,4.771081262377415e-07,0.639940038984268,0.6717146874787118,1024,0.7854555904885604,0.8152875107288463,1024,1.0568431296115663e-06,0.6602597671456,0.4656203799166687,1024,0.8276209695717723,0.6727389850511408,1024,0.00038159291039292927,0.7236348748765542,0.6655322088584552,1024,0.7755977790199652,0.6743933619733925,1024,0.00038370859065759924,0.7613808632887425,0.6717146874787118,1024,0.8858751695788966,0.8152875107288463,1024,0.0005411519489076864,-0.07440009910033492,-0.13585757814580326,1024,0.05181582339759879,0.05321793863099921,1024,0.5370607874997363,0.07440009910033496,0.13585757814580326,1024,-0.05181582339759877,-0.05321793863099921,1024,0.5974409189127361,-0.07440009910033495,-0.13585757814580326,1024,0.05181582339759878,0.05321793863099921,1024,0.5392030064106308,0.5826049979663456,0.4656203799166687,1024,0.7543408874663619,0.6727389850511408,1024,6.512976720890834e-07,0.6182188748274923,0.6625964792804919,1024,0.7015710636651108,0.679402760889779,1024,4.3017976002674685e-07,0.6459434979496842,0.6556970956537677,1024,0.7918118292680963,0.8113161612187969,1024,9.066435495413618e-07,0.08475855053888848,0.14678137124058202,1024,-0.044542688719361706,-0.03928581646520277,1024,0.6268402403634824,-0.06071147242945053,-0.11228880076297693,1024,0.05224354640265019,0.06484904736785638,1024,0.6004295198058266,-0.07510468801117107,-0.13646574704588654,1024,-0.03845744308409776,-0.10487562361419069,1024,0.6809788274777534
MACS1149,0,0.0,0.0,0.0,0.0,nan,nan,True,0,True,True,0.0,0.0,nan,nan,1024,nan,nan,1024,0.0,nan,nan,1024,nan,nan,1024,0.0,nan,nan,1024,nan,nan,1024,0.0,nan,nan,1024,nan,nan,1024,0.0,nan,nan,1024,nan,nan,1024,0.0,nan,nan,1024,nan,nan,1024,0.0,nan,nan,0,nan,nan,0,nan,nan,nan,0,nan,nan,0,nan,nan,nan,0,nan,nan,0,nan,nan,nan,1024,nan,nan,1024,0.0,nan,nan,1024,nan,nan,1024,0.0,nan,nan,1024,nan,nan,1024,0.0,nan,nan,0,nan,nan,0,nan,nan,nan,0,nan,nan,0,nan,nan,nan,0,nan,nan,0,nan
MACS1149,1,0.03,1.4370718859603546e-16,1.368850856636252e-16,8.881784197001252e-16,0.00016333672630328602,0.9998366632736964,True,1024,True,True,1.7492741659966054e-16,1.7269142736205156e-16,nan,0.769198036360574,1024,nan,0.861261589389171,1024,1.0098910182979352e-11,nan,0.7856110658626044,1024,nan,0.798752726915099,1024,8.598745307461928e-12,nan,0.847416551299199,1024,nan,0.913763444585509,1024,1.7399964775740084e-11,0.7712103720631762,0.769198036360574,1024,0.8485288709731745,0.861261589389171,1024,1.8728043230271188e-06,0.7980905561394072,0.7856110658626044,1024,0.8450725876068973,0.798752726915099,1024,1.5264326111227788e-06,0.8538246032400745,0.847416551299199,1024,0.9236890737519579,0.913763444585509,1024,2.4160696489646503e-06,0.06760572551324899,0.11056289340869986,1024,0.13712493752275384,0.2242506683177169,1024,0.6065640914896256,-0.06760572551324905,-0.11056289340869986,1024,-0.13712493752275387,-0.2242506683177169,1024,0.5236515259305724,0.067605725513249,0.11056289340869986,1024,0.13712493752275384,0.2242506683177169,1024,0.5331621098578779,nan,0.769198036360574,1024,nan,0.861261589389171,1024,1.0098910182979352e-11,nan,0.7818219387942709,1024,nan,0.8005412367677562,1024,7.064686573620292e-12,nan,0.8381335615798737,1024,nan,0.9115397123775123,1024,1.4603045725024676e-11,-0.046702469476623924,-0.07892921724390298,1024,-0.11375870137177392,-0.18963830376940133,1024,0.5588747380929393,0.10961924514736546,0.17513405771361548,1024,0.16973483684733473,0.27466400829697446,1024,0.6779715501409949,-0.213273934037865,-0.3025656075579733,1022,-0.19638874013512733,-0.2528143358288741,1022,0.6507745923975597
MACS1149,5,0.15,1.7384220962781659e-16,1.2497971237810284e-16,8.881784197001252e-16,0.0001633367263054267,0.9998366632736941,True,1024,True,True,2.245038887086233e-16,2.825393114196347e-16,nan,0.7698666447045701,1024,nan,0.8620388831271011,1024,2.524675310658171e-10,nan,0.7859176594340451,1024,nan,0.799042249302625,1024,2.14960503621326e-10,nan,0.847394300117223,1024,nan,0.9139492100886918,1024,4.349917011254097e-10,0.7713282666055093,0.7698666447045701,1024,0.8486705692981014,0.8620388831271011,1024,9.36337571100629e-06,0.7982075186936503,0.7859176594340451,1024,0.8452025031926441,0.799042249302625,1024,7.629808884437236e-06,0.8538005450289039,0.847394300117223,1024,0.9236955048335448,0.9139492100886918,1024,1.2078360332367136e-05,0.06666431067521594,0.10910269731012834,1024,0.13637290142148534,0.22336566143337386,1024,0.6070222898488818,-0.06666431067521598,-0.10910269731012834,1024,-0.1363729014214854,-0.22336566143337386,1024,0.5231680149475217,0.06666431067521597,0.10910269731012834,1024,0.13637290142148537,0.22336566143337386,1024,0.5332557214648715,nan,0.7698666447045701,1024,nan,0.8620388831271011,1024,2.524675310658171e-10,nan,0.7822802002665636,1024,nan,0.8009956928152493,1024,1.766127085489332e-10,nan,0.8381375681337353,1024,nan,0.9118100793040556,1024,3.650710672410184e-10,-0.04545470684047368,-0.07740078120703642,1024,-0.11289477195581513,-0.18894010174522566,1024,0.5581435249754344,0.10869631893186521,0.17367512448976183,1024,0.1689943349990477,0.2736410575066161,1024,0.6784591379109695,-0.2108687579852117,-0.30087530265791557,1024,-0.19537870639525343,-0.25021704679565127,1024,0.6505570666439525
MACS1149,10,0.3,1.6297854588924624e-16,1.155992635009738e-16,6.661338147750939e-16,0.0001633367263134585,0.9998366632736866,True,1024,True,True,2.0775258560920703e-16,2.7133341014932337e-16,nan,0.7698019419330733,1024,nan,0.8620699967813461,1024,1.0098671396037505e-09,nan,0.7859439506975301,1024,nan,0.79904307631786,1024,8.598400139370251e-10,nan,0.8474056604017427,1024,nan,0.9139765798226164,1024,1.7399630477251313e-09,0.7713267156384211,0.7698019419330733,1024,0.8486760389244042,0.8620699967813461,1024,1.8726405852642153e-05,0.7982135572015534,0.7859439506975301,1024,0.8452087555239312,0.79904307631786,1024,1.525950368568988e-05,0.8537962365256596,0.8474056604017427,1024,0.9236960086724517,0.9139765798226164,1024,2.4156380707619537e-05,0.06687025990206162,0.10938687764929743,1024,0.13661670864059283,0.22378328177526643,1024,0.6069345361300744,-0.06687025990206165,-0.10938687764929743,1024,-0.1366167086405929,-0.22378328177526643,1024,0.5232158005392897,0.06687025990206165,0.10938687764929743,1024,0.13661670864059286,0.22378328177526643,1024,0.5331497070831017,nan,0.7698019419330733,1024,nan,0.8620699967813461,1024,1.0098671396037505e-09,nan,0.7822591504919519,1024,nan,0.8009889202310279,1024,7.064490169869852e-10,nan,0.8381191279276778,1024,nan,0.9118162148630284,1024,1.4602807696554643e-09,-0.04560681777792145,-0.07770533517992838,1024,-0.11309903477422889,-0.18938753933910307,1024,0.5581640486376805,0.10890890524605412,0.1739965372813433,1024,0.1692220960921126,0.27411874821185894,1024,0.678377052160233,-0.21096154632042663,-0.3008226083721211,1024,-0.1953792111978081,-0.2500632107860668,1024,0.6505382495931705
MACS1149,20,0.6,1.9124498238184682e-16,1.325167029230616e-16,1.1102230246251565e-15,0.0001633367263473694,0.9998366632736526,True,1024,True,True,2.092855868853559e-16,1.6795566705405702e-16,nan,0.7697979633189179,1024,nan,0.8621092688291252,1024,4.0394634680625825e-09,nan,0.7859260022303008,1024,nan,0.7990286147271297,1024,3.4393614281614037e-09,nan,0.8473902879754203,1024,nan,0.9139872527895,1024,6.959851543073755e-09,0.7713237561269113,0.7697979633189179,1024,0.8486854293317768,0.8621092688291252,1024,3.745256542908186e-05,0.7982151927261222,0.7859260022303008,1024,0.845208588836811,0.7990286147271297,1024,3.051913755682279e-05,0.8537922695793767,0.8473902879754203,1024,0.923697558425535,0.9139872527895,1024,4.831265273644089e-05,0.06697817690671554,0.1095382046857344,1024,0.13677243171913775,0.22401559482511982,1024,0.6068892616423699,-0.06697817690671558,-0.1095382046857344,1024,-0.13677243171913775,-0.22401559482511982,1024,0.5232731727725471,0.06697817690671555,0.1095382046857344,1024,0.13677243171913778,0.22401559482511982,1024,0.5331592430789678,nan,0.7697979633189179,1024,nan,0.8621092688291252,1024,4.0394634680625825e-09,nan,0.782249606288332,1024,nan,0.8009884843716473,1024,2.82579747105161e-09,nan,0.8381105560258317,1024,nan,0.9118487143265861,1024,5.841121838245088e-09,-0.04569226523248174,-0.07783065593788309,1024,-0.11324124910925104,-0.18960522316000286,1024,0.5582151686338939,0.10901982881967136,0.17418397918194672,1024,0.1693679834951291,0.27434649032615693,1024,0.6783317917712265,-0.2110640168076241,-0.3009790763144892,1024,-0.1954113159901407,-0.25007082156140475,1024,0.6505476792380611
MACS1149,40,1.2,1.6892923123733664e-16,1.0978276722431099e-16,6.661338147750939e-16,0.00016333672648657718,0.9998366632735137,True,1024,True,True,2.7255329194372873e-16,4.833422986966534e-16,nan,0.7697850607626189,1024,nan,0.8621368062012732,1024,1.6157841032475393e-08,nan,0.785946845251087,1024,nan,0.7990640757992991,1024,1.3757450091412603e-08,nan,0.847361482138382,1024,nan,0.9139952994242185,1024,2.7839397693362757e-08,0.7713210789243226,0.7697850607626189,1024,0.8486844533731143,0.8621368062012732,1024,7.490463469114265e-05,0.7982157174575825,0.785946845251087,1024,0.8452091045632573,0.7990640757992991,1024,6.103855161070082e-05,0.8537912065342548,0.847361482138382,1024,0.923698017457085,0.9139952994242185,1024,9.662509550290607e-05,0.06705353818508286,0.10970228340405715,1024,0.13685406837528044,0.22417142014162078,1024,0.6068542570180787,-0.06705353818508292,-0.10970228340405715,1024,-0.1368540683752805,-0.22417142014162078,1024,0.5233037840689938,0.06705353818508289,0.10970228340405715,1024,0.13685406837528047,0.22417142014162078,1024,0.5331396433991611,nan,0.7697850607626189,1024,nan,0.8621368062012732,1024,1.6157841032475396e-08,nan,0.7822478404989034,1024,nan,0.8009819464809385,1024,1.1303193467987681e-08,nan,0.8381098519452368,1024,nan,0.9118420535011802,1024,2.3364478904612265e-08,-0.045753975833019406,-0.07789780622763838,1024,-0.11331119349090119,-0.1896984411880409,1024,0.5582457627939937,0.10909624036106548,0.17421036544043256,1024,0.1694463411344232,0.2743962677025964,1024,0.6782951622089142,-0.21109005625438604,-0.30099135860931175,1024,-0.1954162055892948,-0.250045709355554,1024,0.6505486896853264
