cluster_id,candidate_id,physical_source_representation,geometry_lane,observer_order,benchmark_role,n_photons,source_supported_bins,checkpoint_count,g3d_unit_speed_max_error,g3d_unit_speed_pass,first_step_exact_max_vector_error,first_step_exact_pass,los_mag_vs_observed_pearson,los_mag_vs_observed_spearman,final_full3d_metric_trace_identity_relative_rms_error,final_full3d_metric_det_identity_relative_rms_error,final_projection_metric_identity_relative_rms_error,final_full3d_metric_psd_pass,final_projected2d_metric_psd_pass,final_full3d_principal_stretch_high_vs_observed_pearson,final_full3d_principal_stretch_low_vs_observed_pearson,final_full3d_area_scale_vs_observed_pearson,final_full3d_stretch_gap_vs_observed_pearson,final_full3d_metric_frobenius_mag_vs_observed_pearson,final_projected2d_principal_stretch_high_vs_observed_pearson,final_projected2d_principal_stretch_low_vs_observed_pearson,final_projected2d_area_scale_vs_observed_pearson,final_projected2d_stretch_gap_vs_observed_pearson,final_projected2d_metric_frobenius_mag_vs_observed_pearson,final_z_gradient_mag_vs_observed_pearson,final_projection_metric_loss_frobenius_mag_vs_observed_pearson,final_area_scale_loss_full3d_minus_projected2d_vs_observed_pearson
Abell2744,PL1_PM1_PS2,M10_interface_field,G3D_LOS_consistent_diagnostic,full_3d_received_sheet_then_fixed_xy_projection,external_morphology_comparison_only,71289,1024,9,2.220446049250313e-16,True,4.902191892490871e-16,True,0.7697236967097444,0.671986686945565,2.4292342153401755e-17,1.524917218817249e-16,4.7860286906618143e-17,True,True,0.29220414535596934,-0.5188170105627332,-0.1316869213828505,0.6315208119645077,-0.10660261590852278,0.2922041448622194,-0.5188170217066552,-0.1316869373797596,0.6315208164078676,-0.10660262977229554,0.5847303433759041,nan,nan
MACS0416,PL1_PM1_PS2,M10_interface_field,G3D_LOS_consistent_diagnostic,full_3d_received_sheet_then_fixed_xy_projection,external_morphology_comparison_only,71289,1024,9,2.220446049250313e-16,True,4.664558536237207e-16,True,0.7439897594213153,0.6455692865332464,2.248812213609713e-17,1.5411382152013687e-16,4.841116709956389e-17,True,True,0.4003050633773071,-0.5371457227107906,-0.06976139502328765,0.6727462566902076,-0.03760726328739968,0.4003050634278752,-0.5371457386817268,-0.06976141675452067,0.6727462621702347,-0.037607282074303465,0.6313918785258974,nan,nan
MACS1149,PL1_PM1_PS2,M10_interface_field,G3D_LOS_consistent_diagnostic,full_3d_received_sheet_then_fixed_xy_projection,external_morphology_comparison_only,71289,1024,9,2.220446049250313e-16,True,4.771006342555579e-16,True,0.7884323322863971,0.7011600616612864,2.2216873455125414e-17,1.5614573925978089e-16,4.4971060458687075e-17,True,True,0.3654854594577875,-0.6301576835297249,-0.12021736128118321,0.6820434055096094,-0.0966239181708348,0.36548545881666994,-0.630157684556714,-0.12021736799907388,0.6820434057709106,-0.09662392432587262,0.6041765707489435,nan,nan
AbellS1063,PL1_PM1_PS2,M10_interface_field,G3D_LOS_consistent_diagnostic,full_3d_received_sheet_then_fixed_xy_projection,external_morphology_comparison_only,71289,1024,9,2.220446049250313e-16,True,4.8154685385691e-16,True,0.8075234973090877,0.6828267917055436,2.2217345511423077e-17,1.5366421063436757e-16,4.654689873939133e-17,True,True,0.4582464618512924,-0.5959024284967748,-0.07328466526398214,0.7230640717498545,-0.029219057316002054,0.45824645829642835,-0.5959024550238955,-0.07328472584347244,0.7230640721430339,-0.029219107995765423,0.616506002946666,nan,nan
Abell370,PL1_PM1_PS2,M10_interface_field,G3D_LOS_consistent_diagnostic,full_3d_received_sheet_then_fixed_xy_projection,external_morphology_comparison_only,71289,1024,9,2.220446049250313e-16,True,4.924896573333921e-16,True,0.7918907566644745,0.6990111606304666,2.5020506572083772e-17,1.6781362401141455e-16,4.808972673767963e-17,True,True,0.39233356894082216,-0.47772317203077347,-0.033294538812699365,0.6510604461384583,-0.004312705153038289,0.3923335685501826,-0.47772319586727036,-0.03329456519063482,0.6510604548334127,-0.004312727588220818,0.6585440626125577,nan,nan
