cluster_id,cluster_label,candidate_id,physical_source_representation,source_launch,bins,total_pixel_count,source_support_pixel_count,source_support_fraction,jacobian_ge6_support_pixel_count,jacobian_ge6_support_fraction,jacobian_finite_pixel_count,jacobian_finite_fraction,jacobian_support_mask_equals_ge6_source_mask,ray_divergence_finite_pixel_count,source_count_min_nonzero,source_count_max,source_count_mean_nonzero,coverage_row_min,coverage_row_max,coverage_col_min,coverage_col_max,coverage_x_min,coverage_x_max,coverage_y_min,coverage_y_max,top25_threshold_positive_kappa,top25_core_pixel_count,top25_core_coverage_fraction,support_fraction_inside_top25_core,top10_threshold_positive_kappa,top10_core_pixel_count,top10_core_coverage_fraction,support_fraction_inside_top10_core,los_div_vs_observed_full_finite_count,los_div_vs_observed_full_pearson,los_div_vs_observed_full_spearman,neg_los_div_vs_observed_full_finite_count,neg_los_div_vs_observed_full_pearson,neg_los_div_vs_observed_full_spearman,los_mag_vs_observed_full_finite_count,los_mag_vs_observed_full_pearson,los_mag_vs_observed_full_spearman,los_div_vs_observed_jacmask_finite_count,los_div_vs_observed_jacmask_pearson,los_div_vs_observed_jacmask_spearman,neg_los_div_vs_observed_jacmask_finite_count,neg_los_div_vs_observed_jacmask_pearson,neg_los_div_vs_observed_jacmask_spearman,los_mag_vs_observed_jacmask_finite_count,los_mag_vs_observed_jacmask_pearson,los_mag_vs_observed_jacmask_spearman,ray_div_vs_observed_finite_count,ray_div_vs_observed_pearson,ray_div_vs_observed_spearman,neg_ray_div_vs_observed_finite_count,neg_ray_div_vs_observed_pearson,neg_ray_div_vs_observed_spearman,jacobian_kappa_vs_observed_finite_count,jacobian_kappa_vs_observed_pearson,jacobian_kappa_vs_observed_spearman,los_div_vs_ray_div_finite_count,los_div_vs_ray_div_pearson,los_div_vs_ray_div_spearman,los_div_vs_jacobian_kappa_finite_count,los_div_vs_jacobian_kappa_pearson,los_div_vs_jacobian_kappa_spearman,ray_div_vs_jacobian_kappa_finite_count,ray_div_vs_jacobian_kappa_pearson,ray_div_vs_jacobian_kappa_spearman,observed_full_finite_count,observed_full_mean,observed_full_rms,observed_jacmask_finite_count,observed_jacmask_mean,observed_jacmask_rms
Abell2744,Abell 2744,PL1_PM1_PS2,M10_interface_field,launch_B_cartesian_frozen,64,4096,288,0.0703125,288,0.0703125,288,0.0703125,True,220,55.0,72.0,69.03125,20,43,0,11,-7.875,-5.125,-2.875,2.875,0.11973173347198279,880,0.03068181818181818,0.09375,0.16033869384029825,352,0.02556818181818182,0.03125,4096,0.17932423146712337,-0.03900455031198563,4096,-0.17932423146712337,0.03900455031198563,4096,0.7697236967097444,0.671986686945565,288,-0.19279131186748036,-0.19093785290299764,288,0.19279131186748036,0.19093785290299764,288,0.5726190475415127,0.5293037588062485,220,-0.3834063704859187,-0.3436795275634921,220,0.3834063704859187,0.3436795275634921,288,0.18233550546929617,0.11643940215971611,220,0.18257096031374875,0.20572401007533964,288,-0.1093776326906207,-0.10958780929875538,220,-0.5013289121311706,-0.5510624749947877,4096,0.07228263046669496,0.10762073259171052,288,0.04753051240622719,0.0746593441841178
MACS0416,MACS J0416,PL1_PM1_PS2,M10_interface_field,launch_B_cartesian_frozen,64,4096,288,0.0703125,288,0.0703125,288,0.0703125,True,220,55.0,72.0,69.03125,20,43,0,11,-7.875,-5.125,-2.875,2.875,0.1329375841540094,803,0.099626400996264,0.2777777777777778,0.1819911986589432,321,0.08099688473520249,0.09027777777777778,4096,0.07781885854734592,-0.11616353472287712,4096,-0.07781885854734592,0.11616353472287712,4096,0.7439897594213153,0.6455692865332464,288,0.2628823924023773,0.28773977309718723,288,-0.2628823924023773,-0.28773977309718723,288,0.6874177226665232,0.6975895092613803,220,0.07112970706844852,0.12253483824797282,220,-0.07112970706844852,-0.12253483824797282,288,-0.05572210819315246,-0.06911423105827696,220,0.17513689938840005,0.15904160303837983,288,-0.09015477193350309,-0.1177133694223744,220,-0.7379743336471675,-0.7696015507457893,4096,0.07422602945206427,0.11900074328228331,288,0.09913506808421325,0.12156502462993304
MACS1149,MACS J1149,PL1_PM1_PS2,M10_interface_field,launch_B_cartesian_frozen,64,4096,288,0.0703125,288,0.0703125,288,0.0703125,True,220,55.0,72.0,69.03125,20,43,0,11,-7.875,-5.125,-2.875,2.875,0.1293801047972271,796,0.0414572864321608,0.11458333333333333,0.18747844440596495,319,0.009404388714733543,0.010416666666666666,4096,0.0999075482740975,-0.16042249508346906,4096,-0.0999075482740975,0.16042249508346906,4096,0.7884323322863971,0.7011600616612864,288,0.11753049341967138,-0.17103735934455788,288,-0.11753049341967138,0.17103735934455788,288,0.738250551028054,0.7149663686308971,220,0.07909640688391852,0.03890275719445744,220,-0.07909640688391852,-0.03890275719445744,288,-0.06761928786792495,-0.03770571727056105,220,0.16140759886031447,0.09176786146971481,288,-0.1405474912756498,-0.1042452849145397,220,-0.8807086498971674,-0.8204887779424443,4096,0.0665279876964022,0.12320088759436647,288,0.04248123534166962,0.08255402777646081
AbellS1063,Abell S1063,PL1_PM1_PS2,M10_interface_field,launch_B_cartesian_frozen,64,4096,288,0.0703125,288,0.0703125,288,0.0703125,True,220,55.0,72.0,69.03125,20,43,0,11,-7.875,-5.125,-2.875,2.875,0.10319794767669253,738,0.051490514905149054,0.13194444444444445,0.1497507554434596,295,0.030508474576271188,0.03125,4096,0.08559102762215667,-0.21859436006094896,4096,-0.08559102762215667,0.21859436006094896,4096,0.8075234973090877,0.6828267917055436,288,-0.10266266036878391,-0.16374648855237933,288,0.10266266036878391,0.16374648855237933,288,0.6623908559975724,0.594742775158844,220,0.22978724702389386,0.16760564173940484,220,-0.22978724702389386,-0.16760564173940484,288,-0.07107472338453223,-0.018136953490147854,220,0.1491889352573213,0.1105481142548024,288,-0.1247204947377021,-0.07001997355613694,220,-0.6818021244528334,-0.5233169731155227,4096,0.05141604494616768,0.09315038662366147,288,0.042952043848952265,0.06821827313934854
Abell370,Abell 370,PL1_PM1_PS2,M10_interface_field,launch_B_cartesian_frozen,64,4096,288,0.0703125,288,0.0703125,288,0.0703125,True,220,55.0,72.0,69.03125,20,43,0,11,-7.875,-5.125,-2.875,2.875,0.14107049717789605,862,0.052204176334106726,0.15625,0.19314581751823426,345,0.03188405797101449,0.03819444444444445,4096,0.17880340073235965,-0.09044466351713842,4096,-0.17880340073235965,0.09044466351713842,4096,0.7918907566644745,0.6990111606304666,288,0.036847846677104244,-0.13800391031591977,288,-0.036847846677104244,0.13800391031591977,288,0.7185105162025811,0.6576469181646833,220,0.005898939008092454,-0.007300676760789573,220,-0.005898939008092454,0.007300676760789573,288,0.030198787179214856,0.07274875516921259,220,0.09808667626993564,0.062028704575038174,288,-0.04889357512889293,-0.03683051412817638,220,-0.5299479013048718,-0.33729509813313197,4096,0.08096083700454174,0.12613656962229886,288,0.05943248614053623,0.09594794486342653
