cluster_id,step_index,propagation_distance,sampled_response_mag_vs_observed_pearson,sampled_response_mag_vs_observed_spearman,sampled_response_mag_vs_observed_count,sampled_response_mag_vs_los_mag_pearson,sampled_response_mag_vs_los_mag_spearman,sampled_response_mag_vs_los_mag_count,sampled_response_mag_rms,transverse_velocity_mag_vs_observed_pearson,transverse_velocity_mag_vs_observed_spearman,transverse_velocity_mag_vs_observed_count,transverse_velocity_mag_vs_los_mag_pearson,transverse_velocity_mag_vs_los_mag_spearman,transverse_velocity_mag_vs_los_mag_count,transverse_velocity_mag_rms,transverse_displacement_mag_vs_observed_pearson,transverse_displacement_mag_vs_observed_spearman,transverse_displacement_mag_vs_observed_count,transverse_displacement_mag_vs_los_mag_pearson,transverse_displacement_mag_vs_los_mag_spearman,transverse_displacement_mag_vs_los_mag_count,transverse_displacement_mag_rms,linear_kappa_vs_observed_pearson,linear_kappa_vs_observed_spearman,linear_kappa_vs_observed_count,linear_kappa_vs_los_mag_pearson,linear_kappa_vs_los_mag_spearman,linear_kappa_vs_los_mag_count,linear_kappa_rms
MACS0416,10,0.3,0.7505184813240042,0.6690369113733925,1024,0.8823315866323378,0.8285180222265932,1024,0.00010587617398571338,0.7503990288228337,0.6685052455721068,1024,0.8822850437691628,0.8282304220906945,1024,3.175845537220518e-05,0.7504053246924365,0.6685599656848479,1024,0.8822867276790078,0.8282005601351835,1024,5.240044304985392e-06,0.06598875524903706,0.09229778663385188,1024,0.013454073803338185,0.05201842008797654,1024,3.477117662342378e-05
MACS0416,20,0.6,0.750517536951095,0.6690249748782112,1024,0.8823347479120415,0.8285092603354552,1024,0.00010587821428081338,0.7503915621002001,0.6684799084610806,1024,0.8822832907699321,0.8282380552177956,1024,6.351715835220359e-05,0.7503935616741594,0.6684767790428683,1024,0.8822816365530306,0.8282192350332594,1024,2.000760128096352e-05,0.06593200156664232,0.09218479228339994,1024,0.013381769249873304,0.05204133064516129,1024,0.00013276475396336906
MACS0416,40,1.2,0.7505195221643435,0.6690927044295206,1024,0.8823329897855833,0.828517552839568,1024,0.00010587622769488262,0.7503898882102574,0.6684926161343213,1024,0.8822834264638905,0.8282334731063586,1024,0.00012703496931915827,0.750388299493671,0.6684655578432784,1024,0.8822812771666829,0.8282373623131393,1024,7.812565811688101e-05,0.06590335371142694,0.09215865046483347,1024,0.013346796442941967,0.05207251135469566,1024,0.0005184238582386178
MACS0416,80,2.4,0.750525617040497,0.6691658210507527,1024,0.8823842848394009,0.8285744045490309,1024,0.00010591170889721496,0.7503830037588831,0.6684615678350577,1024,0.8822813610831783,0.8282378317001645,1024,0.00025406904387607253,0.7503857707975501,0.6684662619623761,1024,0.8822817538181901,0.8282377422931121,1024,0.00030869351441495597,0.06589024150455741,0.09216312106227964,1024,0.013330827713604379,0.052063213021243115,1024,0.002048432277556845
MACS0416,120,3.5999999999999996,0.7504845416144417,0.6687874520358962,1024,0.8824106615980183,0.8285343613654245,1024,0.00010585736093619066,0.7504032414674696,0.6684459766264642,1024,0.8823127997317707,0.8282761537980116,1024,0.0003810700487932516,0.7503892962411464,0.6684642390170318,1024,0.8822887496615753,0.8282560372112152,1024,0.000691686717489385,0.06590578850573717,0.09214045513322756,1024,0.013325755161392424,0.052007590658751164,1024,0.004589736889860627
MACS0416,159,4.77,0.7488506996345674,0.669967309760902,1024,0.8808396298719675,0.8281398750983477,1024,0.00010544657791019118,0.7502091486018115,0.6685994410602976,1024,0.8823555753641237,0.8283490764251484,1024,0.0005047067098180011,0.7503716470481347,0.6684658931380869,1024,0.8823111530378871,0.8282829934375223,1024,0.0012117617529292543,0.06595370629433363,0.09213456512109224,1024,0.013325536004746048,0.05196286478077391,1024,0.008040322920457688
MACS1149,0,0.0,0.8408711544222794,0.8497158438286796,1024,0.9129308647864849,0.9187967040090123,1024,7.669578788760765e-05,nan,nan,1024,nan,nan,1024,0.0,nan,nan,1024,nan,nan,1024,0.0,nan,-0.022821162603150317,1024,nan,-0.02933526382804484,1024,5.795326635978589e-16
MACS1149,1,0.03,0.8408611385184015,0.8497165814369219,1024,0.9129276628497053,0.9189090216186253,1024,7.668702815937607e-05,0.8408711544180029,0.8497158438286796,1024,0.9129308647762748,0.9187967040090123,1024,2.3008736365552127e-06,0.8408711544020839,0.8497158438286796,1024,0.9129308647751117,0.9187967040090123,1024,6.902620909913702e-08,0.11761840858658491,0.10768963549582793,1024,-0.06201306126671956,-0.003816250625849367,1024,4.105881523558909e-07
MACS1149,5,0.15,0.8408283030767739,0.8495870473712801,1024,0.9129466373366918,0.9190246808168229,1024,7.668575459910761e-05,0.8408379815784959,0.8496333043487782,1024,0.9129268256306455,0.9189289482154352,1024,1.1502473519977062e-05,0.8408474764117428,0.8496630713117078,1024,0.912923707924603,0.9189254613403905,1024,1.035230359769392e-06,0.11782950186545689,0.10830084450751416,1024,-0.06179595115340261,-0.003539200522137186,1024,6.1563963789498384e-06
MACS1149,10,0.3,0.8408435571635924,0.8496410715870872,1024,0.9129318657362232,0.9189391070917674,1024,7.668662805599948e-05,0.8408335776157886,0.8496359921485095,1024,0.9129266442671887,0.9189292611401187,1024,2.300457580959393e-05,0.8408363423065062,0.8496372997267573,1024,0.9129265771898932,0.9189345026285674,1024,3.795777812773566e-06,0.11785757129240902,0.10836644693754886,1024,-0.0617708808950721,-0.0034679654531149418,1024,2.257288064953073e-05
MACS1149,20,0.6,0.8408363993354884,0.8496168478618572,1024,0.9129379182816162,0.9189666891674415,1024,7.668685376186866e-05,0.8408268800631157,0.8496159314394955,1024,0.9129287399813556,0.9189601065732065,1024,4.600894972966003e-05,0.84083025365245,0.8496148026753672,1024,0.9129280973684493,0.9189524175666977,1024,1.4492860511584824e-05,0.11787611567154885,0.1084310323622798,1024,-0.061753670325925145,-0.00344628424290108,1024,8.618624255580528e-05
MACS1149,40,1.2,0.8408283024848681,0.8495870473712801,1024,0.9129463295397645,0.9190246808168229,1024,7.668573799638236e-05,0.8408255473944414,0.8496021962799534,1024,0.9129293100669286,0.9189626323224376,1024,9.201769991479399e-05,0.8408268400101431,0.8496097511764956,1024,0.9129288504622487,0.9189612129854803,1024,5.6590933752230496e-05,0.11788528519573689,0.10845746332429548,1024,-0.061743607028346,-0.0034129689399899866,1024,0.00033653468758072845
MACS1149,80,2.4,0.8408339256214438,0.8496112710965101,1024,0.9129384228422095,0.9189988198269079,1024,7.668475364984816e-05,0.8408240944271504,0.8495964015848984,1024,0.9129295188525799,0.9189686114190687,1024,0.00018403504320803522,0.8408248959246393,0.849599145264042,1024,0.9129293195366867,0.9189643198805522,1024,0.00022360271116315228,0.11789013392196511,0.10846778983968766,1024,-0.06173873127880231,-0.0034043635111937628,1024,0.0013297179973685883
MACS1149,120,3.5999999999999996,0.8409539166442841,0.8496195747771772,1024,0.9128969481157719,0.9189586537086045,1024,7.665839966175349e-05,0.8408361182010912,0.8496019112949507,1024,0.9129267549207487,0.9189643757599599,1024,0.000276042465514791,0.8408255237102386,0.8496005143096432,1024,0.9129291824046062,0.9189637163829483,1024,0.0005010334456469651,0.117894036279994,0.10847736757095508,1024,-0.06173255386830997,-0.0034031229883413204,1024,0.002979556536476331
MACS1149,159,4.77,0.8410153504626832,0.8495381305337567,1024,0.9128938188808373,0.919061974733567,1024,7.662664153455562e-05,0.8409062516329419,0.8496055658085148,1024,0.912933715975709,0.9189538033760103,1024,0.0003656820632234948,0.8408461372450922,0.8496026656670166,1024,0.9129298961887814,0.9189705113189328,1024,0.0008777931492999729,0.11792330179154611,0.10852226109079315,1024,-0.06169088612057822,-0.0033309826729132396,1024,0.005220374088209952
AbellS1063,0,0.0,0.8461735499429434,0.8210119425470281,1024,0.9076431973289312,0.9147644012409699,1024,0.00011029983683422088,nan,nan,1024,nan,nan,1024,0.0,nan,nan,1024,nan,nan,1024,0.0,nan,-0.08289290449879265,1024,nan,-0.11004630812976958,1024,5.795326635978589e-16
AbellS1063,1,0.03,0.8464541829474554,0.8218925014305128,1024,0.9073722045425862,0.9135747845290036,1024,0.00011030419537702363,0.8461735499179558,0.8210119425470281,1024,0.9076431972804879,0.9147644012409699,1024,3.308995104672375e-06,0.8461735499192987,0.8210119425470281,1024,0.9076431972832766,0.9147644012409699,1024,9.926985313911331e-08,0.06771734602678141,0.14219034984979614,1024,-0.014524171766614049,0.05479341382948287,1024,5.761563488585773e-07
AbellS1063,5,0.15,0.8464104085645436,0.8217645934661326,1024,0.9074454541681295,0.9139453208819112,1024,0.00011029175424571456,0.8463741921952196,0.8216345285566126,1024,0.9074586798681173,0.9139839559044417,1024,1.6543364099471778e-05,0.8463547738437143,0.8215354320148773,1024,0.9074811168354188,0.9140505976861455,1024,1.488913193552772e-06,0.0681693740001433,0.14327236517416495,1024,-0.014458453707172476,0.05524523236892926,1024,8.63832301793223e-06
AbellS1063,10,0.3,0.8464200430675185,0.8218075423789428,1024,0.9074484369504384,0.9139445720978471,1024,0.00011029285990606701,0.8463844317197968,0.8216370878334883,1024,0.9074480097708308,0.9139384253629926,1024,3.308662272416719e-05,0.8463746200033702,0.8216260348866319,1024,0.9074573599161873,0.9139783120842572,1024,5.4592897348041026e-06,0.06823894982776682,0.1435391669944925,1024,-0.014495894429695204,0.05524111964451756,1024,3.1672249304668344e-05
AbellS1063,20,0.6,0.8464252787612063,0.8217999986588942,1024,0.9074507514062696,0.9139703883842357,1024,0.00011029370337432284,0.8463870218382438,0.8216449109505758,1024,0.9074396965611974,0.9138910508010872,1024,6.617338179652071e-05,0.846382905655054,0.821631164616265,1024,0.9074455266326928,0.9139242655210643,1024,2.0844554746888202e-05,0.06828386741861232,0.14363363672126458,1024,-0.014511156708220898,0.05523263715041842,1024,0.00012092658890715952
AbellS1063,40,1.2,0.8464330768244858,0.8218316599313353,1024,0.9074457351117038,0.9139512888026607,1024,0.00011029477808689985,0.8463857924155423,0.821635668496531,1024,0.9074355264944172,0.9138567520205993,1024,0.00013234687586977253,0.8463850858850153,0.8216300917316358,1024,0.9074395828119306,0.9138866475037551,1024,8.139311741996185e-05,0.06830850538806665,0.1436896949431371,1024,-0.014518223966231989,0.05522178536942994,1024,0.00047218109789868895
AbellS1063,80,2.4,0.8464152042668254,0.8217828213289464,1024,0.9074468337102535,0.9139447620878335,1024,0.0001102927964112742,0.8463858692346553,0.8216431004577641,1024,0.9074347444214106,0.913870878334883,1024,0.00026469374953396423,0.8463859324561809,0.8216435139653816,1024,0.9074365184607309,0.913879617874258,1024,0.00032160258301779717,0.0683200943116498,0.14370159725699164,1024,-0.014521739630012107,0.05521003951791717,1024,0.001865674400162795
AbellS1063,120,3.5999999999999996,0.8461121721441294,0.821715117838495,1024,0.9078750168207068,0.9139121620413418,1024,0.00011010252257903855,0.846373208076237,0.8216553492239468,1024,0.9074492279542842,0.9138635246048208,1024,0.0003969994025755785,0.8463848739969104,0.8216486995744224,1024,0.9074350796548669,0.9138811154423861,1024,0.0007206207720042673,0.06832583768240966,0.1437043688756169,1024,-0.014516598976441284,0.05520345692368214,1024,0.0041804993125295915
AbellS1063,159,4.77,0.8419247660491321,0.8215939154030469,1024,0.9050447541482436,0.9136140454009012,1024,0.00010967410930185348,0.8457591150069134,0.8216552709927759,1024,0.9072007067188862,0.9138854181567843,1024,0.0005254633585328428,0.846296135609982,0.8216508788713254,1024,0.9074243913136741,0.9138785673413918,1024,0.0012622584727479383,0.06822634776318204,0.14366088352049208,1024,-0.014630372160824868,0.05517817707960804,1024,0.007323684933660021
Abell370,0,0.0,0.817299235235906,0.7478348964666333,1024,0.8980355012122706,0.841835347972248,1024,0.00013838638093659794,nan,nan,1024,nan,nan,1024,0.0,nan,nan,1024,nan,nan,1024,0.0,nan,-0.06867639895728031,1024,nan,-0.06288080881467277,1024,5.795326635978589e-16
Abell370,1,0.03,0.8171345990084695,0.7476316965882269,1024,0.898045332885914,0.8419285548244045,1024,0.00013840500488724233,0.8172992352286104,0.7478348964666333,1024,0.8980355011878015,0.841835347972248,1024,4.1515914277091365e-06,0.8172992352101535,0.7478348964666333,1024,0.8980355011806606,0.841835347972248,1024,1.24547742827391e-07,0.029610600602310643,0.0971377337994421,1024,-0.07640427398990023,0.003749564140619412,1024,7.915123847299533e-07
Abell370,5,0.15,0.8171952678498835,0.7476228229382734,1024,0.8979805472467218,0.8417647052249482,1024,0.00013837410338406447,0.8172063728888619,0.747680881642944,1024,0.8979837883715717,0.8417449686181246,1024,2.0755035928188075e-05,0.8172200472050009,0.7476819098240469,1024,0.897988405050881,0.8417411129389887,1024,1.867944229195566e-06,0.029565162092115124,0.09704281703740791,1024,-0.07654375439288047,0.003537054752878907,1024,1.1866083621052848e-05
Abell370,10,0.3,0.8171966804148084,0.7476411625599028,1024,0.8979692322047929,0.8417171294971747,1024,0.00013836988995708543,0.8172016912886106,0.7476243763858094,1024,0.8979748044894792,0.8417220357091767,1024,4.150903493499955e-05,0.8172083879356483,0.7476586975180602,1024,0.8979768737985395,0.841735044435305,1024,6.849002648674293e-06,0.0295682714235112,0.09704268292682927,1024,-0.07651559238833701,0.0035392452256634,1024,4.350784063844738e-05
Abell370,20,0.6,0.8171963618940753,0.7476382121271726,1024,0.8979681285510555,0.8417123797475144,1024,0.00013837145852334644,0.8172000945917589,0.7476210795007511,1024,0.8979705798321984,0.8417193311458407,1024,8.301768052846308e-05,0.8172029755897559,0.747632545955225,1024,0.8979710853814172,0.8417242261819612,1024,2.615053750645896e-05,0.02957204641191411,0.09702120288248336,1024,-0.07649836736228613,0.003528225806451613,1024,0.00016611834848751842
Abell370,40,1.2,0.8171952073954952,0.7476523607932194,1024,0.8979667718182229,0.8417042325298619,1024,0.0001383715835563488,0.8171975204367568,0.7476137034189256,1024,0.8979692226770121,0.8417242373578427,1024,0.00016603518714656396,0.8171996399292426,0.747619302535584,1024,0.8979686883699057,0.8417269866247049,1024,0.00010211147093993902,0.02957276363993537,0.09703100413060582,1024,-0.07649138843701765,0.003543134432444031,1024,0.0006486484254908985
Abell370,80,2.4,0.8172670432288651,0.747644560027895,1024,0.8982742041711896,0.842013804448895,1024,0.0001383197776249013,0.8171992663785712,0.7476082160610829,1024,0.8979760419322068,0.8417296576603962,1024,0.00033206747749937155,0.8171978998284567,0.7476139716400829,1024,0.897968025318166,0.841726383127101,1024,0.00040346481375696646,0.029573643483187535,0.09702310278234748,1024,-0.07648838332883401,0.0035395022709391317,1024,0.002562940213328519
Abell370,120,3.5999999999999996,0.8172838616036454,0.7475189766468779,1024,0.8985205112448215,0.8424636113296616,1024,0.00013819153944716767,0.8172622385035778,0.7476407267005222,1024,0.8981273369213845,0.841936903207925,1024,0.000497980993276298,0.8172192931251693,0.7476347140762464,1024,0.8980206339958502,0.8418213669444246,1024,0.0009039971389524614,0.02959030990882638,0.09702556147628925,1024,-0.07643939587983409,0.0035593953401044276,1024,0.0057423406716402255
Abell370,159,4.77,0.815221750871644,0.7471414330162364,1024,0.8976525483307343,0.8421389072670052,1024,0.00013751236103119938,0.8170804402137148,0.7476795740648022,1024,0.8983046828371295,0.8421177401473429,1024,0.0006590863992742091,0.817216512209539,0.7476312048494386,1024,0.8981257363841286,0.8418983017130391,1024,0.0015834053088118866,0.029487584678561374,0.09703560859380587,1024,-0.07648533817481915,0.003601226664759316,1024,0.010057448245844407
