cluster_id,candidate_id,physical_source_representation,n_photons,source_supported_bins,g2d_finite_kappa_count,g3d_finite_kappa_count,g3d_unit_speed_max_error,g3d_unit_speed_pass,first_step_exact_max_vector_error,first_step_exact_rms_vector_error,first_step_exact_pass,first_step_transverse_mag_vs_observed_pearson,first_step_transverse_mag_vs_observed_spearman,first_step_transverse_mag_vs_observed_count,first_step_transverse_mag_vs_los_mag_pearson,first_step_transverse_mag_vs_los_mag_spearman,first_step_transverse_mag_vs_los_mag_count,first_step_dx_vs_Rx_pearson,first_step_dy_vs_Ry_pearson,los_mag_vs_observed_pearson,los_mag_vs_observed_spearman,g2d_kappa_vs_observed_pearson,g2d_kappa_vs_observed_spearman,g3d_kappa_vs_observed_pearson,g3d_kappa_vs_observed_spearman,g3d_linear_kappa_vs_observed_pearson,g3d_linear_kappa_vs_observed_spearman,g3d_exact_vs_linear_kappa_pearson,g3d_exact_vs_linear_kappa_spearman,g2d_vs_g3d_kappa_commonmask_count,g2d_vs_g3d_kappa_commonmask_pearson,g2d_vs_g3d_kappa_commonmask_spearman,g3d_transverse_displacement_mag_vs_observed_pearson,g3d_transverse_displacement_mag_vs_observed_spearman,g3d_transverse_velocity_mag_vs_observed_pearson,g3d_transverse_velocity_mag_vs_observed_spearman,g2d_kappa_rms,g3d_kappa_rms,g3d_final_mean_z,g3d_final_z_rms_spread
Abell2744,PL1_PM1_PS2,M10_interface_field,71289,1024,1024,1024,2.220446049250313e-16,True,4.902191892490871e-16,2.152786187360336e-16,True,0.7797115992309701,0.726271904727845,1024,0.8640680111852006,0.8248312553644231,1024,1.0,0.9999999999999999,0.7697236967097444,0.671986686945565,0.03156908799833829,0.07095577256634003,0.13168693737975945,0.1362010049352693,0.12918340183890606,0.13339972552034904,0.999916775071999,0.9997130368893499,1024,0.22484926489143672,0.2792516294435305,0.7791333329226389,0.7250111423539088,0.7790770389652775,0.7249241716436593,0.0030391424354766555,0.008019948720562678,4.769999786418324,6.982496883776572e-07
MACS0416,PL1_PM1_PS2,M10_interface_field,71289,1024,1024,1024,2.220446049250313e-16,True,4.664558536237207e-16,2.1569419710644836e-16,True,0.7507576993902881,0.6694017568309744,1024,0.8825813655811692,0.8282622062978328,1024,1.0,0.9999999999999999,0.7439897594213153,0.6455692865332464,-0.004621798819593821,0.03917152011775321,0.06976141675452027,0.09268971273546393,0.06595370629433363,0.09213456512109224,0.9999444875860615,0.9999856613439668,1024,0.3029076401394242,0.3324209082862456,0.7503716470481347,0.6684658931380869,0.7502091486018115,0.6685994410602976,0.004408865160510757,0.008040248025091451,4.769999765748288,9.966527304998784e-07
MACS1149,PL1_PM1_PS2,M10_interface_field,71289,1024,1024,1024,2.220446049250313e-16,True,4.771006342555579e-16,2.1430375644502083e-16,True,0.8408711544020839,0.8497158438286796,1024,0.9129308647751117,0.9187967040090123,1024,1.0,1.0,0.7884323322863971,0.7011600616612864,0.0017341472587693472,0.05712972532131247,0.120217367999074,0.11100911286764294,0.11792330179154611,0.10852226109079315,0.9999305043748943,0.9996952784135613,1024,0.17861075846874233,0.21505031381875403,0.8408461372450922,0.8496026656670166,0.8409062516329419,0.8496055658085148,0.002557428805317707,0.005220580256427692,4.769999881666892,4.26564849347587e-07
AbellS1063,PL1_PM1_PS2,M10_interface_field,71289,1024,1024,1024,2.220446049250313e-16,True,4.8154685385691e-16,2.135185350132795e-16,True,0.8461735499192987,0.8210119425470281,1024,0.9076431972832766,0.9147644012409699,1024,1.0,0.9999999999999999,0.8075234973090877,0.6828267917055436,-0.08376733513138167,0.06348542218010157,0.07328472584347277,0.1448544788462914,0.06822634776318204,0.14366088352049208,0.9998539208603539,0.999974116658322,1024,0.17751479671875714,0.23460811771332524,0.846296135609982,0.8216508788713254,0.8457591150069134,0.8216552709927759,0.0037004269796770046,0.007326087943115325,4.769999748553775,1.2073691189643877e-06
Abell370,PL1_PM1_PS2,M10_interface_field,71289,1024,1024,1024,2.220446049250313e-16,True,4.924896573333921e-16,2.1827186082591398e-16,True,0.8172992352101535,0.7478348964666333,1024,0.8980355011806606,0.841835347972248,1024,0.9999999999999999,1.0,0.7918907566644745,0.6990111606304666,-0.08411356415345597,0.028880076085401617,0.03329456519063479,0.09929275668764752,0.029487584678561374,0.09703560859380587,0.9999221610927106,0.9999484233066305,1024,0.23887545039093858,0.2798767859058723,0.817216512209539,0.7476312048494386,0.8170804402137148,0.7476795740648022,0.004521388127059581,0.010066614126095627,4.769999605780718,1.2621351729391423e-06
